date,category,cost_index
2025-04-02,Beverages,0.974809
2025-04-03,Beverages,0.966614
2025-04-04,Beverages,0.97006
2025-04-05,Beverages,0.976269
2025-04-06,Beverages,0.970662
2025-04-07,Beverages,0.968441
2025-04-08,Beverages,0.963074
2025-04-09,Beverages,0.95833
2025-04-10,Beverages,0.963429
2025-04-11,Beverages,0.964503
2025-04-12,Beverages,0.968613
2025-04-13,Beverages,0.970421
2025-04-14,Beverages,0.962317
2025-04-15,Beverages,0.965903
2025-04-16,Beverages,0.968007
2025-04-17,Beverages,0.966584
2025-04-18,Beverages,0.966334
2025-04-19,Beverages,0.962992
2025-04-20,Beverages,0.966157
2025-04-21,Beverages,0.96668
2025-04-22,Beverages,0.961946
2025-04-23,Beverages,0.959019
2025-04-24,Beverages,0.960417
2025-04-25,Beverages,0.960945
2025-04-26,Beverages,0.952021
2025-04-27,Beverages,0.94751
2025-04-28,Beverages,0.953613
2025-04-29,Beverages,0.955597
2025-04-30,Beverages,0.957747
2025-05-01,Beverages,0.957609
2025-05-02,Beverages,0.955627
2025-05-03,Beverages,0.955123
2025-05-04,Beverages,0.95464
2025-05-05,Beverages,0.952985
2025-05-06,Beverages,0.953815
2025-05-07,Beverages,0.954359
2025-05-08,Beverages,0.951372
2025-05-09,Beverages,0.956798
2025-05-10,Beverages,0.958058
2025-05-11,Beverages,0.966828
2025-05-12,Beverages,0.965838
2025-05-13,Beverages,0.977262
2025-05-14,Beverages,0.972121
2025-05-15,Beverages,0.974908
2025-05-16,Beverages,0.968203
2025-05-17,Beverages,0.960639
2025-05-18,Beverages,0.96108
2025-05-19,Beverages,0.967831
2025-05-20,Beverages,0.964154
2025-05-21,Beverages,0.953706
2025-05-22,Beverages,0.95334
2025-05-23,Beverages,0.953003
2025-05-24,Beverages,0.94979
2025-05-25,Beverages,0.956171
2025-05-26,Beverages,0.95747
2025-05-27,Beverages,0.96051
2025-05-28,Beverages,0.963027
2025-05-29,Beverages,0.964694
2025-05-30,Beverages,0.961298
2025-05-31,Beverages,0.953294
2025-06-01,Beverages,0.950292
2025-06-02,Beverages,0.948375
2025-06-03,Beverages,0.948192
2025-06-04,Beverages,0.943163
2025-06-05,Beverages,0.939509
2025-06-06,Beverages,0.933137
2025-06-07,Beverages,0.937806
2025-06-08,Beverages,0.940579
2025-06-09,Beverages,0.944145
2025-06-10,Beverages,0.952795
2025-06-11,Beverages,0.949753
2025-06-12,Beverages,0.950525
2025-06-13,Beverages,0.952859
2025-06-14,Beverages,0.949531
2025-06-15,Beverages,0.952785
2025-06-16,Beverages,0.951149
2025-06-17,Beverages,0.957157
2025-06-18,Beverages,0.952462
2025-06-19,Beverages,0.956644
2025-06-20,Beverages,0.953221
2025-06-21,Beverages,0.955103
2025-06-22,Beverages,0.960968
2025-06-23,Beverages,0.955385
2025-06-24,Beverages,0.951546
2025-06-25,Beverages,0.950825
2025-06-26,Beverages,0.949393
2025-06-27,Beverages,0.953384
2025-06-28,Beverages,0.950779
2025-06-29,Beverages,0.942087
2025-06-30,Beverages,0.937131
2025-07-01,Beverages,0.937398
2025-07-02,Beverages,0.9315
2025-07-03,Beverages,0.939531
2025-07-04,Beverages,0.943367
2025-07-05,Beverages,0.939721
2025-07-06,Beverages,0.944294
2025-07-07,Beverages,0.940986
2025-07-08,Beverages,0.935028
2025-07-09,Beverages,0.931569
2025-07-10,Beverages,0.931015
2025-07-11,Beverages,0.931161
2025-07-12,Beverages,0.925305
2025-07-13,Beverages,0.922086
2025-07-14,Beverages,0.921998
2025-07-15,Beverages,0.920872
2025-07-16,Beverages,0.915856
2025-07-17,Beverages,0.912165
2025-07-18,Beverages,0.908177
2025-07-19,Beverages,0.905417
2025-07-20,Beverages,0.907715
2025-07-21,Beverages,0.916981
2025-07-22,Beverages,0.916679
2025-07-23,Beverages,0.917053
2025-07-24,Beverages,0.913945
2025-07-25,Beverages,0.915205
2025-07-26,Beverages,0.912906
2025-07-27,Beverages,0.909584
2025-07-28,Beverages,0.897273
2025-07-29,Beverages,0.908346
2025-07-30,Beverages,0.911781
2025-07-31,Beverages,0.914535
2025-08-01,Beverages,0.912758
2025-08-02,Beverages,0.918506
2025-08-03,Beverages,0.917064
2025-08-04,Beverages,0.917234
2025-08-05,Beverages,0.921497
2025-08-06,Beverages,0.92431
2025-08-07,Beverages,0.92359
2025-08-08,Beverages,0.930043
2025-08-09,Beverages,0.932731
2025-08-10,Beverages,0.93146
2025-08-11,Beverages,0.933039
2025-08-12,Beverages,0.941434
2025-08-13,Beverages,0.938038
2025-08-14,Beverages,0.938291
2025-08-15,Beverages,0.938481
2025-08-16,Beverages,0.935465
2025-08-17,Beverages,0.938278
2025-08-18,Beverages,0.944449
2025-08-19,Beverages,0.950363
2025-08-20,Beverages,0.941434
2025-08-21,Beverages,0.929615
2025-08-22,Beverages,0.94034
2025-08-23,Beverages,0.941894
2025-08-24,Beverages,0.939035
2025-08-25,Beverages,0.942698
2025-08-26,Beverages,0.945455
2025-08-27,Beverages,0.949275
2025-08-28,Beverages,0.938851
2025-08-29,Beverages,0.936166
2025-08-30,Beverages,0.94028
2025-08-31,Beverages,0.937645
2025-09-01,Beverages,0.935596
2025-09-02,Beverages,0.941121
2025-09-03,Beverages,0.946244
2025-09-04,Beverages,0.942519
2025-09-05,Beverages,0.945065
2025-09-06,Beverages,0.946839
2025-09-07,Beverages,0.956507
2025-09-08,Beverages,0.956558
2025-09-09,Beverages,0.961972
2025-09-10,Beverages,0.963948
2025-09-11,Beverages,0.962935
2025-09-12,Beverages,0.96407
2025-09-13,Beverages,0.962773
2025-09-14,Beverages,0.963178
2025-09-15,Beverages,0.968517
2025-09-16,Beverages,0.962728
2025-09-17,Beverages,0.956367
2025-09-18,Beverages,0.949965
2025-09-19,Beverages,0.953824
2025-09-20,Beverages,0.95375
2025-09-21,Beverages,0.954093
2025-09-22,Beverages,0.950983
2025-09-23,Beverages,0.952364
2025-09-24,Beverages,0.955738
2025-09-25,Beverages,0.954117
2025-09-26,Beverages,0.956652
