customer_id,segment,region,loyalty_tier,acquisition_channel,customer_since
C0000507,Premium,Central,Bronze,Store Walk-in,2017-07-17
C0000508,Premium,North,Gold,Store Walk-in,2017-03-16
C0000509,Regular,North,Bronze,Store Walk-in,2023-10-21
C0000510,Value,North,Bronze,Campaign,2019-02-02
C0000511,Regular,South,Bronze,Partner,2015-08-12
C0000512,Premium,South,Platinum,Online,2021-05-04
C0000513,Loyal,East,Gold,Partner,2015-08-31
C0000514,Loyal,West,Silver,Online,2021-08-03
C0000515,Loyal,West,Platinum,Store Walk-in,2015-01-30
C0000516,Value,North,Silver,Campaign,2016-12-14
C0000517,Premium,South,Silver,Referral,2018-03-21
C0000518,Regular,North,Bronze,Online,2021-03-21
C0000519,Loyal,West,Silver,Campaign,2019-03-25
C0000520,Value,South,Bronze,Partner,2019-06-29
C0000521,Occasional,South,Bronze,Partner,2024-11-14
C0000522,Regular,North,Bronze,Referral,2021-10-25
C0000523,Occasional,Central,Silver,Referral,2018-02-07
C0000524,Loyal,North,Gold,Referral,2018-12-09
C0000525,Loyal,South,Silver,Referral,2021-08-25
C0000526,Regular,Central,Platinum,Store Walk-in,2015-08-19
C0000527,Regular,North,Silver,Online,2023-01-29
C0000528,Value,North,Bronze,Online,2024-05-23
C0000529,Regular,West,Silver,Online,2021-07-28
C0000530,Regular,North,Bronze,Store Walk-in,2021-08-14
C0000531,Value,Central,Bronze,Partner,2019-01-10
C0000532,Value,East,Bronze,Store Walk-in,2016-11-19
C0000533,Premium,West,Silver,Campaign,2018-11-19
C0000534,Occasional,Central,Gold,Online,2025-07-06
C0000535,Occasional,South,Bronze,Store Walk-in,2019-09-28
C0000536,Loyal,South,Silver,Store Walk-in,2021-02-28
C0000537,Regular,West,Silver,Store Walk-in,2017-12-21
C0000538,Value,East,Bronze,Campaign,2016-08-19
C0000539,Value,West,Bronze,Store Walk-in,2022-02-15
C0000540,Premium,East,Gold,Online,2018-07-11
C0000541,Occasional,West,Bronze,Online,2022-07-21
C0000542,Occasional,Central,Bronze,Campaign,2021-08-15
C0000543,Loyal,Central,Silver,Partner,2020-12-04
C0000544,Regular,South,Platinum,Referral,2023-04-22
C0000545,Premium,North,Gold,Referral,2018-05-18
C0000546,Regular,North,Silver,Referral,2018-04-16
C0000547,Occasional,North,Silver,Partner,2020-04-30
C0000548,Value,Central,Bronze,Partner,2019-03-16
C0000549,Value,West,Silver,Partner,2023-04-19
C0000550,Premium,West,Gold,Campaign,2024-12-07
C0000551,Regular,West,Platinum,Partner,2025-01-02
C0000552,Premium,East,Platinum,Referral,2021-02-02
C0000553,Regular,South,Bronze,Store Walk-in,2024-01-22
C0000554,Premium,Central,Gold,Referral,2017-03-02
C0000555,Regular,North,Gold,Store Walk-in,2021-06-28
C0000556,Premium,Central,Silver,Online,2016-08-22
C0000557,Loyal,North,Gold,Partner,2015-03-06
C0000558,Value,North,Bronze,Store Walk-in,2023-03-06
C0000559,Regular,North,Bronze,Online,2017-10-26
C0000560,Loyal,South,Platinum,Partner,2022-07-22
C0000561,Value,West,Bronze,Referral,2015-08-18
C0000562,Value,East,Silver,Partner,2018-06-12
C0000563,Value,East,Bronze,Partner,2019-11-18
C0000564,Loyal,East,Platinum,Store Walk-in,2022-04-19
C0000565,Occasional,West,Platinum,Partner,2016-04-26
C0000566,Loyal,North,Platinum,Online,2020-09-25
C0000567,Value,Central,Bronze,Store Walk-in,2024-12-09
C0000568,Regular,South,Silver,Partner,2016-07-01
C0000569,Value,West,Bronze,Referral,2023-05-27
C0000570,Regular,Central,Bronze,Partner,2016-09-15
C0000571,Occasional,Central,Silver,Online,2024-04-11
C0000572,Loyal,East,Gold,Store Walk-in,2015-06-30
C0000573,Regular,East,Silver,Campaign,2021-01-10
C0000574,Loyal,West,Bronze,Campaign,2020-05-03
C0000575,Value,West,Silver,Referral,2019-08-23
C0000576,Loyal,South,Gold,Referral,2017-03-23
C0000577,Regular,North,Silver,Online,2021-05-24
C0000578,Regular,West,Bronze,Campaign,2019-06-14
C0000579,Value,West,Bronze,Store Walk-in,2023-09-15
C0000580,Premium,South,Silver,Partner,2015-08-30
C0000581,Loyal,West,Bronze,Referral,2020-12-26
C0000582,Value,North,Silver,Referral,2015-05-18
C0000583,Premium,West,Gold,Online,2015-06-11
C0000584,Regular,West,Silver,Partner,2016-10-03
C0000585,Value,West,Bronze,Store Walk-in,2021-08-23
C0000586,Regular,South,Silver,Campaign,2021-03-24
C0000587,Premium,Central,Platinum,Campaign,2018-07-03
C0000588,Value,East,Silver,Store Walk-in,2021-10-20
C0000589,Loyal,Central,Gold,Store Walk-in,2018-10-17
C0000590,Loyal,East,Gold,Partner,2016-11-08
C0000591,Occasional,South,Bronze,Online,2019-01-25
C0000592,Regular,West,Bronze,Online,2021-01-24
C0000593,Regular,South,Silver,Online,2023-05-11
C0000594,Value,West,Silver,Campaign,2021-05-11
C0000595,Occasional,West,Bronze,Online,2020-03-31
C0000596,Regular,West,Bronze,Online,2019-05-21
C0000597,Regular,North,Bronze,Referral,2020-02-13
C0000598,Premium,East,Bronze,Online,2015-01-19
C0000599,Value,West,Bronze,Store Walk-in,2019-03-05
C0000600,Premium,South,Gold,Online,2021-02-14
C0000601,Occasional,West,Silver,Online,2015-05-07
C0000602,Regular,West,Silver,Campaign,2018-01-22
C0000603,Value,South,Bronze,Online,2018-04-18
C0000604,Occasional,West,Silver,Partner,2021-06-20
C0000605,Value,South,Bronze,Campaign,2015-03-21
C0000606,Value,West,Bronze,Partner,2016-12-12
C0000607,Premium,South,Platinum,Campaign,2019-12-15
C0000608,Regular,North,Silver,Store Walk-in,2023-04-01
C0000609,Value,Central,Bronze,Online,2020-05-05
C0000610,Premium,West,Gold,Online,2020-11-21
C0000611,Regular,South,Gold,Campaign,2017-09-06
C0000612,Value,South,Gold,Online,2019-01-16
C0000613,Loyal,West,Platinum,Online,2019-08-25
C0000614,Premium,West,Silver,Online,2019-10-16
C0000615,Value,North,Bronze,Partner,2022-08-05
C0000616,Regular,West,Bronze,Referral,2021-06-26
C0000617,Occasional,East,Bronze,Partner,2019-07-30
C0000618,Premium,East,Bronze,Partner,2015-04-07
C0000619,Value,East,Gold,Online,2023-12-27
C0000620,Loyal,East,Gold,Campaign,2015-11-17
C0000621,Regular,Central,Silver,Campaign,2024-08-07
C0000622,Value,North,Gold,Campaign,2020-05-19
C0000623,Regular,South,Bronze,Partner,2021-05-15
C0000624,Premium,South,Platinum,Referral,2015-12-08
C0000625,Loyal,North,Gold,Campaign,2020-09-24
C0000626,Premium,East,Silver,Online,2020-11-27
C0000627,Regular,Central,Silver,Online,2021-02-18
C0000628,Value,West,Bronze,Referral,2015-07-26
C0000629,Premium,East,Platinum,Store Walk-in,2017-06-25
C0000630,Loyal,South,Gold,Store Walk-in,2022-01-19
C0000631,Value,Central,Bronze,Store Walk-in,2024-10-13
C0000632,Premium,East,Gold,Store Walk-in,2022-05-25
C0000633,Loyal,North,Silver,Online,2016-08-22
C0000634,Regular,East,Bronze,Campaign,2021-11-02
C0000635,Value,East,Bronze,Partner,2025-11-09
C0000636,Regular,East,Bronze,Partner,2021-12-08
C0000637,Regular,North,Bronze,Store Walk-in,2022-01-24
C0000638,Value,West,Bronze,Campaign,2025-04-27
C0000639,Loyal,West,Silver,Store Walk-in,2017-01-28
C0000640,Value,North,Bronze,Store Walk-in,2018-08-12
C0000641,Value,North,Bronze,Referral,2018-04-02
C0000642,Value,West,Bronze,Campaign,2021-04-16
C0000643,Value,North,Bronze,Referral,2017-02-08
C0000644,Value,South,Bronze,Partner,2018-02-25
C0000645,Regular,Central,Bronze,Partner,2019-08-27
C0000646,Premium,South,Bronze,Referral,2016-09-03
C0000647,Regular,Central,Bronze,Partner,2019-12-11
C0000648,Regular,North,Silver,Referral,2016-12-24
C0000649,Regular,North,Silver,Online,2017-09-20
C0000650,Loyal,North,Silver,Online,2018-03-04
C0000651,Loyal,West,Gold,Campaign,2015-11-27
C0000652,Value,West,Silver,Online,2019-02-13
C0000653,Regular,West,Silver,Referral,2020-07-01
C0000654,Regular,South,Silver,Referral,2020-07-12
C0000655,Loyal,North,Silver,Store Walk-in,2020-07-06
C0000656,Loyal,South,Silver,Partner,2018-12-01
C0000657,Regular,West,Gold,Campaign,2025-06-26
C0000658,Regular,South,Bronze,Partner,2018-04-25
C0000659,Regular,South,Bronze,Online,2021-03-10
C0000660,Value,South,Silver,Referral,2024-12-30
C0000661,Premium,East,Gold,Online,2021-01-04
C0000662,Value,Central,Gold,Campaign,2021-06-09
C0000663,Value,West,Bronze,Referral,2023-01-02
C0000664,Value,South,Silver,Referral,2025-05-15
C0000665,Occasional,West,Bronze,Online,2020-08-05
C0000666,Loyal,North,Gold,Store Walk-in,2018-03-19
C0000667,Loyal,Central,Gold,Referral,2019-05-12
C0000668,Value,East,Silver,Store Walk-in,2024-01-02
C0000669,Regular,South,Bronze,Store Walk-in,2020-03-08
C0000670,Premium,West,Gold,Partner,2017-05-06
C0000671,Premium,North,Silver,Online,2018-08-29
C0000672,Regular,South,Bronze,Store Walk-in,2020-03-06
C0000673,Regular,West,Silver,Referral,2016-03-22
C0000674,Regular,North,Bronze,Online,2016-06-16
C0000675,Loyal,South,Silver,Referral,2019-10-05
C0000676,Value,South,Gold,Campaign,2019-04-11
C0000677,Regular,South,Bronze,Partner,2020-01-09
C0000678,Value,North,Gold,Online,2020-01-21
C0000679,Regular,North,Bronze,Referral,2022-06-27
C0000680,Value,West,Platinum,Campaign,2017-07-30
C0000681,Loyal,North,Platinum,Store Walk-in,2015-07-31
C0000682,Occasional,North,Bronze,Campaign,2022-11-01
C0000683,Premium,South,Bronze,Referral,2019-12-28
C0000684,Regular,South,Bronze,Referral,2018-06-03
C0000685,Occasional,East,Bronze,Campaign,2019-10-09
C0000686,Loyal,West,Silver,Store Walk-in,2025-07-18
C0000687,Regular,Central,Bronze,Partner,2017-06-24
C0000688,Loyal,East,Silver,Partner,2022-09-27
C0000689,Value,South,Bronze,Store Walk-in,2017-10-29
C0000690,Value,West,Bronze,Campaign,2023-05-19
C0000691,Regular,East,Silver,Store Walk-in,2019-06-24
C0000692,Regular,West,Silver,Partner,2017-07-29
C0000693,Value,West,Bronze,Online,2016-09-12
C0000694,Loyal,West,Gold,Online,2019-11-07
C0000695,Value,Central,Silver,Partner,2016-07-12
C0000696,Regular,Central,Gold,Online,2022-11-17
C0000697,Value,North,Bronze,Online,2020-02-22
C0000698,Regular,South,Bronze,Referral,2018-06-14
C0000699,Premium,North,Bronze,Campaign,2015-07-25
C0000700,Premium,North,Platinum,Referral,2017-11-20
C0000701,Premium,West,Gold,Referral,2023-08-31
C0000702,Regular,West,Silver,Campaign,2016-08-10
C0000703,Value,East,Bronze,Referral,2025-10-05
C0000704,Occasional,East,Bronze,Campaign,2018-05-25
C0000705,Value,East,Bronze,Store Walk-in,2016-11-29
C0000706,Premium,West,Platinum,Referral,2024-04-08
C0000707,Value,Central,Bronze,Online,2022-07-30
C0000708,Premium,West,Gold,Referral,2022-09-11
C0000709,Premium,West,Gold,Partner,2017-06-09
C0000710,Regular,North,Silver,Referral,2023-07-20
C0000711,Value,North,Silver,Referral,2023-07-04
C0000712,Regular,Central,Silver,Store Walk-in,2019-08-17
C0000713,Regular,East,Bronze,Partner,2021-09-19
C0000714,Regular,West,Bronze,Campaign,2022-04-29
C0000715,Value,West,Bronze,Store Walk-in,2022-03-06
C0000716,Value,Central,Bronze,Referral,2023-02-01
C0000717,Regular,South,Bronze,Campaign,2024-12-17
C0000718,Value,South,Bronze,Referral,2019-06-24
C0000719,Regular,North,Silver,Online,2024-07-06
C0000720,Regular,East,Bronze,Referral,2021-02-15
C0000721,Regular,South,Bronze,Online,2016-09-27
C0000722,Occasional,North,Bronze,Online,2020-02-02
C0000723,Premium,North,Silver,Store Walk-in,2020-11-16
C0000724,Regular,South,Bronze,Campaign,2023-12-30
C0000725,Regular,North,Bronze,Referral,2015-03-24
C0000726,Regular,South,Gold,Campaign,2023-05-28
C0000727,Value,South,Bronze,Online,2021-11-26
C0000728,Regular,North,Silver,Campaign,2016-05-15
C0000729,Value,West,Bronze,Store Walk-in,2018-05-10
C0000730,Regular,South,Silver,Online,2018-09-11
C0000731,Loyal,South,Gold,Campaign,2022-04-16
C0000732,Regular,South,Bronze,Referral,2016-10-05
C0000733,Occasional,West,Bronze,Partner,2017-10-31
C0000734,Occasional,South,Silver,Partner,2025-07-19
C0000735,Premium,West,Platinum,Partner,2016-01-04
C0000736,Premium,South,Gold,Campaign,2017-04-09
C0000737,Regular,East,Silver,Store Walk-in,2019-02-06
C0000738,Loyal,Central,Silver,Online,2015-06-08
C0000739,Premium,East,Silver,Partner,2022-06-12
C0000740,Regular,West,Silver,Store Walk-in,2017-04-21
C0000741,Loyal,North,Platinum,Store Walk-in,2024-02-20
C0000742,Value,South,Silver,Referral,2022-05-07
C0000743,Occasional,East,Bronze,Partner,2018-10-15
C0000744,Loyal,Central,Silver,Campaign,2025-11-22
C0000745,Value,South,Bronze,Referral,2021-10-17
C0000746,Regular,East,Silver,Online,2017-01-16
C0000747,Occasional,North,Bronze,Referral,2016-12-24
C0000748,Regular,East,Gold,Campaign,2015-06-19
C0000749,Value,East,Bronze,Campaign,2023-05-11
C0000750,Loyal,North,Silver,Store Walk-in,2023-10-23
C0000751,Loyal,West,Gold,Partner,2015-12-25
C0000752,Loyal,South,Gold,Online,2018-07-15
C0000753,Regular,West,Bronze,Referral,2025-06-03
C0000754,Regular,North,Gold,Online,2016-07-25
C0000755,Regular,East,Bronze,Partner,2024-07-25
C0000756,Regular,North,Silver,Partner,2017-09-03
C0000757,Regular,South,Silver,Campaign,2024-06-15
C0000758,Regular,North,Bronze,Campaign,2018-05-27
C0000759,Occasional,Central,Gold,Campaign,2015-05-01
C0000760,Value,North,Bronze,Campaign,2020-02-05
C0000761,Value,North,Bronze,Online,2016-12-06
C0000762,Premium,South,Bronze,Referral,2016-02-10
C0000763,Regular,South,Bronze,Referral,2016-02-09
C0000764,Premium,South,Silver,Online,2021-04-26
C0000765,Value,Central,Bronze,Partner,2024-12-20
C0000766,Loyal,South,Bronze,Store Walk-in,2025-03-30
C0000767,Regular,South,Silver,Store Walk-in,2018-06-19
C0000768,Regular,South,Bronze,Store Walk-in,2019-08-01
C0000769,Premium,South,Bronze,Referral,2018-02-16
C0000770,Premium,East,Platinum,Partner,2019-01-04
C0000771,Loyal,South,Gold,Online,2017-09-08
C0000772,Regular,South,Silver,Partner,2019-10-16
C0000773,Value,Central,Bronze,Campaign,2023-07-10
C0000774,Regular,South,Silver,Partner,2025-10-15
C0000775,Regular,Central,Bronze,Referral,2016-09-28
C0000776,Value,East,Bronze,Referral,2021-09-18
C0000777,Value,East,Bronze,Partner,2019-09-23
C0000778,Regular,South,Silver,Referral,2021-09-12
C0000779,Regular,South,Bronze,Referral,2021-01-28
C0000780,Occasional,North,Bronze,Online,2024-04-16
C0000781,Occasional,North,Bronze,Partner,2018-09-23
C0000782,Loyal,West,Gold,Referral,2018-04-27
C0000783,Premium,East,Platinum,Online,2025-09-09
C0000784,Value,North,Bronze,Campaign,2020-04-21
C0000785,Loyal,West,Silver,Partner,2018-10-01
C0000786,Loyal,West,Silver,Campaign,2018-11-27
C0000787,Value,North,Bronze,Online,2015-04-22
C0000788,Regular,North,Silver,Online,2021-02-17
C0000789,Value,East,Silver,Referral,2019-08-01
C0000790,Loyal,South,Silver,Referral,2019-02-27
C0000791,Loyal,South,Silver,Referral,2025-10-01
C0000792,Occasional,South,Bronze,Store Walk-in,2017-03-06
C0000793,Premium,West,Bronze,Referral,2016-03-24
C0000794,Value,North,Bronze,Online,2018-11-18
C0000795,Value,Central,Silver,Store Walk-in,2017-06-08
C0000796,Premium,East,Platinum,Store Walk-in,2021-05-25
C0000797,Premium,West,Gold,Referral,2019-10-13
C0000798,Regular,South,Bronze,Referral,2025-11-28
C0000799,Value,Central,Bronze,Partner,2015-01-28
C0000800,Value,South,Bronze,Campaign,2023-10-31
C0000801,Loyal,East,Bronze,Store Walk-in,2019-10-08
C0000802,Loyal,Central,Silver,Store Walk-in,2017-12-01
C0000803,Premium,West,Silver,Partner,2021-10-04
C0000804,Occasional,East,Silver,Store Walk-in,2016-06-27
C0000805,Value,South,Bronze,Referral,2019-05-22
C0000806,Occasional,West,Bronze,Campaign,2016-07-13
C0000807,Loyal,North,Gold,Campaign,2022-01-02
C0000808,Occasional,South,Bronze,Store Walk-in,2019-04-18
C0000809,Value,West,Bronze,Referral,2017-10-20
C0000810,Regular,West,Bronze,Referral,2023-06-14
C0000811,Regular,North,Silver,Store Walk-in,2015-02-27
C0000812,Value,North,Bronze,Online,2017-01-31
C0000813,Loyal,West,Gold,Online,2024-11-04
C0000814,Value,West,Bronze,Referral,2025-09-10
C0000815,Loyal,East,Silver,Store Walk-in,2016-10-21
C0000816,Regular,Central,Silver,Partner,2024-09-19
C0000817,Value,West,Bronze,Online,2015-09-08
C0000818,Regular,Central,Bronze,Referral,2017-03-09
C0000819,Regular,South,Gold,Campaign,2022-03-01
C0000820,Value,North,Gold,Partner,2016-02-03
C0000821,Regular,North,Platinum,Referral,2020-07-03
C0000822,Premium,West,Silver,Online,2024-10-12
C0000823,Occasional,North,Bronze,Campaign,2019-04-11
C0000824,Regular,North,Bronze,Referral,2023-04-19
C0000825,Premium,North,Gold,Partner,2022-10-02
C0000826,Regular,North,Platinum,Referral,2020-02-10
C0000827,Regular,North,Bronze,Partner,2016-06-09
C0000828,Value,South,Bronze,Store Walk-in,2017-12-22
C0000829,Regular,South,Silver,Store Walk-in,2016-08-29
C0000830,Value,South,Bronze,Online,2015-12-22
C0000831,Regular,South,Silver,Referral,2018-07-03
C0000832,Loyal,North,Silver,Campaign,2018-01-12
C0000833,Value,East,Bronze,Online,2022-02-28
C0000834,Value,West,Bronze,Referral,2018-11-15
C0000835,Premium,West,Gold,Store Walk-in,2017-09-18
C0000836,Value,South,Bronze,Online,2017-10-28
C0000837,Occasional,Central,Bronze,Store Walk-in,2018-10-23
C0000838,Regular,North,Silver,Partner,2017-10-05
C0000839,Loyal,East,Silver,Referral,2021-04-01
C0000840,Value,West,Bronze,Referral,2017-02-01
C0000841,Loyal,North,Silver,Store Walk-in,2019-06-13
C0000842,Occasional,South,Bronze,Online,2021-04-27
C0000843,Occasional,East,Bronze,Partner,2018-10-03
C0000844,Value,East,Bronze,Referral,2015-09-10
C0000845,Regular,East,Bronze,Referral,2022-01-14
C0000846,Value,South,Bronze,Partner,2016-09-25
C0000847,Value,West,Bronze,Online,2015-08-25
C0000848,Occasional,West,Bronze,Online,2022-11-05
C0000849,Value,East,Silver,Partner,2019-02-11
C0000850,Occasional,North,Bronze,Campaign,2015-01-31
C0000851,Regular,South,Bronze,Store Walk-in,2019-07-09
C0000852,Value,West,Bronze,Online,2020-07-27
C0000853,Premium,East,Platinum,Campaign,2017-09-29
C0000854,Occasional,South,Silver,Store Walk-in,2024-03-05
C0000855,Regular,South,Silver,Online,2018-12-15
C0000856,Regular,North,Bronze,Partner,2015-05-31
C0000857,Value,North,Bronze,Online,2015-05-05
C0000858,Occasional,Central,Silver,Online,2025-05-03
C0000859,Regular,South,Bronze,Store Walk-in,2015-03-31
C0000860,Premium,Central,Platinum,Referral,2018-01-03
C0000861,Premium,Central,Gold,Store Walk-in,2018-07-11
C0000862,Regular,North,Silver,Referral,2016-05-01
C0000863,Premium,Central,Platinum,Referral,2019-06-07
C0000864,Regular,South,Bronze,Campaign,2022-03-30
C0000865,Regular,East,Bronze,Referral,2015-09-30
C0000866,Regular,South,Gold,Store Walk-in,2016-09-11
C0000867,Regular,West,Silver,Partner,2020-01-25
C0000868,Value,East,Bronze,Online,2021-10-27
C0000869,Value,Central,Silver,Store Walk-in,2020-03-07
C0000870,Occasional,West,Bronze,Online,2018-11-07
C0000871,Loyal,South,Gold,Campaign,2021-02-14
C0000872,Premium,West,Bronze,Partner,2020-01-06
C0000873,Regular,North,Silver,Referral,2016-05-03
C0000874,Loyal,South,Platinum,Referral,2025-03-15
C0000875,Regular,North,Bronze,Campaign,2018-08-02
C0000876,Value,South,Gold,Store Walk-in,2016-02-06
C0000877,Value,East,Bronze,Store Walk-in,2024-06-04
C0000878,Value,East,Bronze,Partner,2017-09-06
C0000879,Occasional,North,Bronze,Campaign,2019-06-20
C0000880,Premium,North,Silver,Partner,2021-10-03
C0000881,Regular,West,Gold,Store Walk-in,2025-09-26
C0000882,Regular,Central,Silver,Referral,2015-04-21
C0000883,Regular,West,Silver,Campaign,2016-07-23
C0000884,Occasional,South,Bronze,Referral,2023-04-05
C0000885,Occasional,North,Bronze,Online,2017-04-17
C0000886,Value,North,Bronze,Referral,2017-09-25
C0000887,Loyal,West,Gold,Partner,2023-12-18
C0000888,Loyal,East,Gold,Online,2015-02-07
C0000889,Value,West,Bronze,Referral,2020-01-26
C0000890,Value,North,Bronze,Referral,2016-12-10
C0000891,Value,North,Silver,Campaign,2023-01-15
C0000892,Premium,North,Platinum,Referral,2019-08-07
C0000893,Occasional,West,Gold,Store Walk-in,2021-08-11
C0000894,Value,North,Bronze,Store Walk-in,2020-12-02
C0000895,Loyal,South,Bronze,Campaign,2015-05-16
C0000896,Occasional,East,Silver,Campaign,2020-09-13
C0000897,Value,East,Bronze,Online,2018-03-09
C0000898,Value,South,Bronze,Online,2015-07-26
C0000899,Value,South,Bronze,Campaign,2020-10-07
C0000900,Value,North,Bronze,Partner,2015-07-30
C0000901,Value,North,Silver,Partner,2021-01-25
C0000902,Regular,North,Bronze,Online,2021-05-25
C0000903,Occasional,West,Bronze,Referral,2016-11-11
C0000904,Premium,North,Platinum,Partner,2023-09-11
C0000905,Occasional,West,Bronze,Online,2016-05-06
C0000906,Regular,West,Bronze,Campaign,2019-02-07
C0000907,Value,South,Bronze,Campaign,2021-12-28
C0000908,Loyal,Central,Silver,Store Walk-in,2018-12-05
C0000909,Premium,West,Silver,Store Walk-in,2020-01-04
C0000910,Value,North,Bronze,Store Walk-in,2016-11-13
C0000911,Regular,South,Bronze,Store Walk-in,2016-04-09
C0000912,Regular,Central,Bronze,Campaign,2023-03-25
C0000913,Premium,West,Gold,Partner,2021-10-02
C0000914,Premium,North,Silver,Partner,2022-03-06
C0000915,Regular,North,Silver,Referral,2021-05-13
C0000916,Regular,East,Bronze,Online,2020-12-29
C0000917,Value,South,Bronze,Store Walk-in,2022-08-07
C0000918,Loyal,North,Gold,Partner,2021-06-02
C0000919,Value,North,Bronze,Store Walk-in,2024-03-30
C0000920,Occasional,West,Silver,Referral,2021-02-15
C0000921,Value,South,Bronze,Online,2023-09-22
C0000922,Loyal,South,Silver,Campaign,2024-08-15
C0000923,Regular,West,Bronze,Campaign,2019-06-06
C0000924,Regular,South,Bronze,Partner,2021-12-29
C0000925,Regular,North,Bronze,Online,2022-09-18
C0000926,Value,Central,Bronze,Online,2019-03-11
C0000927,Premium,Central,Gold,Online,2019-07-11
C0000928,Value,East,Bronze,Store Walk-in,2015-01-04
C0000929,Value,North,Gold,Partner,2017-02-18
C0000930,Value,South,Bronze,Partner,2024-11-26
C0000931,Premium,South,Gold,Store Walk-in,2016-05-21
C0000932,Occasional,East,Bronze,Campaign,2025-02-28
C0000933,Premium,East,Gold,Online,2020-10-21
C0000934,Value,Central,Silver,Partner,2017-10-17
C0000935,Value,North,Bronze,Partner,2015-03-07
C0000936,Value,East,Bronze,Store Walk-in,2016-11-13
C0000937,Regular,West,Bronze,Referral,2023-04-01
C0000938,Premium,North,Silver,Referral,2019-06-04
C0000939,Value,East,Bronze,Referral,2019-01-22
C0000940,Regular,East,Silver,Online,2024-02-13
C0000941,Regular,East,Silver,Store Walk-in,2015-03-13
C0000942,Value,Central,Gold,Referral,2015-12-05
C0000943,Regular,South,Bronze,Online,2021-10-29
C0000944,Regular,South,Bronze,Online,2016-05-24
C0000945,Occasional,East,Silver,Store Walk-in,2024-05-18
C0000946,Regular,East,Bronze,Referral,2017-03-15
C0000947,Value,South,Bronze,Online,2019-02-10
C0000948,Value,East,Silver,Online,2021-08-04
C0000949,Regular,North,Bronze,Referral,2020-09-25
C0000950,Occasional,North,Bronze,Partner,2020-07-16
C0000951,Regular,Central,Bronze,Online,2017-09-22
C0000952,Value,North,Bronze,Partner,2023-07-18
C0000953,Value,South,Gold,Referral,2017-12-31
C0000954,Loyal,East,Gold,Online,2015-12-12
C0000955,Value,East,Bronze,Campaign,2020-05-30
C0000956,Value,East,Bronze,Campaign,2015-03-12
C0000957,Occasional,North,Bronze,Referral,2024-06-19
C0000958,Regular,Central,Bronze,Referral,2020-09-08
C0000959,Regular,West,Bronze,Store Walk-in,2020-02-03
C0000960,Value,Central,Bronze,Online,2017-10-30
C0000961,Value,Central,Bronze,Partner,2015-08-24
C0000962,Regular,North,Gold,Store Walk-in,2020-02-21
C0000963,Regular,South,Bronze,Partner,2019-03-02
C0000964,Regular,South,Silver,Campaign,2020-10-24
C0000965,Regular,East,Bronze,Campaign,2021-08-21
C0000966,Occasional,East,Silver,Online,2015-01-28
C0000967,Loyal,West,Platinum,Referral,2023-05-28
C0000968,Regular,West,Bronze,Campaign,2020-09-16
C0000969,Regular,West,Silver,Partner,2016-04-02
C0000970,Value,South,Bronze,Store Walk-in,2016-04-24
C0000971,Regular,North,Gold,Campaign,2022-02-21
C0000972,Value,North,Silver,Online,2020-07-19
C0000973,Occasional,West,Gold,Partner,2021-09-08
C0000974,Occasional,East,Bronze,Store Walk-in,2023-07-31
C0000975,Regular,Central,Bronze,Partner,2016-01-29
C0000976,Regular,West,Silver,Partner,2015-08-03
C0000977,Value,South,Bronze,Referral,2015-03-14
C0000978,Regular,South,Silver,Partner,2018-08-17
C0000979,Value,North,Bronze,Campaign,2017-10-03
C0000980,Loyal,East,Silver,Partner,2025-12-19
C0000981,Value,South,Silver,Store Walk-in,2020-06-18
C0000982,Regular,South,Bronze,Campaign,2023-09-10
C0000983,Loyal,South,Platinum,Referral,2017-04-03
C0000984,Regular,West,Silver,Campaign,2016-05-26
C0000985,Premium,Central,Bronze,Store Walk-in,2022-03-09
C0000986,Premium,Central,Silver,Online,2020-03-11
C0000987,Value,South,Bronze,Online,2018-03-12
C0000988,Value,North,Bronze,Campaign,2017-02-20
C0000989,Premium,South,Gold,Online,2021-05-01
C0000990,Value,Central,Bronze,Online,2020-11-09
C0000991,Loyal,South,Bronze,Online,2023-04-30
C0000992,Loyal,North,Silver,Store Walk-in,2019-04-04
C0000993,Value,East,Silver,Campaign,2022-04-05
C0000994,Loyal,West,Silver,Campaign,2017-04-25
C0000995,Loyal,North,Silver,Store Walk-in,2025-02-01
C0000996,Value,West,Bronze,Campaign,2019-05-20
C0000997,Premium,South,Gold,Referral,2015-10-15
C0000998,Regular,West,Silver,Campaign,2016-09-24
C0000999,Premium,South,Platinum,Partner,2025-04-24
C0001000,Occasional,South,Bronze,Store Walk-in,2016-02-02
