date,product_id,store_id,opening_inventory,received_units,sold_units,closing_inventory,stockout_flag,inventory_days
2023-01-22,P00001,S00180,48,0,48,0,True,0.0
2023-01-23,P00001,S00180,0,0,0,0,True,
2023-01-24,P00001,S00180,0,39,14,25,False,1.79
2023-01-25,P00001,S00180,25,0,25,0,True,0.0
2023-01-26,P00001,S00180,0,183,11,172,False,15.64
2023-01-27,P00001,S00180,172,0,54,118,False,2.19
2023-01-28,P00001,S00180,118,0,38,80,False,2.11
2023-01-29,P00001,S00180,80,0,54,26,False,0.48
2023-01-30,P00001,S00180,26,237,30,233,False,7.77
2023-01-31,P00001,S00180,233,0,12,221,False,18.42
2023-02-01,P00001,S00180,221,0,17,204,False,12.0
2023-02-02,P00001,S00180,204,0,9,195,False,21.67
2023-02-03,P00001,S00180,195,0,25,170,False,6.8
2023-02-04,P00001,S00180,170,223,20,373,False,18.65
2023-02-05,P00001,S00180,373,0,36,337,False,9.36
2023-02-06,P00001,S00180,337,0,11,326,False,29.64
2023-02-07,P00001,S00180,326,0,19,307,False,16.16
2023-02-08,P00001,S00180,307,0,22,285,False,12.95
2023-02-09,P00001,S00180,285,0,54,231,False,4.28
2023-02-10,P00001,S00180,231,0,17,214,False,12.59
2023-02-11,P00001,S00180,214,0,24,190,False,7.92
2023-02-12,P00001,S00180,190,0,13,177,False,13.62
2023-02-13,P00001,S00180,177,0,13,164,False,12.62
2023-02-14,P00001,S00180,164,0,9,155,False,17.22
2023-02-15,P00001,S00180,155,162,15,302,False,20.13
2023-02-16,P00001,S00180,302,0,23,279,False,12.13
2023-02-17,P00001,S00180,279,0,37,242,False,6.54
2023-02-18,P00001,S00180,242,0,25,217,False,8.68
2023-02-19,P00001,S00180,217,0,38,179,False,4.71
2023-02-20,P00001,S00180,179,0,27,152,False,5.63
2023-02-21,P00001,S00180,152,0,22,130,False,5.91
2023-02-22,P00001,S00180,130,0,23,107,False,4.65
2023-02-23,P00001,S00180,107,0,36,71,False,1.97
2023-02-24,P00001,S00180,71,0,7,64,False,9.14
2023-02-25,P00001,S00180,64,170,39,195,False,5.0
2023-02-26,P00001,S00180,195,0,19,176,False,9.26
2023-02-27,P00001,S00180,176,0,53,123,False,2.32
2023-02-28,P00001,S00180,123,0,13,110,False,8.46
2023-03-01,P00001,S00180,110,0,13,97,False,7.46
2023-03-02,P00001,S00180,97,0,67,30,False,0.45
2023-03-03,P00001,S00180,30,160,36,154,False,4.28
2023-03-04,P00001,S00180,154,0,153,1,False,0.01
2023-03-05,P00001,S00180,1,0,1,0,True,0.0
2023-03-06,P00001,S00180,0,0,0,0,True,
2023-03-07,P00001,S00180,0,0,0,0,True,
2023-03-08,P00001,S00180,0,215,43,172,False,4.0
2023-03-09,P00001,S00180,172,0,21,151,False,7.19
2023-03-10,P00001,S00180,151,370,35,486,False,13.89
2023-03-11,P00001,S00180,486,0,52,434,False,8.35
2023-03-12,P00001,S00180,434,0,38,396,False,10.42
2023-03-13,P00001,S00180,396,0,13,383,False,29.46
2023-03-14,P00001,S00180,383,0,15,368,False,24.53
2023-03-15,P00001,S00180,368,0,27,341,False,12.63
2023-03-16,P00001,S00180,341,0,25,316,False,12.64
2023-03-17,P00001,S00180,316,0,56,260,False,4.64
2023-03-18,P00001,S00180,260,0,60,200,False,3.33
2023-03-19,P00001,S00180,200,0,31,169,False,5.45
2023-03-20,P00001,S00180,169,0,15,154,False,10.27
2023-03-21,P00001,S00180,154,0,12,142,False,11.83
2023-03-22,P00001,S00180,142,0,27,115,False,4.26
2023-03-23,P00001,S00180,115,230,30,315,False,10.5
2023-03-24,P00001,S00180,315,0,30,285,False,9.5
2023-03-25,P00001,S00180,285,0,12,273,False,22.75
2023-03-26,P00001,S00180,273,0,62,211,False,3.4
2023-03-27,P00001,S00180,211,0,22,189,False,8.59
2023-03-28,P00001,S00180,189,0,16,173,False,10.81
2023-03-29,P00001,S00180,173,0,32,141,False,4.41
2023-03-30,P00001,S00180,141,0,19,122,False,6.42
2023-03-31,P00001,S00180,122,0,74,48,False,0.65
2023-01-01,P00001,S00046,676,0,41,635,False,15.49
2023-01-02,P00001,S00046,635,0,10,625,False,62.5
2023-01-03,P00001,S00046,625,0,23,602,False,26.17
2023-01-04,P00001,S00046,602,0,48,554,False,11.54
2023-01-05,P00001,S00046,554,0,122,432,False,3.54
2023-01-06,P00001,S00046,432,0,29,403,False,13.9
2023-01-07,P00001,S00046,403,0,45,358,False,7.96
2023-01-08,P00001,S00046,358,0,29,329,False,11.34
2023-01-09,P00001,S00046,329,0,39,290,False,7.44
2023-01-10,P00001,S00046,290,0,61,229,False,3.75
2023-01-11,P00001,S00046,229,0,29,200,False,6.9
2023-01-12,P00001,S00046,200,355,72,483,False,6.71
2023-01-13,P00001,S00046,483,0,55,428,False,7.78
2023-01-14,P00001,S00046,428,0,34,394,False,11.59
2023-01-15,P00001,S00046,394,0,30,364,False,12.13
2023-01-16,P00001,S00046,364,0,8,356,False,44.5
2023-01-17,P00001,S00046,356,0,28,328,False,11.71
2023-01-18,P00001,S00046,328,0,49,279,False,5.69
2023-01-19,P00001,S00046,279,0,29,250,False,8.62
2023-01-20,P00001,S00046,250,0,89,161,False,1.81
2023-01-21,P00001,S00046,161,0,36,125,False,3.47
2023-01-22,P00001,S00046,125,343,55,413,False,7.51
2023-01-23,P00001,S00046,413,0,34,379,False,11.15
2023-01-24,P00001,S00046,379,0,25,354,False,14.16
2023-01-25,P00001,S00046,354,0,46,308,False,6.7
2023-01-26,P00001,S00046,308,0,65,243,False,3.74
2023-01-27,P00001,S00046,243,0,47,196,False,4.17
2023-01-28,P00001,S00046,196,0,46,150,False,3.26
2023-01-29,P00001,S00046,150,337,54,433,False,8.02
2023-01-30,P00001,S00046,433,0,42,391,False,9.31
2023-01-31,P00001,S00046,391,0,7,384,False,54.86
2023-02-01,P00001,S00046,384,0,63,321,False,5.1
2023-02-02,P00001,S00046,321,0,39,282,False,7.23
2023-02-03,P00001,S00046,282,0,57,225,False,3.95
2023-02-04,P00001,S00046,225,0,65,160,False,2.46
2023-02-05,P00001,S00046,160,347,44,463,False,10.52
2023-02-06,P00001,S00046,463,0,15,448,False,29.87
2023-02-07,P00001,S00046,448,0,61,387,False,6.34
2023-02-08,P00001,S00046,387,0,21,366,False,17.43
2023-02-09,P00001,S00046,366,0,19,347,False,18.26
2023-02-10,P00001,S00046,347,0,71,276,False,3.89
2023-02-11,P00001,S00046,276,0,27,249,False,9.22
2023-02-12,P00001,S00046,249,0,58,191,False,3.29
2023-02-13,P00001,S00046,191,0,21,170,False,8.1
2023-02-14,P00001,S00046,170,386,41,515,False,12.56
2023-02-15,P00001,S00046,515,0,47,468,False,9.96
2023-02-16,P00001,S00046,468,0,63,405,False,6.43
2023-02-17,P00001,S00046,405,0,44,361,False,8.2
2023-02-18,P00001,S00046,361,0,25,336,False,13.44
2023-02-19,P00001,S00046,336,0,46,290,False,6.3
2023-02-20,P00001,S00046,290,0,42,248,False,5.9
2023-02-21,P00001,S00046,248,0,43,205,False,4.77
2023-02-22,P00001,S00046,205,0,96,109,False,1.14
2023-02-23,P00001,S00046,109,357,88,378,False,4.3
2023-02-24,P00001,S00046,378,0,63,315,False,5.0
2023-02-25,P00001,S00046,315,0,133,182,False,1.37
2023-02-26,P00001,S00046,182,0,102,80,False,0.78
2023-02-27,P00001,S00046,80,413,82,411,False,5.01
2023-02-28,P00001,S00046,411,0,41,370,False,9.02
2023-03-01,P00001,S00046,370,0,76,294,False,3.87
2023-03-02,P00001,S00046,294,500,131,663,False,5.06
2023-03-03,P00001,S00046,663,0,290,373,False,1.29
2023-03-04,P00001,S00046,373,0,215,158,False,0.73
2023-03-05,P00001,S00046,158,0,158,0,True,0.0
2023-03-06,P00001,S00046,0,0,0,0,True,
2023-03-07,P00001,S00046,0,1059,131,928,False,7.08
2023-03-08,P00001,S00046,928,0,116,812,False,7.0
2023-03-09,P00001,S00046,812,0,50,762,False,15.24
2023-03-10,P00001,S00046,762,0,34,728,False,21.41
2023-03-11,P00001,S00046,728,1061,39,1750,False,44.87
2023-03-12,P00001,S00046,1750,0,34,1716,False,50.47
2023-03-13,P00001,S00046,1716,0,27,1689,False,62.56
2023-03-14,P00001,S00046,1689,0,58,1631,False,28.12
2023-03-15,P00001,S00046,1631,0,50,1581,False,31.62
2023-03-16,P00001,S00046,1581,0,20,1561,False,78.05
2023-03-17,P00001,S00046,1561,0,59,1502,False,25.46
2023-03-18,P00001,S00046,1502,0,49,1453,False,29.65
2023-03-19,P00001,S00046,1453,0,64,1389,False,21.7
2023-03-20,P00001,S00046,1389,0,85,1304,False,15.34
2023-03-21,P00001,S00046,1304,0,60,1244,False,20.73
2023-03-22,P00001,S00046,1244,0,65,1179,False,18.14
2023-03-23,P00001,S00046,1179,0,56,1123,False,20.05
2023-03-24,P00001,S00046,1123,0,36,1087,False,30.19
2023-03-25,P00001,S00046,1087,0,128,959,False,7.49
2023-03-26,P00001,S00046,959,0,74,885,False,11.96
2023-03-27,P00001,S00046,885,0,51,834,False,16.35
2023-03-28,P00001,S00046,834,0,83,751,False,9.05
2023-03-29,P00001,S00046,751,0,47,704,False,14.98
2023-03-30,P00001,S00046,704,0,78,626,False,8.03
2023-03-31,P00001,S00046,626,0,78,548,False,7.03
2023-01-01,P00001,S00030,959,0,31,928,False,29.94
2023-01-02,P00001,S00030,928,0,22,906,False,41.18
2023-01-03,P00001,S00030,906,0,57,849,False,14.89
2023-01-04,P00001,S00030,849,0,46,803,False,17.46
2023-01-05,P00001,S00030,803,0,106,697,False,6.58
2023-01-06,P00001,S00030,697,0,65,632,False,9.72
2023-01-07,P00001,S00030,632,0,165,467,False,2.83
2023-01-08,P00001,S00030,467,0,69,398,False,5.77
2023-01-09,P00001,S00030,398,0,24,374,False,15.58
2023-01-10,P00001,S00030,374,0,93,281,False,3.02
2023-01-11,P00001,S00030,281,0,109,172,False,1.58
2023-01-12,P00001,S00030,172,0,73,99,False,1.36
2023-01-13,P00001,S00030,99,0,61,38,False,0.62
2023-01-14,P00001,S00030,38,0,38,0,True,0.0
2023-01-15,P00001,S00030,0,0,0,0,True,
2023-01-16,P00001,S00030,0,0,0,0,True,
2023-01-17,P00001,S00030,0,978,56,922,False,16.46
2023-01-18,P00001,S00030,922,0,51,871,False,17.08
2023-01-19,P00001,S00030,871,0,124,747,False,6.02
2023-01-20,P00001,S00030,747,0,44,703,False,15.98
2023-01-21,P00001,S00030,703,0,68,635,False,9.34
2023-01-22,P00001,S00030,635,0,53,582,False,10.98
2023-01-23,P00001,S00030,582,0,78,504,False,6.46
2023-01-24,P00001,S00030,504,0,34,470,False,13.82
2023-01-25,P00001,S00030,470,0,39,431,False,11.05
2023-01-26,P00001,S00030,431,0,124,307,False,2.48
2023-01-27,P00001,S00030,307,0,48,259,False,5.4
2023-01-28,P00001,S00030,259,0,148,111,False,0.75
2023-01-29,P00001,S00030,111,0,43,68,False,1.58
2023-01-30,P00001,S00030,68,0,58,10,False,0.17
2023-01-31,P00001,S00030,10,0,10,0,True,0.0
2023-02-01,P00001,S00030,0,0,0,0,True,
2023-02-02,P00001,S00030,0,978,121,857,False,7.08
2023-02-03,P00001,S00030,857,0,59,798,False,13.53
2023-02-04,P00001,S00030,798,0,42,756,False,18.0
2023-02-05,P00001,S00030,756,0,68,688,False,10.12
2023-02-06,P00001,S00030,688,0,99,589,False,5.95
2023-02-07,P00001,S00030,589,0,75,514,False,6.85
2023-02-08,P00001,S00030,514,0,57,457,False,8.02
2023-02-09,P00001,S00030,457,0,176,281,False,1.6
2023-02-10,P00001,S00030,281,0,113,168,False,1.49
2023-02-11,P00001,S00030,168,0,88,80,False,0.91
2023-02-12,P00001,S00030,80,0,63,17,False,0.27
2023-02-13,P00001,S00030,17,0,17,0,True,0.0
2023-02-14,P00001,S00030,0,0,0,0,True,
2023-02-15,P00001,S00030,0,0,0,0,True,
2023-02-16,P00001,S00030,0,1132,107,1025,False,9.58
2023-02-17,P00001,S00030,1025,0,116,909,False,7.84
2023-02-18,P00001,S00030,909,0,100,809,False,8.09
2023-02-19,P00001,S00030,809,0,105,704,False,6.7
2023-02-20,P00001,S00030,704,0,98,606,False,6.18
2023-02-21,P00001,S00030,606,0,42,564,False,13.43
2023-02-22,P00001,S00030,564,0,100,464,False,4.64
2023-02-23,P00001,S00030,464,0,143,321,False,2.24
2023-02-24,P00001,S00030,321,0,35,286,False,8.17
2023-02-25,P00001,S00030,286,0,96,190,False,1.98
2023-02-26,P00001,S00030,190,0,155,35,False,0.23
2023-02-27,P00001,S00030,35,0,35,0,True,0.0
2023-02-28,P00001,S00030,0,0,0,0,True,
2023-03-01,P00001,S00030,0,0,0,0,True,
2023-03-02,P00001,S00030,0,1309,160,1149,False,7.18
2023-03-03,P00001,S00030,1149,0,223,926,False,4.15
2023-03-04,P00001,S00030,926,0,327,599,False,1.83
2023-03-05,P00001,S00030,599,0,131,468,False,3.57
2023-03-06,P00001,S00030,468,0,162,306,False,1.89
2023-03-07,P00001,S00030,306,0,171,135,False,0.79
2023-03-08,P00001,S00030,135,0,135,0,True,0.0
2023-03-09,P00001,S00030,0,0,0,0,True,
2023-03-10,P00001,S00030,0,0,0,0,True,
2023-03-11,P00001,S00030,0,0,0,0,True,
2023-03-12,P00001,S00030,0,1920,372,1548,False,4.16
2023-03-13,P00001,S00030,1548,0,114,1434,False,12.58
2023-03-14,P00001,S00030,1434,0,84,1350,False,16.07
2023-03-15,P00001,S00030,1350,0,125,1225,False,9.8
2023-03-16,P00001,S00030,1225,0,94,1131,False,12.03
2023-03-17,P00001,S00030,1131,0,196,935,False,4.77
2023-03-18,P00001,S00030,935,0,79,856,False,10.84
2023-03-19,P00001,S00030,856,0,32,824,False,25.75
2023-03-20,P00001,S00030,824,0,30,794,False,26.47
2023-03-21,P00001,S00030,794,0,170,624,False,3.67
2023-03-22,P00001,S00030,624,0,86,538,False,6.26
2023-03-23,P00001,S00030,538,0,101,437,False,4.33
2023-03-24,P00001,S00030,437,0,180,257,False,1.43
2023-03-25,P00001,S00030,257,0,110,147,False,1.34
2023-03-26,P00001,S00030,147,0,95,52,False,0.55
2023-03-27,P00001,S00030,52,0,52,0,True,0.0
2023-03-28,P00001,S00030,0,0,0,0,True,
2023-03-29,P00001,S00030,0,0,0,0,True,
2023-03-30,P00001,S00030,0,1657,109,1548,False,14.2
2023-03-31,P00001,S00030,1548,0,55,1493,False,27.15
2023-01-01,P00002,S00053,570,0,0,570,False,
2023-01-02,P00002,S00053,570,0,0,570,False,
2023-01-03,P00002,S00053,570,0,0,570,False,
2023-01-04,P00002,S00053,570,0,0,570,False,
2023-01-05,P00002,S00053,570,0,0,570,False,
2023-01-06,P00002,S00053,570,0,0,570,False,
2023-01-07,P00002,S00053,570,0,0,570,False,
2023-01-08,P00002,S00053,570,0,0,570,False,
2023-01-09,P00002,S00053,570,0,0,570,False,
2023-01-10,P00002,S00053,570,0,0,570,False,
2023-01-11,P00002,S00053,570,0,0,570,False,
2023-01-12,P00002,S00053,570,0,0,570,False,
2023-01-13,P00002,S00053,570,0,0,570,False,
2023-01-14,P00002,S00053,570,0,0,570,False,
2023-01-15,P00002,S00053,570,0,0,570,False,
2023-01-16,P00002,S00053,570,0,0,570,False,
2023-01-17,P00002,S00053,570,0,0,570,False,
2023-01-18,P00002,S00053,570,0,0,570,False,
2023-01-19,P00002,S00053,570,0,0,570,False,
2023-01-20,P00002,S00053,570,0,0,570,False,
2023-01-21,P00002,S00053,570,0,0,570,False,
2023-01-22,P00002,S00053,570,0,0,570,False,
2023-01-23,P00002,S00053,570,0,0,570,False,
2023-01-24,P00002,S00053,570,0,0,570,False,
2023-01-25,P00002,S00053,570,0,0,570,False,
2023-01-26,P00002,S00053,570,0,0,570,False,
2023-01-27,P00002,S00053,570,0,0,570,False,
2023-01-28,P00002,S00053,570,0,0,570,False,
2023-01-29,P00002,S00053,570,0,0,570,False,
2023-01-30,P00002,S00053,570,0,0,570,False,
2023-01-31,P00002,S00053,570,0,0,570,False,
2023-02-01,P00002,S00053,570,0,0,570,False,
2023-02-02,P00002,S00053,570,0,0,570,False,
2023-02-03,P00002,S00053,570,0,0,570,False,
2023-02-04,P00002,S00053,570,0,0,570,False,
2023-02-05,P00002,S00053,570,0,0,570,False,
2023-02-06,P00002,S00053,570,0,0,570,False,
2023-02-07,P00002,S00053,570,0,0,570,False,
2023-02-08,P00002,S00053,570,0,0,570,False,
2023-02-09,P00002,S00053,570,0,0,570,False,
2023-02-10,P00002,S00053,570,0,0,570,False,
2023-02-11,P00002,S00053,570,0,0,570,False,
2023-02-12,P00002,S00053,570,0,0,570,False,
2023-02-13,P00002,S00053,570,0,0,570,False,
2023-02-14,P00002,S00053,570,0,0,570,False,
2023-02-15,P00002,S00053,570,0,0,570,False,
2023-02-16,P00002,S00053,570,0,0,570,False,
2023-02-17,P00002,S00053,570,0,0,570,False,
2023-02-18,P00002,S00053,570,0,0,570,False,
2023-02-19,P00002,S00053,570,0,0,570,False,
2023-02-20,P00002,S00053,570,0,0,570,False,
2023-02-21,P00002,S00053,570,0,0,570,False,
2023-02-22,P00002,S00053,570,0,0,570,False,
2023-02-23,P00002,S00053,570,0,0,570,False,
2023-02-24,P00002,S00053,570,0,0,570,False,
2023-02-25,P00002,S00053,570,0,0,570,False,
2023-02-26,P00002,S00053,570,0,0,570,False,
2023-02-27,P00002,S00053,570,0,0,570,False,
2023-02-28,P00002,S00053,570,0,0,570,False,
2023-03-01,P00002,S00053,570,0,0,570,False,
2023-03-02,P00002,S00053,570,0,0,570,False,
2023-03-03,P00002,S00053,570,0,0,570,False,
2023-03-04,P00002,S00053,570,0,0,570,False,
2023-03-05,P00002,S00053,570,0,0,570,False,
2023-03-06,P00002,S00053,570,0,0,570,False,
2023-03-07,P00002,S00053,570,0,0,570,False,
2023-03-08,P00002,S00053,570,0,0,570,False,
2023-03-09,P00002,S00053,570,0,0,570,False,
2023-03-10,P00002,S00053,570,0,0,570,False,
2023-03-11,P00002,S00053,570,0,0,570,False,
2023-03-12,P00002,S00053,570,0,0,570,False,
2023-03-13,P00002,S00053,570,0,0,570,False,
2023-03-14,P00002,S00053,570,0,0,570,False,
2023-03-15,P00002,S00053,570,0,0,570,False,
2023-03-16,P00002,S00053,570,0,0,570,False,
2023-03-17,P00002,S00053,570,0,0,570,False,
2023-03-18,P00002,S00053,570,0,0,570,False,
2023-03-19,P00002,S00053,570,0,0,570,False,
2023-03-20,P00002,S00053,570,0,0,570,False,
2023-03-21,P00002,S00053,570,0,0,570,False,
2023-03-22,P00002,S00053,570,0,0,570,False,
2023-03-23,P00002,S00053,570,0,0,570,False,
2023-03-24,P00002,S00053,570,0,0,570,False,
2023-03-25,P00002,S00053,570,0,0,570,False,
2023-03-26,P00002,S00053,570,0,0,570,False,
2023-03-27,P00002,S00053,570,0,0,570,False,
2023-03-28,P00002,S00053,570,0,0,570,False,
2023-03-29,P00002,S00053,570,0,0,570,False,
2023-03-30,P00002,S00053,570,0,0,570,False,
2023-03-31,P00002,S00053,570,0,0,570,False,
2023-01-01,P00002,S00177,400,0,0,400,False,
2023-01-02,P00002,S00177,400,0,0,400,False,
2023-01-03,P00002,S00177,400,0,0,400,False,
2023-01-04,P00002,S00177,400,0,0,400,False,
2023-01-05,P00002,S00177,400,0,0,400,False,
2023-01-06,P00002,S00177,400,0,0,400,False,
2023-01-07,P00002,S00177,400,0,0,400,False,
2023-01-08,P00002,S00177,400,0,0,400,False,
2023-01-09,P00002,S00177,400,0,0,400,False,
2023-01-10,P00002,S00177,400,0,0,400,False,
2023-01-11,P00002,S00177,400,0,0,400,False,
2023-01-12,P00002,S00177,400,0,0,400,False,
2023-01-13,P00002,S00177,400,0,0,400,False,
2023-01-14,P00002,S00177,400,0,0,400,False,
2023-01-15,P00002,S00177,400,0,0,400,False,
2023-01-16,P00002,S00177,400,0,0,400,False,
2023-01-17,P00002,S00177,400,0,0,400,False,
2023-01-18,P00002,S00177,400,0,0,400,False,
2023-01-19,P00002,S00177,400,0,0,400,False,
2023-01-20,P00002,S00177,400,0,0,400,False,
2023-01-21,P00002,S00177,400,0,0,400,False,
2023-01-22,P00002,S00177,400,0,0,400,False,
2023-01-23,P00002,S00177,400,0,0,400,False,
2023-01-24,P00002,S00177,400,0,0,400,False,
2023-01-25,P00002,S00177,400,0,0,400,False,
2023-01-26,P00002,S00177,400,0,0,400,False,
2023-01-27,P00002,S00177,400,0,0,400,False,
2023-01-28,P00002,S00177,400,0,0,400,False,
2023-01-29,P00002,S00177,400,0,0,400,False,
2023-01-30,P00002,S00177,400,0,0,400,False,
2023-01-31,P00002,S00177,400,0,0,400,False,
2023-02-01,P00002,S00177,400,0,0,400,False,
2023-02-02,P00002,S00177,400,0,0,400,False,
2023-02-03,P00002,S00177,400,0,0,400,False,
2023-02-04,P00002,S00177,400,0,0,400,False,
2023-02-05,P00002,S00177,400,0,0,400,False,
2023-02-06,P00002,S00177,400,0,0,400,False,
2023-02-07,P00002,S00177,400,0,0,400,False,
2023-02-08,P00002,S00177,400,0,0,400,False,
2023-02-09,P00002,S00177,400,0,0,400,False,
2023-02-10,P00002,S00177,400,0,0,400,False,
2023-02-11,P00002,S00177,400,0,0,400,False,
2023-02-12,P00002,S00177,400,0,0,400,False,
2023-02-13,P00002,S00177,400,0,0,400,False,
2023-02-14,P00002,S00177,400,0,0,400,False,
2023-02-15,P00002,S00177,400,0,0,400,False,
2023-02-16,P00002,S00177,400,0,0,400,False,
2023-02-17,P00002,S00177,400,0,0,400,False,
2023-02-18,P00002,S00177,400,0,0,400,False,
2023-02-19,P00002,S00177,400,0,0,400,False,
2023-02-20,P00002,S00177,400,0,0,400,False,
2023-02-21,P00002,S00177,400,0,0,400,False,
2023-02-22,P00002,S00177,400,0,0,400,False,
2023-02-23,P00002,S00177,400,0,0,400,False,
2023-02-24,P00002,S00177,400,0,0,400,False,
2023-02-25,P00002,S00177,400,0,0,400,False,
2023-02-26,P00002,S00177,400,0,0,400,False,
2023-02-27,P00002,S00177,400,0,0,400,False,
2023-02-28,P00002,S00177,400,0,0,400,False,
2023-03-01,P00002,S00177,400,0,0,400,False,
2023-03-02,P00002,S00177,400,0,0,400,False,
2023-03-03,P00002,S00177,400,0,0,400,False,
2023-03-04,P00002,S00177,400,0,0,400,False,
2023-03-05,P00002,S00177,400,0,0,400,False,
2023-03-06,P00002,S00177,400,0,0,400,False,
2023-03-07,P00002,S00177,400,0,0,400,False,
2023-03-08,P00002,S00177,400,0,0,400,False,
2023-03-09,P00002,S00177,400,0,0,400,False,
2023-03-10,P00002,S00177,400,0,0,400,False,
2023-03-11,P00002,S00177,400,0,0,400,False,
2023-03-12,P00002,S00177,400,0,0,400,False,
2023-03-13,P00002,S00177,400,0,0,400,False,
2023-03-14,P00002,S00177,400,0,0,400,False,
2023-03-15,P00002,S00177,400,0,0,400,False,
2023-03-16,P00002,S00177,400,0,0,400,False,
2023-03-17,P00002,S00177,400,0,0,400,False,
2023-03-18,P00002,S00177,400,0,0,400,False,
2023-03-19,P00002,S00177,400,0,0,400,False,
2023-03-20,P00002,S00177,400,0,0,400,False,
2023-03-21,P00002,S00177,400,0,0,400,False,
2023-03-22,P00002,S00177,400,0,0,400,False,
2023-03-23,P00002,S00177,400,0,0,400,False,
2023-03-24,P00002,S00177,400,0,0,400,False,
2023-03-25,P00002,S00177,400,0,0,400,False,
2023-03-26,P00002,S00177,400,0,0,400,False,
2023-03-27,P00002,S00177,400,0,0,400,False,
2023-03-28,P00002,S00177,400,0,0,400,False,
2023-03-29,P00002,S00177,400,0,0,400,False,
2023-03-30,P00002,S00177,400,0,0,400,False,
2023-03-31,P00002,S00177,400,0,0,400,False,
2023-01-01,P00002,S00117,439,0,0,439,False,
2023-01-02,P00002,S00117,439,0,0,439,False,
2023-01-03,P00002,S00117,439,0,0,439,False,
2023-01-04,P00002,S00117,439,0,0,439,False,
2023-01-05,P00002,S00117,439,0,0,439,False,
2023-01-06,P00002,S00117,439,0,0,439,False,
2023-01-07,P00002,S00117,439,0,0,439,False,
2023-01-08,P00002,S00117,439,0,0,439,False,
2023-01-09,P00002,S00117,439,0,0,439,False,
2023-01-10,P00002,S00117,439,0,0,439,False,
2023-01-11,P00002,S00117,439,0,0,439,False,
2023-01-12,P00002,S00117,439,0,0,439,False,
2023-01-13,P00002,S00117,439,0,0,439,False,
2023-01-14,P00002,S00117,439,0,0,439,False,
2023-01-15,P00002,S00117,439,0,0,439,False,
2023-01-16,P00002,S00117,439,0,0,439,False,
2023-01-17,P00002,S00117,439,0,0,439,False,
2023-01-18,P00002,S00117,439,0,0,439,False,
2023-01-19,P00002,S00117,439,0,0,439,False,
2023-01-20,P00002,S00117,439,0,0,439,False,
2023-01-21,P00002,S00117,439,0,0,439,False,
2023-01-22,P00002,S00117,439,0,0,439,False,
2023-01-23,P00002,S00117,439,0,0,439,False,
2023-01-24,P00002,S00117,439,0,0,439,False,
2023-01-25,P00002,S00117,439,0,0,439,False,
2023-01-26,P00002,S00117,439,0,0,439,False,
2023-01-27,P00002,S00117,439,0,0,439,False,
2023-01-28,P00002,S00117,439,0,0,439,False,
2023-01-29,P00002,S00117,439,0,0,439,False,
2023-01-30,P00002,S00117,439,0,0,439,False,
2023-01-31,P00002,S00117,439,0,0,439,False,
2023-02-01,P00002,S00117,439,0,0,439,False,
2023-02-02,P00002,S00117,439,0,0,439,False,
2023-02-03,P00002,S00117,439,0,0,439,False,
2023-02-04,P00002,S00117,439,0,0,439,False,
2023-02-05,P00002,S00117,439,0,0,439,False,
2023-02-06,P00002,S00117,439,0,0,439,False,
2023-02-07,P00002,S00117,439,0,0,439,False,
2023-02-08,P00002,S00117,439,0,0,439,False,
2023-02-09,P00002,S00117,439,0,0,439,False,
2023-02-10,P00002,S00117,439,0,0,439,False,
2023-02-11,P00002,S00117,439,0,0,439,False,
2023-02-12,P00002,S00117,439,0,0,439,False,
2023-02-13,P00002,S00117,439,0,0,439,False,
2023-02-14,P00002,S00117,439,0,0,439,False,
2023-02-15,P00002,S00117,439,0,0,439,False,
2023-02-16,P00002,S00117,439,0,0,439,False,
2023-02-17,P00002,S00117,439,0,0,439,False,
2023-02-18,P00002,S00117,439,0,0,439,False,
2023-02-19,P00002,S00117,439,0,0,439,False,
2023-02-20,P00002,S00117,439,0,0,439,False,
2023-02-21,P00002,S00117,439,0,0,439,False,
2023-02-22,P00002,S00117,439,0,0,439,False,
2023-02-23,P00002,S00117,439,0,0,439,False,
2023-02-24,P00002,S00117,439,0,0,439,False,
2023-02-25,P00002,S00117,439,0,0,439,False,
2023-02-26,P00002,S00117,439,0,0,439,False,
2023-02-27,P00002,S00117,439,0,0,439,False,
2023-02-28,P00002,S00117,439,0,0,439,False,
2023-03-01,P00002,S00117,439,0,0,439,False,
2023-03-02,P00002,S00117,439,0,0,439,False,
2023-03-03,P00002,S00117,439,0,0,439,False,
2023-03-04,P00002,S00117,439,0,0,439,False,
2023-03-05,P00002,S00117,439,0,0,439,False,
2023-03-06,P00002,S00117,439,0,0,439,False,
2023-03-07,P00002,S00117,439,0,0,439,False,
2023-03-08,P00002,S00117,439,0,0,439,False,
2023-03-09,P00002,S00117,439,0,0,439,False,
2023-03-10,P00002,S00117,439,0,0,439,False,
2023-03-11,P00002,S00117,439,0,0,439,False,
2023-03-12,P00002,S00117,439,0,0,439,False,
2023-03-13,P00002,S00117,439,0,0,439,False,
2023-03-14,P00002,S00117,439,0,0,439,False,
2023-03-15,P00002,S00117,439,0,0,439,False,
2023-03-16,P00002,S00117,439,0,0,439,False,
2023-03-17,P00002,S00117,439,0,0,439,False,
2023-03-18,P00002,S00117,439,0,0,439,False,
2023-03-19,P00002,S00117,439,0,0,439,False,
