period,product_id,store_id,units,revenue,cost,gross_profit,promo_days,stockout_days,days,avg_selling_price
2023-01,P00017,S00184,945,89912.75,70534.8,19377.95,21,0,31,96.17
2023-01,P00017,S00188,1493,156959.09,111437.52,45521.57,0,0,31,105.13
2023-01,P00017,S00189,2141,186994.66,159804.24,27190.42,11,0,31,96.79
2023-01,P00017,S00193,805,87125.15000000001,60085.2,27039.95,0,0,31,108.23
2023-01,P00018,S00006,822,90789.9,56208.36,34581.54,0,0,31,110.45
2023-01,P00018,S00012,1247,139177.67,85269.86,53907.81,0,0,31,111.61
2023-01,P00018,S00021,3883,405571.18,265519.54,140051.64,18,0,31,105.67
2023-01,P00018,S00036,1524,165856.92,104211.12,61645.8,0,0,31,108.83
2023-01,P00018,S00044,750,82395.0,51285.0,31110.0,0,0,31,109.86
2023-01,P00018,S00051,1360,149708.8,92996.8,56712.0,0,0,31,110.08
2023-01,P00018,S00062,2216,251848.4,151530.08,100318.31999999999,0,0,31,113.65
2023-01,P00018,S00070,1389,152678.88,94979.82,57699.06,0,1,31,109.92
2023-01,P00018,S00072,2464,216273.32,168488.32,47785.0,24,0,31,89.5
2023-01,P00018,S00076,651,74624.13,44515.38,30108.75,0,0,31,114.63
2023-01,P00018,S00077,2622,295079.88,179292.36,115787.52,0,2,31,112.54
2023-01,P00018,S00078,425,47434.25,29061.5,18372.75,0,0,31,111.61
2023-01,P00018,S00099,2334,218185.77,159598.92,58586.85,15,2,31,96.53
2023-01,P00018,S00109,846,89127.9,57849.479999999996,31278.42,2,0,31,107.77
2023-01,P00018,S00131,1199,118440.85,81987.62,36453.23,16,0,31,99.48
2023-01,P00018,S00135,4627,403692.45,316394.26,87298.19,15,0,31,96.96
2023-01,P00018,S00136,2684,242584.37,183531.92,59052.450000000004,12,2,31,98.65
2023-01,P00018,S00144,2219,247107.84,151735.22,95372.62,0,0,31,111.36
2023-01,P00018,S00147,1014,117015.6,69337.32,47678.28,0,0,31,115.4
2023-01,P00018,S00158,1937,215297.55,132452.06,82845.49,0,0,31,111.15
2023-01,P00018,S00163,3914,329777.54,267639.32,62138.22,12,0,31,95.75
2023-01,P00018,S00185,1261,136077.76,86227.18000000001,49850.58,13,0,31,108.34
2023-01,P00018,S00188,1720,199554.4,117613.6,81940.8,0,0,31,116.02
2023-01,P00018,S00200,1211,131526.71,82808.18,48718.53,0,5,31,108.61
2023-01,P00019,S00012,5260,581736.72,355207.8,226528.92,11,1,31,116.41
2023-01,P00019,S00019,4921,575935.86,332315.13,243620.73,20,0,31,118.67
2023-01,P00019,S00023,7053,789320.49,476289.09,313031.4,7,0,31,113.42
2023-01,P00019,S00049,1741,212941.71,117569.73,95371.98,0,0,31,122.31
2023-01,P00019,S00071,4135,486400.05,279236.55,207163.5,0,0,31,117.63
2023-01,P00019,S00074,1612,175832.54,108858.36,66974.18,14,5,31,112.25
2023-01,P00019,S00077,6466,816073.86,436648.98,379424.88,0,1,31,126.21
2023-01,P00019,S00082,7656,930357.12,517009.68,413347.44,0,0,31,121.52
2023-01,P00019,S00086,4260,510348.0,287677.8,222670.2,0,1,31,119.8
2023-01,P00019,S00095,1498,180314.26,101159.94,79154.32,0,1,31,120.37
2023-01,P00019,S00108,5060,591261.0,341701.8,249559.2,0,0,31,116.85
2023-01,P00019,S00115,8186,1063770.7,552800.58,510970.12,0,0,31,129.95
2023-01,P00019,S00119,3157,374009.79,213192.21,160817.58,0,0,31,118.47
2023-01,P00019,S00121,1589,192396.12,107305.17,85090.95,0,0,31,121.08
2023-01,P00019,S00139,6692,833689.36,451910.76,381778.6,0,1,31,124.58
2023-01,P00019,S00144,6103,759213.2,412135.58999999997,347077.61,0,0,31,124.4
2023-01,P00019,S00158,4306,543417.2,290784.18,252633.02,0,0,31,126.2
2023-01,P00019,S00187,5921,676519.38,399845.13,276674.25,20,5,31,115.35
2023-01,P00020,S00003,3386,341552.86,257065.12,84487.73999999999,15,2,31,108.09
2023-01,P00020,S00018,461,58325.72,34999.12,23326.6,0,0,31,126.52
2023-01,P00020,S00047,1434,180827.4,108869.28,71958.12,0,0,31,126.1
2023-01,P00020,S00056,1756,198323.68,133315.52,65008.16,9,0,31,118.69
2023-01,P00020,S00062,1149,143556.06,87232.08,56323.98,0,6,31,124.94
2023-01,P00020,S00068,1486,186902.57,112817.12,74085.45,2,1,31,126.86
2023-01,P00020,S00082,2667,285547.01,202478.64,83068.37,12,0,31,115.65
2023-01,P00020,S00117,720,88934.4,54662.4,34272.0,0,0,31,123.52
2023-01,P00020,S00133,880,108208.2,66809.6,41398.6,7,1,31,125.65
2023-01,P00020,S00135,2013,225719.41,152826.96,72892.45,7,0,31,124.09
2023-01,P00020,S00148,1299,158153.25,98620.08,59533.17,0,3,31,121.75
2023-01,P00020,S00173,848,106508.8,64380.16,42128.64,0,3,31,125.6
2023-01,P00020,S00181,796,103758.6,60432.32,43326.28,0,0,31,130.35
2023-01,P00020,S00200,725,90458.25,55042.0,35416.25,0,2,31,124.77
2023-01,P00021,S00001,1015,94403.27,61732.3,32670.97,5,0,31,97.11
2023-01,P00021,S00018,688,71524.48,41844.16,29680.32,0,0,31,103.96
2023-01,P00021,S00023,2191,220370.78,133256.62,87114.16,0,0,31,100.58
2023-01,P00021,S00024,2293,240031.24,139460.26,100570.98,0,1,31,104.68
2023-01,P00021,S00029,1437,146444.67,87398.34,59046.33,0,0,31,101.91
2023-01,P00021,S00036,1269,133892.19,77180.58,56711.61,0,5,31,105.51
2023-01,P00021,S00051,1287,124927.27,78275.34,46651.93,7,1,31,98.03
2023-01,P00021,S00062,2281,219487.77,138730.42,80757.35,10,2,31,96.78
2023-01,P00021,S00077,2261,229084.52,137514.02,91570.5,0,3,31,101.32
2023-01,P00021,S00081,2016,207889.92,122613.12,85276.8,0,1,31,103.12
2023-01,P00021,S00082,2691,278141.76,163666.62,114475.14,0,0,31,103.36
2023-01,P00021,S00088,782,74187.88,47561.24,26626.64,8,6,31,96.94
2023-01,P00021,S00106,585,59933.25,35579.7,24353.55,0,0,31,102.45
2023-01,P00021,S00107,300,29847.0,18246.0,11601.0,0,0,31,99.49
2023-01,P00021,S00108,1892,194421.92,115071.44,79350.48,0,6,31,102.76
2023-01,P00021,S00126,5143,440641.23,312797.26,127843.97,11,0,31,94.16
2023-01,P00021,S00127,1450,152569.0,88189.0,64380.0,0,0,31,105.22
2023-01,P00021,S00130,2788,289422.28,169566.16,119856.12,0,0,31,103.81
2023-01,P00021,S00135,2186,214840.08,132952.52,81887.56,0,0,31,98.28
2023-01,P00021,S00138,677,64531.08,41175.14,23355.94,13,0,31,96.98
2023-01,P00021,S00140,1194,97490.62,72619.08,24871.54,17,6,31,84.79
2023-01,P00021,S00163,2730,264006.3,166038.6,97967.7,9,0,31,100.19
2023-01,P00021,S00174,2152,220493.92,130884.64,89609.28,0,0,31,102.46
2023-01,P00021,S00186,1086,106441.87,66050.52,40391.35,3,2,31,99.59
2023-01,P00021,S00193,994,100324.42,60455.08,39869.340000000004,0,0,31,100.93
2023-01,P00021,S00200,1371,135235.44,83384.22,51851.22,0,0,31,98.64
2023-01,P00022,S00024,4757,239018.41,148894.1,90124.31,9,3,31,52.06
2023-01,P00022,S00030,2691,142165.53,84228.3,57937.23,0,2,31,52.83
2023-01,P00022,S00038,2062,84845.14,64540.6,20304.54,17,0,31,44.42
2023-01,P00022,S00039,2252,119873.95999999999,70487.6,49386.36,0,0,31,53.23
2023-01,P00022,S00047,4403,248593.38,137813.9,110779.48,0,0,31,56.46
2023-01,P00022,S00055,2804,151359.91999999998,87765.2,63594.72,0,0,31,53.98
2023-01,P00022,S00082,8541,372773.9,267333.3,105440.6,24,1,31,44.77
2023-01,P00022,S00084,887,48689.89,27763.1,20926.79,0,0,31,54.88
2023-01,P00022,S00086,2151,121101.3,67326.3,53775.0,0,5,31,56.3
2023-01,P00022,S00102,2645,120711.12,82788.5,37922.62,12,2,31,48.28
2023-01,P00022,S00106,965,52756.55,30204.5,22552.05,0,0,31,54.67
2023-01,P00022,S00108,3865,203840.1,120974.5,82865.6,0,0,31,52.74
2023-01,P00022,S00109,1717,94400.66,53742.1,40658.56,0,0,31,54.98
2023-01,P00022,S00111,2788,107657.1,87264.40000000001,20392.7,15,2,31,44.13
2023-01,P00022,S00113,4372,217148.47999999998,136843.6,80304.88,17,1,31,50.49
2023-01,P00022,S00120,915,50260.95,28639.5,21621.45,0,0,31,54.93
2023-01,P00022,S00126,6305,309638.87,197346.5,112292.37,8,4,31,52.96
2023-01,P00022,S00127,2642,143407.76,82694.6,60713.159999999996,0,0,31,54.28
2023-01,P00022,S00128,1397,78343.76,43726.1,34617.66,0,6,31,56.08
2023-01,P00022,S00129,2153,97520.18,67388.9,30131.28,18,1,31,46.41
2023-01,P00022,S00142,688,37564.8,21534.4,16030.4,0,1,31,54.6
2023-01,P00022,S00147,1974,109280.64,61786.200000000004,47494.44,0,0,31,55.36
2023-01,P00022,S00151,2614,140554.78,81818.2,58736.58,0,0,31,53.77
2023-01,P00022,S00158,3162,177704.4,98970.6,78733.8,0,0,31,56.2
2023-01,P00022,S00163,4198,209170.22,131397.4,77772.81999999999,8,0,31,50.45
2023-01,P00022,S00174,3826,206412.7,119753.8,86658.9,0,0,31,53.95
2023-01,P00022,S00195,2906,155544.4,90957.8,64586.600000000006,14,0,31,54.05
2023-01,P00022,S00199,508,26484.76,15900.4,10584.36,9,0,31,51.62
2023-01,P00023,S00003,3532,277313.18,177871.52000000002,99441.66,9,0,31,80.66
2023-01,P00023,S00015,2518,228458.14,126806.48,101651.66,0,0,31,90.73
2023-01,P00023,S00026,1915,169573.25,96439.4,73133.85,0,0,31,88.55
2023-01,P00023,S00034,1878,177226.86,94576.08,82650.78,0,0,31,94.37
2023-01,P00023,S00081,1609,145421.42,81029.24,64392.18,0,2,31,90.38
2023-01,P00023,S00092,1785,153923.07,89892.6,64030.47,10,1,31,86.64
2023-01,P00023,S00119,1175,101390.75,59173.0,42217.75,0,1,31,86.29
2023-01,P00023,S00121,727,63474.369999999995,36611.72,26862.65,0,0,31,87.31
2023-01,P00023,S00141,1129,106001.81,56856.44,49145.37,0,0,31,93.89
2023-01,P00023,S00173,1433,117939.41,72165.88,45773.53,6,0,31,84.41
2023-01,P00024,S00018,618,72658.26,38618.82,34039.44,0,3,31,117.57
2023-01,P00024,S00021,1987,228047.99,124167.63,103880.36,0,5,31,114.77
2023-01,P00024,S00022,1216,137456.64,75987.84,61468.799999999996,0,0,31,113.04
2023-01,P00024,S00023,1944,217067.04,121480.56,95586.48,0,0,31,111.66
2023-01,P00024,S00026,1547,173264.0,96672.03,76591.97,0,2,31,112.0
2023-01,P00024,S00037,1368,153539.12,85486.32,68052.8,2,0,31,116.79
2023-01,P00024,S00049,749,74583.03,46805.01,27778.02,16,0,31,101.22
2023-01,P00024,S00076,663,76515.49,41430.87,35084.62,5,2,31,115.6
2023-01,P00024,S00086,1372,155584.80000000002,85736.28,69848.52,0,2,31,113.4
2023-01,P00024,S00139,2923,267184.82,182658.27,84526.55,12,1,31,99.08
2023-01,P00024,S00150,367,40905.82,22933.83,17971.989999999998,0,3,31,111.46
2023-01,P00024,S00152,976,88732.16,60990.24,27741.92,13,8,31,95.41
2023-01,P00024,S00157,1300,144261.0,81237.0,63024.0,0,0,31,110.97
2023-01,P00024,S00185,918,106588.98,57365.82,49223.16,0,3,31,116.11
2023-01,P00024,S00189,1745,194318.92,109045.05,85273.87,5,0,31,112.93
2023-01,P00025,S00024,3919,429914.3,270450.19,159464.11,0,0,31,109.7
2023-01,P00025,S00028,1235,127242.05,85227.35,42014.700000000004,0,0,31,103.03
2023-01,P00025,S00034,3856,423581.6,266102.56,157479.04,0,0,31,109.85
2023-01,P00025,S00052,2336,250255.68,161207.36,89048.32,0,0,31,107.13
2023-01,P00025,S00070,4732,434719.5,326555.32,108164.18,21,0,31,94.03
2023-01,P00025,S00102,2680,254097.9,184946.8,69151.1,7,0,31,99.94
2023-01,P00025,S00124,2636,267580.36,181910.36000000002,85670.0,0,5,31,101.51
2023-01,P00025,S00126,5422,587311.04,374172.22000000003,213138.82,0,0,31,108.32
2023-01,P00025,S00148,4618,441888.37,318688.18,123200.19,12,0,31,97.51
2023-01,P00025,S00153,569,57252.78,39266.69,17986.09,0,1,31,100.62
2023-01,P00025,S00173,2469,247334.85,170385.69,76949.16,13,5,31,100.15
2023-01,P00025,S00187,2847,314394.21,196471.47,117922.74,0,2,31,110.43
2023-01,P00026,S00001,463,8880.34,5759.72,3120.62,0,0,31,19.18
2023-01,P00026,S00004,274,5455.34,3408.56,2046.78,0,5,31,19.91
2023-01,P00026,S00008,222,3733.8,2761.68,972.12,10,3,31,17.44
2023-01,P00026,S00015,1209,23382.06,15039.96,8342.1,0,0,31,19.34
2023-01,P00026,S00024,1300,26052.0,16172.0,9880.0,0,0,31,20.04
2023-01,P00026,S00026,1109,20150.21,13795.960000000001,6354.25,7,1,31,18.3
2023-01,P00026,S00034,2044,36445.44,25427.36,11018.08,13,1,31,18.7
2023-01,P00026,S00036,816,15650.880000000001,10151.039999999999,5499.84,0,0,31,19.18
2023-01,P00026,S00046,487,9360.14,6058.28,3301.86,0,2,31,19.22
2023-01,P00026,S00051,849,16844.16,10561.56,6282.6,0,1,31,19.84
2023-01,P00026,S00056,1247,22290.22,15512.68,6777.54,18,4,31,18.03
2023-01,P00026,S00068,1116,22476.239999999998,13883.04,8593.2,0,4,31,20.14
2023-01,P00026,S00070,907,17822.55,11283.08,6539.47,0,4,31,19.65
2023-01,P00026,S00075,1055,18079.95,13124.199999999999,4955.75,8,0,31,17.51
2023-01,P00026,S00085,972,17267.82,12091.68,5176.14,4,2,31,18.21
2023-01,P00026,S00092,1092,20606.04,13584.48,7021.56,0,0,31,18.87
2023-01,P00026,S00108,1680,29310.19,20899.2,8410.99,14,1,31,17.86
2023-01,P00026,S00131,662,12730.26,8235.28,4494.98,0,1,31,19.23
2023-01,P00026,S00144,1313,25918.62,16333.72,9584.9,0,0,31,19.74
2023-01,P00026,S00148,1344,25697.28,16719.36,8977.92,0,0,31,19.12
2023-01,P00026,S00156,557,10359.97,6929.08,3430.89,8,0,31,18.6
2023-01,P00026,S00172,1271,23260.93,15811.24,7449.69,11,0,31,18.53
2023-01,P00026,S00177,487,9535.46,6058.28,3477.18,0,0,31,19.58
2023-01,P00026,S00189,1041,18083.51,12950.039999999999,5133.47,16,5,31,17.61
2023-01,P00026,S00194,1122,21688.26,13957.68,7730.58,0,1,31,19.33
2023-01,P00026,S00195,624,12286.56,7762.56,4524.0,0,1,31,19.69
2023-01,P00026,S00199,155,2859.75,1928.2,931.55,0,0,31,18.45
2023-01,P00027,S00001,568,50279.36,35022.88,15256.48,0,4,31,88.52
2023-01,P00027,S00011,1159,102183.27,71463.94,30719.329999999998,5,1,31,90.05
2023-01,P00027,S00022,1064,91408.24,65606.24,25802.0,0,0,31,85.91
2023-01,P00027,S00023,2216,179086.78,136638.56,42448.22,8,0,31,83.25
2023-01,P00027,S00035,337,30623.190000000002,20779.420000000002,9843.77,0,5,31,90.87
2023-01,P00027,S00046,667,60296.8,41127.22,19169.58,0,0,31,90.4
2023-01,P00027,S00048,805,74180.75,49636.3,24544.45,0,0,31,92.15
2023-01,P00027,S00049,368,34790.72,22690.88,12099.84,0,0,31,94.54
2023-01,P00027,S00056,1457,131319.41,89838.62,41480.79,0,0,31,90.13
2023-01,P00027,S00067,560,50629.6,34529.6,16100.0,0,0,31,90.41
2023-01,P00027,S00071,903,80367.0,55678.98,24688.02,0,0,31,89.0
2023-01,P00027,S00073,273,24974.04,16833.18,8140.86,0,0,31,91.48
2023-01,P00027,S00075,1001,94033.94,61721.66,32312.28,0,0,31,93.94
2023-01,P00027,S00126,4809,335659.16,296522.94,39136.22,11,1,31,83.05
2023-01,P00027,S00128,553,51959.520000000004,34097.98,17861.54,7,3,31,94.34
2023-01,P00027,S00130,1704,164810.88,105068.64,59742.24,0,0,31,96.72
2023-01,P00027,S00133,923,78880.20999999999,56912.18,21968.03,5,2,31,87.99
2023-01,P00027,S00134,191,16979.899999999998,11777.06,5202.84,0,1,31,88.9
2023-01,P00027,S00141,794,73961.1,48958.04,25003.06,0,0,31,93.15
2023-01,P00027,S00145,1556,141798.28,95942.96,45855.32,0,0,31,91.13
2023-01,P00027,S00152,623,53783.59,38414.18,15369.41,0,0,31,86.33
2023-01,P00027,S00162,919,76871.71,56665.54,20206.170000000002,8,0,31,85.3
2023-01,P00027,S00187,1362,113501.64,83980.92,29520.72,6,0,31,87.68
2023-01,P00027,S00192,910,84548.1,56110.6,28437.5,0,0,31,92.91
2023-01,P00027,S00194,2129,162600.5,131274.13999999998,31326.36,15,2,31,81.12
2023-01,P00028,S00001,1266,65262.299999999996,46449.54,18812.760000000002,0,0,31,51.55
2023-01,P00028,S00015,2579,135397.5,94623.51,40773.99,0,7,31,52.5
2023-01,P00028,S00023,3881,204877.99,142393.89,62484.1,0,0,31,52.79
2023-01,P00028,S00068,3470,185575.6,127314.3,58261.3,0,0,31,53.48
2023-01,P00028,S00070,2516,133046.08,92312.04000000001,40734.04,0,1,31,52.88
2023-01,P00028,S00077,4488,245134.56,164664.72,80469.84,0,0,31,54.62
2023-01,P00028,S00092,3030,158741.7,111170.7,47571.0,0,0,31,52.39
2023-01,P00028,S00117,2040,107406.0,74847.6,32558.4,0,0,31,52.65
2023-01,P00028,S00144,3683,203890.88,135129.27,68761.61,0,0,31,55.36
2023-01,P00028,S00169,2281,123721.44,83689.89,40031.55,0,0,31,54.24
2023-01,P00028,S00195,1806,99889.86,66262.14,33627.72,0,0,31,55.31
2023-01,P00029,S00003,1902,183828.3,113264.09999999999,70564.2,0,0,31,96.65
2023-01,P00029,S00019,1316,104161.57,78367.8,25793.77,20,0,31,83.11
2023-01,P00029,S00021,1540,153630.4,91707.0,61923.4,0,0,31,99.76
2023-01,P00029,S00023,1295,124203.45,77117.25,47086.2,0,0,31,95.91
2023-01,P00029,S00068,1196,114062.52,71221.8,42840.72,0,0,31,95.37
2023-01,P00029,S00069,749,75296.97,44602.950000000004,30694.02,0,2,31,100.53
2023-01,P00029,S00086,880,87287.2,52404.0,34883.2,0,0,31,99.19
2023-01,P00029,S00099,1457,101620.65,86764.35,14856.3,13,0,31,77.84
2023-01,P00029,S00108,1123,102316.53,66874.65,35441.88,0,2,31,91.11
2023-01,P00029,S00125,262,26289.08,15602.1,10686.98,0,0,31,100.34
2023-01,P00029,S00127,796,77968.2,47401.8,30566.4,0,2,31,97.95
2023-01,P00029,S00130,1977,191784.87,117730.35,74054.52,9,0,31,98.12
2023-01,P00029,S00131,833,72845.55,49605.15,23240.4,9,4,31,89.63
2023-01,P00029,S00135,1425,141924.34,84858.75,57065.590000000004,1,0,31,99.49
2023-01,P00029,S00138,314,30527.08,18698.7,11828.38,0,0,31,97.22
2023-01,P00029,S00139,2160,171793.24,128628.0,43165.24,17,3,31,83.46
2023-01,P00029,S00159,292,25751.28,17388.6,8362.68,13,7,31,88.74
2023-01,P00029,S00162,753,71150.97,44841.15,26309.82,0,0,31,94.49
2023-01,P00029,S00163,1047,103485.48,62348.85,41136.63,0,3,31,98.84
2023-01,P00029,S00189,977,100631.0,58180.35,42450.65,0,0,31,103.0
2023-01,P00029,S00200,750,70852.5,44662.5,26190.0,0,1,31,94.47
2023-01,P00030,S00003,1438,127953.24,89745.58,38207.659999999996,0,0,31,88.98
2023-01,P00030,S00012,655,62179.15,40878.55,21300.6,0,0,31,94.93
2023-01,P00030,S00023,1955,133908.9,122011.55,11897.35,14,3,31,76.81
2023-01,P00030,S00028,336,29967.84,20969.760000000002,8998.08,0,3,31,89.19
2023-01,P00030,S00030,899,80460.5,56106.59,24353.91,0,0,31,89.5
2023-01,P00030,S00038,401,36346.64,25026.41,11320.23,0,0,31,90.64
2023-01,P00030,S00043,1213,110670.46,75703.33,34967.13,1,0,31,91.27
2023-01,P00030,S00069,721,63259.8,44997.61,18262.19,8,0,31,88.3
2023-01,P00030,S00070,779,73116.94,48617.39,24499.55,0,0,31,93.86
2023-01,P00030,S00071,636,57621.6,39692.76,17928.84,0,0,31,90.6
2023-01,P00030,S00075,745,66334.8,46495.45,19839.35,0,0,31,89.04
2023-01,P00030,S00077,996,94341.12,62160.36,32180.76,0,2,31,94.72
2023-01,P00030,S00119,551,48173.93,34387.91,13786.02,0,0,31,87.43
2023-01,P00030,S00120,238,18485.4,14853.58,3631.82,6,4,31,81.05
2023-01,P00030,S00122,163,14927.54,10172.83,4754.71,0,0,31,91.58
2023-01,P00030,S00123,279,22796.36,17412.39,5383.97,16,0,31,83.76
2023-01,P00030,S00126,1621,147705.52,101166.61,46538.909999999996,0,0,31,91.12
2023-01,P00030,S00149,466,41814.18,29083.06,12731.12,0,1,31,89.73
2023-01,P00030,S00158,871,77404.19,54359.11,23045.08,6,2,31,90.43
2023-01,P00030,S00162,946,70089.09,59039.86,11049.23,18,0,31,77.05
2023-01,P00030,S00184,407,34953.05,25400.87,9552.18,20,9,31,86.25
2023-01,P00030,S00187,1411,115103.22,88060.51,27042.71,16,0,31,84.4
2023-01,P00030,S00189,804,74144.88,50177.64,23967.24,0,0,31,92.22
2023-01,P00031,S00003,6850,862689.0,486144.5,376544.5,0,0,31,125.94
2023-01,P00031,S00011,6554,679027.86,465137.38,213890.48,10,0,31,112.91
2023-01,P00031,S00017,3224,327551.6,228807.28,98744.32,13,10,31,113.8
2023-01,P00031,S00030,4324,565579.2,306874.28,258704.92,0,0,31,130.8
2023-01,P00031,S00033,3034,378855.58,215322.98,163532.6,0,0,31,124.87
2023-01,P00031,S00035,1705,216824.85,121003.85,95821.0,0,1,31,127.17
2023-01,P00031,S00055,3383,464891.86,240091.51,224800.35,0,0,31,137.42
2023-01,P00031,S00070,5380,707613.01,381818.6,325794.41,12,0,31,132.28
2023-01,P00031,S00072,2758,358402.1,195735.26,162666.84,0,6,31,129.95
2023-01,P00031,S00073,930,122955.3,66002.1,56953.2,0,1,31,132.21
2023-01,P00031,S00091,718,94761.64,50956.46,43805.18,0,0,31,131.98
2023-01,P00031,S00111,1757,225375.79,124694.29,100681.5,2,0,31,128.22
2023-01,P00031,S00124,5565,642679.35,394948.05,247731.3,5,1,31,120.87
2023-01,P00031,S00126,8257,1088107.46,585999.29,502108.17,0,0,31,131.78
2023-01,P00031,S00138,1461,187256.37,103687.17,83569.2,0,0,31,128.17
2023-01,P00031,S00140,2002,245505.26,142081.94,103423.31999999999,0,0,31,122.63
2023-01,P00031,S00147,2076,271353.96,147333.72,124020.24,0,0,31,130.71
2023-01,P00031,S00148,5242,678891.42,372024.74,306866.68,0,0,31,129.51
2023-01,P00031,S00150,1374,176778.84,97512.78,79266.06,0,1,31,128.66
2023-01,P00031,S00158,4647,606108.21,329797.59,276310.62,0,0,31,130.43
2023-01,P00031,S00160,1814,231502.68,128739.58,102763.1,0,0,31,127.62
2023-01,P00031,S00162,2911,373248.42,206593.67,166654.75,0,0,31,128.22
2023-01,P00031,S00164,2975,356010.6,211135.75,144874.85,20,0,31,122.52
2023-01,P00031,S00174,5340,715720.2,378979.8,336740.4,0,0,31,134.03
2023-01,P00031,S00187,4290,568081.8,304461.3,263620.5,0,4,31,132.42
2023-01,P00032,S00003,3720,241986.0,171678.0,70308.0,0,0,31,65.05
2023-01,P00032,S00008,292,18291.41,13475.8,4815.61,0,0,31,62.65
2023-01,P00032,S00019,1485,106236.9,68532.75,37704.15,0,0,31,71.54
2023-01,P00032,S00022,1566,100490.22,72270.9,28219.32,0,0,31,64.17
2023-01,P00032,S00024,2621,172121.07,120959.15,51161.92,0,0,31,65.67
2023-01,P00032,S00027,1823,108043.19,84131.45,23911.74,15,5,31,60.2
2023-01,P00032,S00029,2319,124949.67,107021.85,17927.82,14,2,31,57.02
2023-01,P00032,S00034,2422,166028.1,111775.3,54252.8,0,2,31,68.55
2023-01,P00032,S00036,1728,114549.12,79747.2,34801.92,0,0,31,66.29
2023-01,P00032,S00043,2821,184183.09,130189.15000000001,53993.94,0,0,31,65.29
2023-01,P00032,S00065,391,25090.26,18044.65,7045.610000000001,7,4,31,65.31
2023-01,P00032,S00067,821,53988.96,37889.15,16099.81,0,4,31,65.76
2023-01,P00032,S00086,1899,110888.48999999999,87638.84999999999,23249.64,13,1,31,59.65
2023-01,P00032,S00089,1501,89717.33,69271.15,20446.18,7,2,31,61.25
2023-01,P00032,S00092,2870,159487.74,132450.5,27037.24,8,1,31,60.15
2023-01,P00032,S00100,1675,116027.25,77301.25,38726.0,0,0,31,69.27
2023-01,P00032,S00105,2415,157593.85,111452.25,46141.6,11,0,31,65.94
2023-01,P00032,S00114,1099,55316.17,50718.85,4597.32,21,2,31,52.43
2023-01,P00032,S00130,3209,216694.32,148095.35,68598.97,3,0,31,67.75
2023-01,P00032,S00139,2388,153906.6,110206.2,43700.4,0,2,31,64.45
2023-01,P00032,S00147,1169,77002.03,53949.35,23052.68,0,0,31,65.87
2023-01,P00032,S00149,1021,67620.83,47119.15,20501.68,0,0,31,66.23
2023-01,P00032,S00163,2204,141715.62,101714.6,40001.02,13,0,31,64.46
2023-01,P00032,S00172,2560,140580.6,118144.0,22436.6,9,1,31,59.1
2023-01,P00032,S00174,2052,140028.48,94699.8,45328.68,0,0,31,68.24
2023-01,P00032,S00188,4065,203020.36,187599.75,15420.61,20,0,31,53.88
2023-01,P00033,S00003,2040,89515.2,59976.0,29539.2,0,1,31,43.88
2023-01,P00033,S00018,405,18087.3,11907.0,6180.3,0,0,31,44.66
2023-01,P00033,S00022,927,39925.89,27253.8,12672.09,0,0,31,43.07
2023-01,P00033,S00024,1610,74993.8,47334.0,27659.8,0,0,31,46.58
2023-01,P00033,S00039,758,32578.84,22285.2,10293.640000000001,0,1,31,42.98
2023-01,P00033,S00051,1162,50965.32,34162.8,16802.52,0,0,31,43.86
2023-01,P00033,S00055,964,42637.72,28341.6,14296.12,0,0,31,44.23
2023-01,P00033,S00101,794,33722.9,23343.6,10379.3,18,0,31,42.5
2023-01,P00033,S00117,789,34487.19,23196.6,11290.59,0,1,31,43.71
2023-01,P00033,S00137,776,25288.02,22814.4,2473.62,12,0,31,37.74
2023-01,P00033,S00141,852,37777.68,25048.8,12728.88,0,0,31,44.34
2023-01,P00033,S00150,675,23494.23,19845.0,3649.23,11,0,31,38.72
2023-01,P00033,S00185,917,42402.08,26959.8,15442.28,0,0,31,46.24
2023-01,P00034,S00011,1887,83828.55,64969.409999999996,18859.14,7,0,31,45.8
2023-01,P00034,S00074,513,25460.19,17662.59,7797.6,0,0,31,49.63
2023-01,P00034,S00115,2976,147520.32,102463.68000000001,45056.64,0,3,31,49.57
2023-01,P00034,S00131,1373,65835.35,47272.39,18562.96,0,0,31,47.95
2023-01,P00034,S00158,3422,141002.2,117819.45999999999,23182.739999999998,19,0,31,43.72
2023-01,P00034,S00172,1610,79872.1,55432.299999999996,24439.8,0,1,31,49.61
2023-01,P00034,S00183,710,36565.0,24445.3,12119.7,0,2,31,51.5
2023-01,P00034,S00195,1721,75988.56999999999,59254.03,16734.54,18,0,31,44.63
2023-01,P00035,S00034,8584,1028620.72,676676.72,351944.0,0,0,31,119.83
2023-01,P00035,S00043,9816,1136136.1,773795.28,362340.82,12,0,31,116.3
2023-01,P00035,S00047,8640,1058313.6,681091.2,377222.4,0,1,31,122.49
2023-01,P00035,S00056,7147,845990.39,563398.01,282592.38,0,0,31,118.37
2023-01,P00035,S00070,4733,581165.07,373102.39,208062.68,0,0,31,122.79
2023-01,P00035,S00075,6203,697939.87,488982.49,208957.38,11,2,31,113.03
2023-01,P00035,S00077,8481,1038159.21,668557.23,369601.98,0,3,31,122.41
2023-01,P00035,S00085,5378,669292.1,423947.74,245344.36,0,0,31,124.45
