date,product_id,store_id,channel,units,regular_price,selling_price,discount_percentage,revenue,cost,gross_profit,promotion_id,promotion_flag,inventory_available,stockout_flag
2023-02-28,P00001,S00117,E-commerce,41,99.58,99.58,0.0,4082.78,2897.06,1185.72,,False,525,False
2023-03-01,P00001,S00117,E-commerce,76,99.58,99.58,0.0,7568.08,5370.16,2197.92,,False,484,False
2023-03-02,P00001,S00117,E-commerce,141,99.58,99.58,0.0,14040.78,9963.06,4077.72,,False,408,False
2023-03-03,P00001,S00117,E-commerce,67,99.58,99.58,0.0,6671.86,4734.22,1937.64,,False,267,False
2023-03-04,P00001,S00117,E-commerce,166,99.58,99.58,0.0,16530.28,11729.56,4800.72,,False,200,False
2023-03-05,P00001,S00117,E-commerce,34,99.58,99.58,0.0,3385.72,2402.44,983.28,,False,34,True
2023-03-06,P00001,S00117,E-commerce,27,99.58,99.58,0.0,2688.66,1907.82,780.84,,False,1152,False
2023-03-07,P00001,S00117,E-commerce,240,99.58,99.58,0.0,23899.2,16958.4,6940.8,,False,1125,False
2023-03-08,P00001,S00117,E-commerce,18,99.58,99.58,0.0,1792.44,1271.88,520.56,,False,885,False
2023-03-09,P00001,S00117,E-commerce,29,99.58,99.58,0.0,2887.82,2049.14,838.68,,False,867,False
2023-03-10,P00001,S00117,E-commerce,17,99.58,99.58,0.0,1692.86,1201.22,491.64,,False,838,False
2023-03-11,P00001,S00117,E-commerce,246,99.58,99.58,0.0,24496.68,17382.36,7114.32,,False,821,False
2023-03-12,P00001,S00117,E-commerce,33,99.58,99.58,0.0,3286.14,2331.78,954.36,,False,575,False
2023-03-13,P00001,S00117,E-commerce,26,99.58,99.58,0.0,2589.08,1837.16,751.92,,False,542,False
2023-03-14,P00001,S00117,E-commerce,28,99.58,99.58,0.0,2788.24,1978.48,809.76,,False,516,False
2023-03-15,P00001,S00117,E-commerce,34,99.58,99.58,0.0,3385.72,2402.44,983.28,,False,1866,False
2023-03-16,P00001,S00117,E-commerce,47,99.58,65.68,34.04,3086.96,3321.02,-234.06,PR0000026,True,1832,False
2023-03-17,P00001,S00117,E-commerce,100,99.58,65.68,34.04,6568.0,7066.0,-498.0,PR0000026,True,1785,False
2023-03-18,P00001,S00117,E-commerce,110,99.58,65.68,34.04,7224.8,7772.6,-547.8,PR0000026,True,1685,False
2023-03-19,P00001,S00117,E-commerce,106,99.58,65.68,34.04,6962.08,7489.96,-527.88,PR0000026,True,1575,False
2023-03-20,P00001,S00117,E-commerce,93,99.58,65.68,34.04,6108.24,6571.38,-463.14,PR0000026,True,1469,False
2023-03-21,P00001,S00117,E-commerce,70,99.58,65.68,34.04,4597.6,4946.2,-348.6,PR0000026,True,1376,False
2023-03-22,P00001,S00117,E-commerce,115,99.58,65.68,34.04,7553.2,8125.9,-572.7,PR0000026,True,1306,False
2023-03-23,P00001,S00117,E-commerce,226,99.58,65.68,34.04,14843.68,15969.16,-1125.48,PR0000026,True,1191,False
2023-03-24,P00001,S00117,E-commerce,89,99.58,65.68,34.04,5845.52,6288.74,-443.22,PR0000026,True,965,False
2023-03-25,P00001,S00117,E-commerce,193,99.58,65.68,34.04,12676.24,13637.38,-961.14,PR0000026,True,876,False
2023-03-26,P00001,S00117,E-commerce,185,99.58,65.68,34.04,12150.8,13072.1,-921.3,PR0000026,True,683,False
2023-03-27,P00001,S00117,E-commerce,60,99.58,65.68,34.04,3940.8,4239.6,-298.8,PR0000026,True,498,False
2023-03-28,P00001,S00117,E-commerce,89,99.58,65.68,34.04,5845.52,6288.74,-443.22,PR0000026,True,438,False
2023-03-29,P00001,S00117,E-commerce,104,99.58,65.68,34.04,6830.72,7348.64,-517.92,PR0000026,True,1953,False
2023-03-30,P00001,S00117,E-commerce,84,99.58,99.58,0.0,8364.72,5935.44,2429.28,,False,1849,False
2023-03-31,P00001,S00117,E-commerce,11,99.58,99.58,0.0,1095.38,777.26,318.12,,False,1765,False
2023-01-01,P00001,S00181,Hypermarket,46,104.98,104.98,0.0,4829.08,3250.36,1578.72,,False,590,False
2023-01-02,P00001,S00181,Hypermarket,30,104.98,104.98,0.0,3149.4,2119.8,1029.6,,False,544,False
2023-01-03,P00001,S00181,Hypermarket,74,104.98,104.98,0.0,7768.52,5228.84,2539.68,,False,514,False
2023-01-04,P00001,S00181,Hypermarket,35,104.98,104.98,0.0,3674.3,2473.1,1201.2,,False,440,False
2023-01-05,P00001,S00181,Hypermarket,25,104.98,104.98,0.0,2624.5,1766.5,858.0,,False,405,False
2023-01-06,P00001,S00181,Hypermarket,43,104.98,104.98,0.0,4514.14,3038.38,1475.76,,False,380,False
2023-01-07,P00001,S00181,Hypermarket,63,104.98,104.98,0.0,6613.74,4451.58,2162.16,,False,337,False
2023-01-08,P00001,S00181,Hypermarket,40,104.98,104.98,0.0,4199.2,2826.4,1372.8,,False,274,False
2023-01-09,P00001,S00181,Hypermarket,42,104.98,104.98,0.0,4409.16,2967.72,1441.44,,False,234,False
2023-01-10,P00001,S00181,Hypermarket,81,104.98,104.98,0.0,8503.38,5723.46,2779.92,,False,192,False
2023-01-11,P00001,S00181,Hypermarket,34,104.98,104.98,0.0,3569.32,2402.44,1166.88,,False,111,False
2023-01-12,P00001,S00181,Hypermarket,74,104.98,104.98,0.0,7768.52,5228.84,2539.68,,False,707,False
2023-01-13,P00001,S00181,Hypermarket,45,104.98,104.98,0.0,4724.1,3179.7,1544.4,,False,633,False
2023-01-14,P00001,S00181,Hypermarket,84,104.98,104.98,0.0,8818.32,5935.44,2882.88,,False,588,False
2023-01-15,P00001,S00181,Hypermarket,93,104.98,104.98,0.0,9763.14,6571.38,3191.76,,False,504,False
2023-01-16,P00001,S00181,Hypermarket,30,104.98,104.98,0.0,3149.4,2119.8,1029.6,,False,411,False
2023-01-17,P00001,S00181,Hypermarket,133,104.98,104.98,0.0,13962.34,9397.78,4564.56,,False,381,False
2023-01-18,P00001,S00181,Hypermarket,47,104.98,104.98,0.0,4934.06,3321.02,1613.04,,False,248,False
2023-01-19,P00001,S00181,Hypermarket,23,104.98,104.98,0.0,2414.54,1625.18,789.36,,False,201,False
2023-01-20,P00001,S00181,Hypermarket,23,104.98,104.98,0.0,2414.54,1625.18,789.36,,False,178,False
2023-01-21,P00001,S00181,Hypermarket,53,104.98,104.98,0.0,5563.94,3744.98,1818.96,,False,155,False
2023-01-22,P00001,S00181,Hypermarket,59,104.98,104.98,0.0,6193.82,4168.94,2024.88,,False,1031,False
2023-01-23,P00001,S00181,Hypermarket,24,104.98,104.98,0.0,2519.52,1695.84,823.68,,False,972,False
2023-01-24,P00001,S00181,Hypermarket,30,104.98,104.98,0.0,3149.4,2119.8,1029.6,,False,948,False
2023-01-25,P00001,S00181,Hypermarket,90,104.98,104.98,0.0,9448.2,6359.4,3088.8,,False,918,False
2023-01-26,P00001,S00181,Hypermarket,106,104.98,104.98,0.0,11127.88,7489.96,3637.92,,False,828,False
2023-01-27,P00001,S00181,Hypermarket,38,104.98,104.98,0.0,3989.24,2685.08,1304.16,,False,722,False
2023-01-28,P00001,S00181,Hypermarket,23,104.98,104.98,0.0,2414.54,1625.18,789.36,,False,684,False
2023-01-29,P00001,S00181,Hypermarket,27,104.98,104.98,0.0,2834.46,1907.82,926.64,,False,661,False
2023-01-30,P00001,S00181,Hypermarket,71,104.98,104.98,0.0,7453.58,5016.86,2436.72,,False,634,False
2023-01-31,P00001,S00181,Hypermarket,10,104.98,104.98,0.0,1049.8,706.6,343.2,,False,563,False
2023-02-01,P00001,S00181,Hypermarket,44,104.98,104.98,0.0,4619.12,3109.04,1510.08,,False,553,False
2023-02-02,P00001,S00181,Hypermarket,25,104.98,104.98,0.0,2624.5,1766.5,858.0,,False,509,False
2023-02-03,P00001,S00181,Hypermarket,65,104.98,104.98,0.0,6823.7,4592.9,2230.8,,False,484,False
2023-02-04,P00001,S00181,Hypermarket,46,104.98,104.98,0.0,4829.08,3250.36,1578.72,,False,419,False
2023-02-05,P00001,S00181,Hypermarket,81,104.98,104.98,0.0,8503.38,5723.46,2779.92,,False,373,False
2023-02-06,P00001,S00181,Hypermarket,27,104.98,104.98,0.0,2834.46,1907.82,926.64,,False,292,False
2023-02-07,P00001,S00181,Hypermarket,49,104.98,104.98,0.0,5144.02,3462.34,1681.68,,False,265,False
2023-02-08,P00001,S00181,Hypermarket,71,104.98,104.98,0.0,7453.58,5016.86,2436.72,,False,216,False
2023-02-09,P00001,S00181,Hypermarket,28,104.98,104.98,0.0,2939.44,1978.48,960.96,,False,145,False
2023-02-10,P00001,S00181,Hypermarket,62,104.98,104.98,0.0,6508.76,4380.92,2127.84,,False,775,False
2023-02-11,P00001,S00181,Hypermarket,93,104.98,104.98,0.0,9763.14,6571.38,3191.76,,False,713,False
2023-02-12,P00001,S00181,Hypermarket,101,104.98,104.98,0.0,10602.98,7136.66,3466.32,,False,620,False
2023-02-13,P00001,S00181,Hypermarket,57,104.98,104.98,0.0,5983.86,4027.62,1956.24,,False,519,False
2023-02-14,P00001,S00181,Hypermarket,32,104.98,104.98,0.0,3359.36,2261.12,1098.24,,False,462,False
2023-02-15,P00001,S00181,Hypermarket,100,104.98,104.98,0.0,10498.0,7066.0,3432.0,,False,430,False
2023-02-16,P00001,S00181,Hypermarket,100,104.98,104.98,0.0,10498.0,7066.0,3432.0,,False,330,False
2023-02-17,P00001,S00181,Hypermarket,82,104.98,104.98,0.0,8608.36,5794.12,2814.24,,False,230,False
2023-02-18,P00001,S00181,Hypermarket,99,104.98,104.98,0.0,10393.02,6995.34,3397.68,,False,148,False
2023-02-19,P00001,S00181,Hypermarket,49,104.98,104.98,0.0,5144.02,3462.34,1681.68,,False,49,True
2023-02-20,P00001,S00181,Hypermarket,27,104.98,104.98,0.0,2834.46,1907.82,926.64,,False,800,False
2023-02-21,P00001,S00181,Hypermarket,127,104.98,87.83,16.34,11154.41,8973.82,2180.59,PR0000042,True,773,False
2023-02-22,P00001,S00181,Hypermarket,84,104.98,87.83,16.34,7377.72,5935.44,1442.28,PR0000042,True,646,False
2023-02-23,P00001,S00181,Hypermarket,71,104.98,87.83,16.34,6235.93,5016.86,1219.07,PR0000042,True,562,False
2023-02-24,P00001,S00181,Hypermarket,221,104.98,87.83,16.34,19410.43,15615.86,3794.57,PR0000042,True,491,False
2023-02-25,P00001,S00181,Hypermarket,112,104.98,87.83,16.34,9836.96,7913.92,1923.04,PR0000042,True,270,False
2023-02-26,P00001,S00181,Hypermarket,46,104.98,87.83,16.34,4040.18,3250.36,789.82,PR0000042,True,158,False
2023-02-27,P00001,S00181,Hypermarket,101,104.98,87.83,16.34,8870.83,7136.66,1734.17,PR0000042,True,112,False
2023-02-28,P00001,S00181,Hypermarket,11,104.98,87.83,16.34,966.13,777.26,188.87,PR0000042,True,11,True
2023-03-01,P00001,S00181,Hypermarket,113,104.98,87.83,16.34,9924.79,7984.58,1940.21,PR0000042,True,1372,False
2023-03-02,P00001,S00181,Hypermarket,227,104.98,87.83,16.34,19937.41,16039.82,3897.59,PR0000042,True,1259,False
2023-03-03,P00001,S00181,Hypermarket,137,104.98,87.83,16.34,12032.71,9680.42,2352.29,PR0000042,True,1032,False
2023-03-04,P00001,S00181,Hypermarket,219,104.98,87.83,16.34,19234.77,15474.54,3760.23,PR0000042,True,895,False
2023-03-05,P00001,S00181,Hypermarket,238,104.98,87.83,16.34,20903.54,16817.08,4086.46,PR0000042,True,676,False
2023-03-06,P00001,S00181,Hypermarket,218,104.98,87.83,16.34,19146.94,15403.88,3743.06,PR0000042,True,438,False
2023-03-07,P00001,S00181,Hypermarket,146,104.98,87.83,16.34,12823.18,10316.36,2506.82,PR0000042,True,220,False
2023-03-08,P00001,S00181,Hypermarket,74,109.1,91.27,16.34,6753.98,5228.84,1525.14,PR0000042,True,74,True
2023-03-09,P00001,S00181,Hypermarket,123,109.1,91.27,16.34,11226.21,8691.18,2535.03,PR0000042,True,1542,False
2023-03-10,P00001,S00181,Hypermarket,224,109.1,91.27,16.34,20444.48,15827.84,4616.64,PR0000042,True,1419,False
2023-03-11,P00001,S00181,Hypermarket,83,109.1,109.1,0.0,9055.3,5864.78,3190.52,,False,1195,False
2023-03-12,P00001,S00181,Hypermarket,125,109.1,109.1,0.0,13637.5,8832.5,4805.0,,False,1112,False
2023-03-13,P00001,S00181,Hypermarket,109,109.1,109.1,0.0,11891.9,7701.94,4189.96,,False,987,False
2023-03-14,P00001,S00181,Hypermarket,43,109.1,109.1,0.0,4691.3,3038.38,1652.92,,False,878,False
2023-03-15,P00001,S00181,Hypermarket,58,109.1,109.1,0.0,6327.8,4098.28,2229.52,,False,835,False
2023-03-16,P00001,S00181,Hypermarket,52,109.1,109.1,0.0,5673.2,3674.32,1998.88,,False,777,False
2023-03-17,P00001,S00181,Hypermarket,100,109.1,109.1,0.0,10910.0,7066.0,3844.0,,False,725,False
2023-03-18,P00001,S00181,Hypermarket,116,109.1,109.1,0.0,12655.6,8196.56,4459.04,,False,2231,False
2023-03-19,P00001,S00181,Hypermarket,59,109.1,109.1,0.0,6436.9,4168.94,2267.96,,False,2115,False
2023-03-20,P00001,S00181,Hypermarket,49,109.1,109.1,0.0,5345.9,3462.34,1883.56,,False,2056,False
2023-03-21,P00001,S00181,Hypermarket,24,104.76,104.76,0.0,2514.24,1695.84,818.4,,False,2007,False
2023-03-22,P00001,S00181,Hypermarket,104,104.76,104.76,0.0,10895.04,7348.64,3546.4,,False,1983,False
2023-03-23,P00001,S00181,Hypermarket,56,104.76,104.76,0.0,5866.56,3956.96,1909.6,,False,1879,False
2023-03-24,P00001,S00181,Hypermarket,90,104.76,104.76,0.0,9428.4,6359.4,3069.0,,False,1823,False
2023-03-25,P00001,S00181,Hypermarket,119,104.76,104.76,0.0,12466.44,8408.54,4057.9,,False,1733,False
2023-03-26,P00001,S00181,Hypermarket,45,104.76,104.76,0.0,4714.2,3179.7,1534.5,,False,1614,False
2023-03-27,P00001,S00181,Hypermarket,108,104.76,104.76,0.0,11314.08,7631.28,3682.8,,False,1569,False
2023-03-28,P00001,S00181,Hypermarket,67,104.76,104.76,0.0,7018.92,4734.22,2284.7,,False,1461,False
2023-03-29,P00001,S00181,Hypermarket,97,104.76,104.76,0.0,10161.72,6854.02,3307.7,,False,1394,False
2023-03-30,P00001,S00181,Hypermarket,18,104.76,104.76,0.0,1885.68,1271.88,613.8,,False,1297,False
2023-03-31,P00001,S00181,Hypermarket,40,104.76,104.76,0.0,4190.4,2826.4,1364.0,,False,1279,False
2023-01-01,P00001,S00059,Convenience,29,101.15,62.22,38.49,1804.38,2049.14,-244.76,PR0000058,True,156,False
2023-01-02,P00001,S00059,Convenience,20,101.15,62.22,38.49,1244.4,1413.2,-168.8,PR0000058,True,127,False
2023-01-03,P00001,S00059,Convenience,25,101.15,62.22,38.49,1555.5,1766.5,-211.0,PR0000058,True,107,False
2023-01-04,P00001,S00059,Convenience,34,101.15,62.22,38.49,2115.48,2402.44,-286.96,PR0000058,True,82,False
2023-01-05,P00001,S00059,Convenience,15,101.15,62.22,38.49,933.3,1059.9,-126.6,PR0000058,True,299,False
2023-01-06,P00001,S00059,Convenience,29,101.15,62.22,38.49,1804.38,2049.14,-244.76,PR0000058,True,284,False
2023-01-07,P00001,S00059,Convenience,44,101.15,62.22,38.49,2737.68,3109.04,-371.36,PR0000058,True,255,False
2023-01-08,P00001,S00059,Convenience,15,101.15,62.22,38.49,933.3,1059.9,-126.6,PR0000058,True,211,False
2023-01-09,P00001,S00059,Convenience,37,101.15,62.22,38.49,2302.14,2614.42,-312.28,PR0000058,True,196,False
2023-01-10,P00001,S00059,Convenience,38,101.15,62.22,38.49,2364.36,2685.08,-320.72,PR0000058,True,159,False
2023-01-11,P00001,S00059,Convenience,19,101.15,62.22,38.49,1182.18,1342.54,-160.36,PR0000058,True,121,False
2023-01-12,P00001,S00059,Convenience,42,101.15,62.22,38.49,2613.24,2967.72,-354.48,PR0000058,True,102,False
2023-01-13,P00001,S00059,Convenience,39,101.15,62.22,38.49,2426.58,2755.74,-329.16,PR0000058,True,274,False
2023-01-14,P00001,S00059,Convenience,17,101.15,62.22,38.49,1057.74,1201.22,-143.48,PR0000058,True,235,False
2023-01-15,P00001,S00059,Convenience,41,101.15,62.22,38.49,2551.02,2897.06,-346.04,PR0000058,True,218,False
2023-01-16,P00001,S00059,Convenience,7,101.15,101.15,0.0,708.05,494.62,213.43,,False,177,False
2023-01-17,P00001,S00059,Convenience,8,101.15,101.15,0.0,809.2,565.28,243.92,,False,170,False
2023-01-18,P00001,S00059,Convenience,3,101.15,101.15,0.0,303.45,211.98,91.47,,False,162,False
2023-01-19,P00001,S00059,Convenience,17,101.15,101.15,0.0,1719.55,1201.22,518.33,,False,382,False
2023-01-20,P00001,S00059,Convenience,10,101.15,101.15,0.0,1011.5,706.6,304.9,,False,365,False
2023-01-21,P00001,S00059,Convenience,15,101.15,101.15,0.0,1517.25,1059.9,457.35,,False,355,False
2023-01-22,P00001,S00059,Convenience,9,101.15,101.15,0.0,910.35,635.94,274.41,,False,340,False
2023-01-23,P00001,S00059,Convenience,12,101.15,101.15,0.0,1213.8,847.92,365.88,,False,331,False
2023-01-24,P00001,S00059,Convenience,6,101.15,101.15,0.0,606.9,423.96,182.94,,False,319,False
2023-01-25,P00001,S00059,Convenience,6,101.15,101.15,0.0,606.9,423.96,182.94,,False,313,False
2023-01-26,P00001,S00059,Convenience,12,101.15,101.15,0.0,1213.8,847.92,365.88,,False,307,False
2023-01-27,P00001,S00059,Convenience,4,101.15,101.15,0.0,404.6,282.64,121.96,,False,295,False
2023-01-28,P00001,S00059,Convenience,3,101.15,101.15,0.0,303.45,211.98,91.47,,False,291,False
2023-01-29,P00001,S00059,Convenience,11,101.15,101.15,0.0,1112.65,777.26,335.39,,False,288,False
2023-01-30,P00001,S00059,Convenience,11,101.15,101.15,0.0,1112.65,777.26,335.39,,False,277,False
2023-01-31,P00001,S00059,Convenience,0,101.15,101.15,0.0,0.0,0.0,0.0,,False,266,False
2023-02-01,P00001,S00059,Convenience,10,101.15,101.15,0.0,1011.5,706.6,304.9,,False,266,False
2023-02-02,P00001,S00059,Convenience,8,101.15,101.15,0.0,809.2,565.28,243.92,,False,256,False
2023-02-03,P00001,S00059,Convenience,8,101.15,101.15,0.0,809.2,565.28,243.92,,False,248,False
2023-02-04,P00001,S00059,Convenience,7,101.15,101.15,0.0,708.05,494.62,213.43,,False,240,False
2023-02-05,P00001,S00059,Convenience,10,101.15,101.15,0.0,1011.5,706.6,304.9,,False,233,False
2023-02-06,P00001,S00059,Convenience,3,101.15,101.15,0.0,303.45,211.98,91.47,,False,223,False
2023-02-07,P00001,S00059,Convenience,12,101.15,101.15,0.0,1213.8,847.92,365.88,,False,220,False
2023-02-08,P00001,S00059,Convenience,18,101.15,101.15,0.0,1820.7,1271.88,548.82,,False,208,False
2023-02-09,P00001,S00059,Convenience,9,101.15,101.15,0.0,910.35,635.94,274.41,,False,190,False
2023-02-10,P00001,S00059,Convenience,14,101.15,101.15,0.0,1416.1,989.24,426.86,,False,181,False
2023-02-11,P00001,S00059,Convenience,5,101.15,101.15,0.0,505.75,353.3,152.45,,False,167,False
2023-02-12,P00001,S00059,Convenience,15,101.15,101.15,0.0,1517.25,1059.9,457.35,,False,162,False
2023-02-13,P00001,S00059,Convenience,9,101.15,101.15,0.0,910.35,635.94,274.41,,False,147,False
2023-02-14,P00001,S00059,Convenience,16,101.15,101.15,0.0,1618.4,1130.56,487.84,,False,138,False
2023-02-15,P00001,S00059,Convenience,2,101.15,101.15,0.0,202.3,141.32,60.98,,False,122,False
2023-02-16,P00001,S00059,Convenience,2,101.15,101.15,0.0,202.3,141.32,60.98,,False,120,False
2023-02-17,P00001,S00059,Convenience,2,101.15,101.15,0.0,202.3,141.32,60.98,,False,118,False
2023-02-18,P00001,S00059,Convenience,27,101.15,101.15,0.0,2731.05,1907.82,823.23,,False,116,False
2023-02-19,P00001,S00059,Convenience,14,101.15,101.15,0.0,1416.1,989.24,426.86,,False,89,False
2023-02-20,P00001,S00059,Convenience,1,101.15,101.15,0.0,101.15,70.66,30.49,,False,75,False
2023-02-21,P00001,S00059,Convenience,2,101.15,101.15,0.0,202.3,141.32,60.98,,False,74,False
2023-02-22,P00001,S00059,Convenience,7,101.15,101.15,0.0,708.05,494.62,213.43,,False,72,False
2023-02-23,P00001,S00059,Convenience,7,101.1,101.1,0.0,707.7,494.62,213.08,,False,65,False
2023-02-24,P00001,S00059,Convenience,25,101.1,101.1,0.0,2527.5,1766.5,761.0,,False,58,False
2023-02-25,P00001,S00059,Convenience,10,101.1,101.1,0.0,1011.0,706.6,304.4,,False,33,False
2023-02-26,P00001,S00059,Convenience,13,101.1,101.1,0.0,1314.3,918.58,395.72,,False,23,False
2023-02-27,P00001,S00059,Convenience,1,101.1,101.1,0.0,101.1,70.66,30.44,,False,10,False
2023-02-28,P00001,S00059,Convenience,13,101.1,101.1,0.0,1314.3,918.58,395.72,,False,111,False
2023-03-01,P00001,S00059,Convenience,4,101.1,101.1,0.0,404.4,282.64,121.76,,False,98,False
2023-03-02,P00001,S00059,Convenience,10,101.1,101.1,0.0,1011.0,706.6,304.4,,False,94,False
2023-03-03,P00001,S00059,Convenience,15,101.1,101.1,0.0,1516.5,1059.9,456.6,,False,84,False
2023-03-04,P00001,S00059,Convenience,38,101.1,101.1,0.0,3841.8,2685.08,1156.72,,False,69,False
2023-03-05,P00001,S00059,Convenience,15,101.1,101.1,0.0,1516.5,1059.9,456.6,,False,31,False
2023-03-06,P00001,S00059,Convenience,10,101.1,101.1,0.0,1011.0,706.6,304.4,,False,16,False
2023-03-07,P00001,S00059,Convenience,6,101.1,101.1,0.0,606.6,423.96,182.64,,False,6,True
2023-03-08,P00001,S00059,Convenience,18,101.1,101.1,0.0,1819.8,1271.88,547.92,,False,137,False
2023-03-09,P00001,S00059,Convenience,8,101.1,101.1,0.0,808.8,565.28,243.52,,False,119,False
2023-03-10,P00001,S00059,Convenience,5,101.1,101.1,0.0,505.5,353.3,152.2,,False,111,False
2023-03-11,P00001,S00059,Convenience,15,101.1,101.1,0.0,1516.5,1059.9,456.6,,False,106,False
2023-03-12,P00001,S00059,Convenience,26,101.1,101.1,0.0,2628.6,1837.16,791.44,,False,91,False
2023-03-13,P00001,S00059,Convenience,5,101.1,101.1,0.0,505.5,353.3,152.2,,False,65,False
2023-03-14,P00001,S00059,Convenience,16,101.1,101.1,0.0,1617.6,1130.56,487.04,,False,60,False
2023-03-15,P00001,S00059,Convenience,5,101.1,101.1,0.0,505.5,353.3,152.2,,False,44,False
2023-03-16,P00001,S00059,Convenience,5,101.1,101.1,0.0,505.5,353.3,152.2,,False,154,False
2023-03-17,P00001,S00059,Convenience,19,101.1,101.1,0.0,1920.9,1342.54,578.36,,False,149,False
2023-03-18,P00001,S00059,Convenience,17,101.1,101.1,0.0,1718.7,1201.22,517.48,,False,130,False
2023-03-19,P00001,S00059,Convenience,8,101.1,101.1,0.0,808.8,565.28,243.52,,False,113,False
2023-03-20,P00001,S00059,Convenience,11,101.1,101.1,0.0,1112.1,777.26,334.84,,False,105,False
2023-03-21,P00001,S00059,Convenience,6,101.1,101.1,0.0,606.6,423.96,182.64,,False,94,False
2023-03-22,P00001,S00059,Convenience,8,101.1,101.1,0.0,808.8,565.28,243.52,,False,88,False
2023-03-23,P00001,S00059,Convenience,3,101.1,101.1,0.0,303.3,211.98,91.32,,False,80,False
2023-03-24,P00001,S00059,Convenience,8,101.1,101.1,0.0,808.8,565.28,243.52,,False,77,False
2023-03-25,P00001,S00059,Convenience,14,101.1,101.1,0.0,1415.4,989.24,426.16,,False,69,False
2023-03-26,P00001,S00059,Convenience,7,101.1,101.1,0.0,707.7,494.62,213.08,,False,55,False
2023-03-27,P00001,S00059,Convenience,8,101.1,101.1,0.0,808.8,565.28,243.52,,False,48,False
2023-03-28,P00001,S00059,Convenience,15,101.1,101.1,0.0,1516.5,1059.9,456.6,,False,40,False
2023-03-29,P00001,S00059,Convenience,12,101.1,101.1,0.0,1213.2,847.92,365.28,,False,108,False
2023-03-30,P00001,S00059,Convenience,10,101.1,101.1,0.0,1011.0,706.6,304.4,,False,96,False
2023-03-31,P00001,S00059,Convenience,15,101.1,101.1,0.0,1516.5,1059.9,456.6,,False,86,False
2023-01-01,P00001,S00180,Convenience,16,103.6,97.11,6.26,1553.76,1130.56,423.2,PR0000074,True,468,False
2023-01-02,P00001,S00180,Convenience,68,103.6,97.11,6.26,6603.48,4804.88,1798.6,PR0000074,True,452,False
2023-01-03,P00001,S00180,Convenience,26,103.6,97.11,6.26,2524.86,1837.16,687.7,PR0000074,True,384,False
2023-01-04,P00001,S00180,Convenience,21,103.6,97.11,6.26,2039.31,1483.86,555.45,PR0000074,True,358,False
2023-01-05,P00001,S00180,Convenience,11,103.6,97.11,6.26,1068.21,777.26,290.95,PR0000074,True,337,False
2023-01-06,P00001,S00180,Convenience,35,103.6,97.11,6.26,3398.85,2473.1,925.75,PR0000074,True,326,False
2023-01-07,P00001,S00180,Convenience,60,103.6,97.11,6.26,5826.6,4239.6,1587.0,PR0000074,True,291,False
2023-01-08,P00001,S00180,Convenience,15,103.6,97.11,6.26,1456.65,1059.9,396.75,PR0000074,True,231,False
2023-01-09,P00001,S00180,Convenience,41,103.6,97.11,6.26,3981.51,2897.06,1084.45,PR0000074,True,216,False
2023-01-10,P00001,S00180,Convenience,39,103.6,97.11,6.26,3787.29,2755.74,1031.55,PR0000074,True,175,False
2023-01-11,P00001,S00180,Convenience,38,103.6,97.11,6.26,3690.18,2685.08,1005.1,PR0000074,True,136,False
2023-01-12,P00001,S00180,Convenience,35,103.6,97.11,6.26,3398.85,2473.1,925.75,PR0000074,True,98,False
2023-01-13,P00001,S00180,Convenience,31,103.6,97.11,6.26,3010.41,2190.46,819.95,PR0000074,True,305,False
2023-01-14,P00001,S00180,Convenience,27,103.6,97.11,6.26,2621.97,1907.82,714.15,PR0000074,True,274,False
2023-01-15,P00001,S00180,Convenience,40,103.6,97.11,6.26,3884.4,2826.4,1058.0,PR0000074,True,247,False
2023-01-16,P00001,S00180,Convenience,50,103.6,103.6,0.0,5180.0,3533.0,1647.0,,False,207,False
2023-01-17,P00001,S00180,Convenience,27,103.6,103.6,0.0,2797.2,1907.82,889.38,,False,157,False
2023-01-18,P00001,S00180,Convenience,37,103.6,103.6,0.0,3833.2,2614.42,1218.78,,False,130,False
2023-01-19,P00001,S00180,Convenience,25,103.6,103.6,0.0,2590.0,1766.5,823.5,,False,132,False
2023-01-20,P00001,S00180,Convenience,26,103.6,103.6,0.0,2693.6,1837.16,856.44,,False,107,False
2023-01-21,P00001,S00180,Convenience,33,103.6,103.6,0.0,3418.8,2331.78,1087.02,,False,81,False
2023-01-22,P00001,S00180,Convenience,48,103.6,103.6,0.0,4972.8,3391.68,1581.12,,False,48,True
2023-01-23,P00001,S00180,Convenience,0,103.6,103.6,0.0,0.0,0.0,0.0,,False,0,True
2023-01-24,P00001,S00180,Convenience,14,103.6,103.6,0.0,1450.4,989.24,461.16,,False,39,False
2023-01-25,P00001,S00180,Convenience,25,103.6,103.6,0.0,2590.0,1766.5,823.5,,False,25,True
2023-01-26,P00001,S00180,Convenience,11,103.6,103.6,0.0,1139.6,777.26,362.34,,False,183,False
2023-01-27,P00001,S00180,Convenience,54,103.6,103.6,0.0,5594.4,3815.64,1778.76,,False,172,False
2023-01-28,P00001,S00180,Convenience,38,103.6,103.6,0.0,3936.8,2685.08,1251.72,,False,118,False
2023-01-29,P00001,S00180,Convenience,54,103.6,103.6,0.0,5594.4,3815.64,1778.76,,False,80,False
2023-01-30,P00001,S00180,Convenience,30,103.6,103.6,0.0,3108.0,2119.8,988.2,,False,263,False
