date,day,week,month,quarter,year,day_of_week,day_name,week_of_year,day_of_year,weekend_flag,holiday_name,holiday_flag,festival_flag,festival_name,season,financial_month,financial_year,financial_quarter
2023-10-06,6,40,10,4,2023,4,Friday,40,279,False,,False,False,,Autumn,7,2023,3
2023-10-07,7,40,10,4,2023,5,Saturday,40,280,True,,False,False,,Autumn,7,2023,3
2023-10-08,8,40,10,4,2023,6,Sunday,40,281,True,,False,False,,Autumn,7,2023,3
2023-10-09,9,41,10,4,2023,0,Monday,41,282,False,,False,False,,Autumn,7,2023,3
2023-10-10,10,41,10,4,2023,1,Tuesday,41,283,False,,False,False,,Autumn,7,2023,3
2023-10-11,11,41,10,4,2023,2,Wednesday,41,284,False,,False,False,,Autumn,7,2023,3
2023-10-12,12,41,10,4,2023,3,Thursday,41,285,False,,False,False,,Autumn,7,2023,3
2023-10-13,13,41,10,4,2023,4,Friday,41,286,False,,False,False,,Autumn,7,2023,3
2023-10-14,14,41,10,4,2023,5,Saturday,41,287,True,,False,False,,Autumn,7,2023,3
2023-10-15,15,41,10,4,2023,6,Sunday,41,288,True,,False,False,,Autumn,7,2023,3
2023-10-16,16,42,10,4,2023,0,Monday,42,289,False,,False,False,,Autumn,7,2023,3
2023-10-17,17,42,10,4,2023,1,Tuesday,42,290,False,,False,False,,Autumn,7,2023,3
2023-10-18,18,42,10,4,2023,2,Wednesday,42,291,False,,False,True,Dussehra,Autumn,7,2023,3
2023-10-19,19,42,10,4,2023,3,Thursday,42,292,False,,False,True,Dussehra,Autumn,7,2023,3
2023-10-20,20,42,10,4,2023,4,Friday,42,293,False,,False,True,Dussehra,Autumn,7,2023,3
2023-10-21,21,42,10,4,2023,5,Saturday,42,294,True,,False,True,Dussehra,Autumn,7,2023,3
2023-10-22,22,42,10,4,2023,6,Sunday,42,295,True,,False,True,Dussehra,Autumn,7,2023,3
2023-10-23,23,43,10,4,2023,0,Monday,43,296,False,,False,True,Dussehra,Autumn,7,2023,3
2023-10-24,24,43,10,4,2023,1,Tuesday,43,297,False,,False,True,Dussehra,Autumn,7,2023,3
2023-10-25,25,43,10,4,2023,2,Wednesday,43,298,False,,False,False,,Autumn,7,2023,3
2023-10-26,26,43,10,4,2023,3,Thursday,43,299,False,,False,False,,Autumn,7,2023,3
2023-10-27,27,43,10,4,2023,4,Friday,43,300,False,,False,False,,Autumn,7,2023,3
2023-10-28,28,43,10,4,2023,5,Saturday,43,301,True,,False,False,,Autumn,7,2023,3
2023-10-29,29,43,10,4,2023,6,Sunday,43,302,True,,False,False,,Autumn,7,2023,3
2023-10-30,30,44,10,4,2023,0,Monday,44,303,False,,False,False,,Autumn,7,2023,3
2023-10-31,31,44,10,4,2023,1,Tuesday,44,304,False,,False,False,,Autumn,7,2023,3
2023-11-01,1,44,11,4,2023,2,Wednesday,44,305,False,,False,False,,Autumn,8,2023,3
2023-11-02,2,44,11,4,2023,3,Thursday,44,306,False,,False,False,,Autumn,8,2023,3
2023-11-03,3,44,11,4,2023,4,Friday,44,307,False,,False,False,,Autumn,8,2023,3
2023-11-04,4,44,11,4,2023,5,Saturday,44,308,True,,False,False,,Autumn,8,2023,3
2023-11-05,5,44,11,4,2023,6,Sunday,44,309,True,,False,False,,Autumn,8,2023,3
2023-11-06,6,45,11,4,2023,0,Monday,45,310,False,,False,True,Diwali,Autumn,8,2023,3
2023-11-07,7,45,11,4,2023,1,Tuesday,45,311,False,,False,True,Diwali,Autumn,8,2023,3
2023-11-08,8,45,11,4,2023,2,Wednesday,45,312,False,,False,True,Diwali,Autumn,8,2023,3
2023-11-09,9,45,11,4,2023,3,Thursday,45,313,False,,False,True,Diwali,Autumn,8,2023,3
2023-11-10,10,45,11,4,2023,4,Friday,45,314,False,,False,True,Diwali,Autumn,8,2023,3
2023-11-11,11,45,11,4,2023,5,Saturday,45,315,True,,False,True,Diwali,Autumn,8,2023,3
2023-11-12,12,45,11,4,2023,6,Sunday,45,316,True,,False,True,Diwali,Autumn,8,2023,3
2023-11-13,13,46,11,4,2023,0,Monday,46,317,False,,False,False,,Autumn,8,2023,3
2023-11-14,14,46,11,4,2023,1,Tuesday,46,318,False,,False,False,,Autumn,8,2023,3
2023-11-15,15,46,11,4,2023,2,Wednesday,46,319,False,,False,False,,Autumn,8,2023,3
2023-11-16,16,46,11,4,2023,3,Thursday,46,320,False,,False,False,,Autumn,8,2023,3
2023-11-17,17,46,11,4,2023,4,Friday,46,321,False,,False,False,,Autumn,8,2023,3
2023-11-18,18,46,11,4,2023,5,Saturday,46,322,True,,False,False,,Autumn,8,2023,3
2023-11-19,19,46,11,4,2023,6,Sunday,46,323,True,,False,False,,Autumn,8,2023,3
2023-11-20,20,47,11,4,2023,0,Monday,47,324,False,,False,False,,Autumn,8,2023,3
2023-11-21,21,47,11,4,2023,1,Tuesday,47,325,False,,False,False,,Autumn,8,2023,3
2023-11-22,22,47,11,4,2023,2,Wednesday,47,326,False,,False,False,,Autumn,8,2023,3
2023-11-23,23,47,11,4,2023,3,Thursday,47,327,False,,False,False,,Autumn,8,2023,3
2023-11-24,24,47,11,4,2023,4,Friday,47,328,False,,False,False,,Autumn,8,2023,3
2023-11-25,25,47,11,4,2023,5,Saturday,47,329,True,,False,False,,Autumn,8,2023,3
2023-11-26,26,47,11,4,2023,6,Sunday,47,330,True,,False,False,,Autumn,8,2023,3
2023-11-27,27,48,11,4,2023,0,Monday,48,331,False,,False,False,,Autumn,8,2023,3
2023-11-28,28,48,11,4,2023,1,Tuesday,48,332,False,,False,False,,Autumn,8,2023,3
2023-11-29,29,48,11,4,2023,2,Wednesday,48,333,False,,False,False,,Autumn,8,2023,3
2023-11-30,30,48,11,4,2023,3,Thursday,48,334,False,,False,False,,Autumn,8,2023,3
2023-12-01,1,48,12,4,2023,4,Friday,48,335,False,,False,False,,Winter,9,2023,3
2023-12-02,2,48,12,4,2023,5,Saturday,48,336,True,,False,False,,Winter,9,2023,3
2023-12-03,3,48,12,4,2023,6,Sunday,48,337,True,,False,False,,Winter,9,2023,3
2023-12-04,4,49,12,4,2023,0,Monday,49,338,False,,False,False,,Winter,9,2023,3
2023-12-05,5,49,12,4,2023,1,Tuesday,49,339,False,,False,False,,Winter,9,2023,3
2023-12-06,6,49,12,4,2023,2,Wednesday,49,340,False,,False,False,,Winter,9,2023,3
2023-12-07,7,49,12,4,2023,3,Thursday,49,341,False,,False,False,,Winter,9,2023,3
2023-12-08,8,49,12,4,2023,4,Friday,49,342,False,,False,False,,Winter,9,2023,3
2023-12-09,9,49,12,4,2023,5,Saturday,49,343,True,,False,False,,Winter,9,2023,3
2023-12-10,10,49,12,4,2023,6,Sunday,49,344,True,,False,False,,Winter,9,2023,3
2023-12-11,11,50,12,4,2023,0,Monday,50,345,False,,False,False,,Winter,9,2023,3
2023-12-12,12,50,12,4,2023,1,Tuesday,50,346,False,,False,False,,Winter,9,2023,3
2023-12-13,13,50,12,4,2023,2,Wednesday,50,347,False,,False,False,,Winter,9,2023,3
2023-12-14,14,50,12,4,2023,3,Thursday,50,348,False,,False,False,,Winter,9,2023,3
2023-12-15,15,50,12,4,2023,4,Friday,50,349,False,,False,False,,Winter,9,2023,3
2023-12-16,16,50,12,4,2023,5,Saturday,50,350,True,,False,False,,Winter,9,2023,3
2023-12-17,17,50,12,4,2023,6,Sunday,50,351,True,,False,False,,Winter,9,2023,3
2023-12-18,18,51,12,4,2023,0,Monday,51,352,False,,False,False,,Winter,9,2023,3
2023-12-19,19,51,12,4,2023,1,Tuesday,51,353,False,,False,False,,Winter,9,2023,3
2023-12-20,20,51,12,4,2023,2,Wednesday,51,354,False,,False,False,,Winter,9,2023,3
2023-12-21,21,51,12,4,2023,3,Thursday,51,355,False,,False,False,,Winter,9,2023,3
2023-12-22,22,51,12,4,2023,4,Friday,51,356,False,,False,False,,Winter,9,2023,3
2023-12-23,23,51,12,4,2023,5,Saturday,51,357,True,,False,False,,Winter,9,2023,3
2023-12-24,24,51,12,4,2023,6,Sunday,51,358,True,,False,False,,Winter,9,2023,3
2023-12-25,25,52,12,4,2023,0,Monday,52,359,False,Christmas,True,False,,Winter,9,2023,3
2023-12-26,26,52,12,4,2023,1,Tuesday,52,360,False,,False,False,,Winter,9,2023,3
2023-12-27,27,52,12,4,2023,2,Wednesday,52,361,False,,False,False,,Winter,9,2023,3
2023-12-28,28,52,12,4,2023,3,Thursday,52,362,False,,False,False,,Winter,9,2023,3
2023-12-29,29,52,12,4,2023,4,Friday,52,363,False,,False,False,,Winter,9,2023,3
2023-12-30,30,52,12,4,2023,5,Saturday,52,364,True,,False,False,,Winter,9,2023,3
2023-12-31,31,52,12,4,2023,6,Sunday,52,365,True,,False,False,,Winter,9,2023,3
2024-01-01,1,1,1,1,2024,0,Monday,1,1,False,New Year,True,False,,Winter,10,2023,4
2024-01-02,2,1,1,1,2024,1,Tuesday,1,2,False,,False,False,,Winter,10,2023,4
2024-01-03,3,1,1,1,2024,2,Wednesday,1,3,False,,False,False,,Winter,10,2023,4
2024-01-04,4,1,1,1,2024,3,Thursday,1,4,False,,False,False,,Winter,10,2023,4
2024-01-05,5,1,1,1,2024,4,Friday,1,5,False,,False,False,,Winter,10,2023,4
2024-01-06,6,1,1,1,2024,5,Saturday,1,6,True,,False,False,,Winter,10,2023,4
2024-01-07,7,1,1,1,2024,6,Sunday,1,7,True,,False,False,,Winter,10,2023,4
2024-01-08,8,2,1,1,2024,0,Monday,2,8,False,,False,False,,Winter,10,2023,4
2024-01-09,9,2,1,1,2024,1,Tuesday,2,9,False,,False,False,,Winter,10,2023,4
2024-01-10,10,2,1,1,2024,2,Wednesday,2,10,False,,False,False,,Winter,10,2023,4
2024-01-11,11,2,1,1,2024,3,Thursday,2,11,False,,False,False,,Winter,10,2023,4
2024-01-12,12,2,1,1,2024,4,Friday,2,12,False,,False,False,,Winter,10,2023,4
2024-01-13,13,2,1,1,2024,5,Saturday,2,13,True,,False,False,,Winter,10,2023,4
2024-01-14,14,2,1,1,2024,6,Sunday,2,14,True,,False,False,,Winter,10,2023,4
2024-01-15,15,3,1,1,2024,0,Monday,3,15,False,,False,False,,Winter,10,2023,4
2024-01-16,16,3,1,1,2024,1,Tuesday,3,16,False,,False,False,,Winter,10,2023,4
2024-01-17,17,3,1,1,2024,2,Wednesday,3,17,False,,False,False,,Winter,10,2023,4
2024-01-18,18,3,1,1,2024,3,Thursday,3,18,False,,False,False,,Winter,10,2023,4
2024-01-19,19,3,1,1,2024,4,Friday,3,19,False,,False,False,,Winter,10,2023,4
2024-01-20,20,3,1,1,2024,5,Saturday,3,20,True,,False,False,,Winter,10,2023,4
2024-01-21,21,3,1,1,2024,6,Sunday,3,21,True,,False,False,,Winter,10,2023,4
2024-01-22,22,4,1,1,2024,0,Monday,4,22,False,,False,False,,Winter,10,2023,4
2024-01-23,23,4,1,1,2024,1,Tuesday,4,23,False,,False,False,,Winter,10,2023,4
2024-01-24,24,4,1,1,2024,2,Wednesday,4,24,False,,False,False,,Winter,10,2023,4
2024-01-25,25,4,1,1,2024,3,Thursday,4,25,False,,False,False,,Winter,10,2023,4
2024-01-26,26,4,1,1,2024,4,Friday,4,26,False,Republic Day,True,False,,Winter,10,2023,4
2024-01-27,27,4,1,1,2024,5,Saturday,4,27,True,,False,False,,Winter,10,2023,4
2024-01-28,28,4,1,1,2024,6,Sunday,4,28,True,,False,False,,Winter,10,2023,4
2024-01-29,29,5,1,1,2024,0,Monday,5,29,False,,False,False,,Winter,10,2023,4
2024-01-30,30,5,1,1,2024,1,Tuesday,5,30,False,,False,False,,Winter,10,2023,4
2024-01-31,31,5,1,1,2024,2,Wednesday,5,31,False,,False,False,,Winter,10,2023,4
2024-02-01,1,5,2,1,2024,3,Thursday,5,32,False,,False,False,,Winter,11,2023,4
2024-02-02,2,5,2,1,2024,4,Friday,5,33,False,,False,False,,Winter,11,2023,4
2024-02-03,3,5,2,1,2024,5,Saturday,5,34,True,,False,False,,Winter,11,2023,4
2024-02-04,4,5,2,1,2024,6,Sunday,5,35,True,,False,False,,Winter,11,2023,4
2024-02-05,5,6,2,1,2024,0,Monday,6,36,False,,False,False,,Winter,11,2023,4
2024-02-06,6,6,2,1,2024,1,Tuesday,6,37,False,,False,False,,Winter,11,2023,4
2024-02-07,7,6,2,1,2024,2,Wednesday,6,38,False,,False,False,,Winter,11,2023,4
2024-02-08,8,6,2,1,2024,3,Thursday,6,39,False,,False,False,,Winter,11,2023,4
2024-02-09,9,6,2,1,2024,4,Friday,6,40,False,,False,False,,Winter,11,2023,4
2024-02-10,10,6,2,1,2024,5,Saturday,6,41,True,,False,False,,Winter,11,2023,4
2024-02-11,11,6,2,1,2024,6,Sunday,6,42,True,,False,False,,Winter,11,2023,4
2024-02-12,12,7,2,1,2024,0,Monday,7,43,False,,False,False,,Winter,11,2023,4
2024-02-13,13,7,2,1,2024,1,Tuesday,7,44,False,,False,False,,Winter,11,2023,4
2024-02-14,14,7,2,1,2024,2,Wednesday,7,45,False,,False,False,,Winter,11,2023,4
2024-02-15,15,7,2,1,2024,3,Thursday,7,46,False,,False,False,,Winter,11,2023,4
2024-02-16,16,7,2,1,2024,4,Friday,7,47,False,,False,False,,Winter,11,2023,4
2024-02-17,17,7,2,1,2024,5,Saturday,7,48,True,,False,False,,Winter,11,2023,4
2024-02-18,18,7,2,1,2024,6,Sunday,7,49,True,,False,False,,Winter,11,2023,4
2024-02-19,19,8,2,1,2024,0,Monday,8,50,False,,False,False,,Winter,11,2023,4
2024-02-20,20,8,2,1,2024,1,Tuesday,8,51,False,,False,False,,Winter,11,2023,4
2024-02-21,21,8,2,1,2024,2,Wednesday,8,52,False,,False,False,,Winter,11,2023,4
2024-02-22,22,8,2,1,2024,3,Thursday,8,53,False,,False,False,,Winter,11,2023,4
2024-02-23,23,8,2,1,2024,4,Friday,8,54,False,,False,False,,Winter,11,2023,4
2024-02-24,24,8,2,1,2024,5,Saturday,8,55,True,,False,False,,Winter,11,2023,4
2024-02-25,25,8,2,1,2024,6,Sunday,8,56,True,,False,False,,Winter,11,2023,4
2024-02-26,26,9,2,1,2024,0,Monday,9,57,False,,False,False,,Winter,11,2023,4
2024-02-27,27,9,2,1,2024,1,Tuesday,9,58,False,,False,False,,Winter,11,2023,4
2024-02-28,28,9,2,1,2024,2,Wednesday,9,59,False,,False,False,,Winter,11,2023,4
2024-02-29,29,9,2,1,2024,3,Thursday,9,60,False,,False,False,,Winter,11,2023,4
2024-03-01,1,9,3,1,2024,4,Friday,9,61,False,,False,False,,Spring,12,2023,4
2024-03-02,2,9,3,1,2024,5,Saturday,9,62,True,,False,False,,Spring,12,2023,4
2024-03-03,3,9,3,1,2024,6,Sunday,9,63,True,,False,False,,Spring,12,2023,4
2024-03-04,4,10,3,1,2024,0,Monday,10,64,False,,False,False,,Spring,12,2023,4
2024-03-05,5,10,3,1,2024,1,Tuesday,10,65,False,,False,False,,Spring,12,2023,4
2024-03-06,6,10,3,1,2024,2,Wednesday,10,66,False,,False,False,,Spring,12,2023,4
2024-03-07,7,10,3,1,2024,3,Thursday,10,67,False,,False,False,,Spring,12,2023,4
2024-03-08,8,10,3,1,2024,4,Friday,10,68,False,,False,False,,Spring,12,2023,4
2024-03-09,9,10,3,1,2024,5,Saturday,10,69,True,,False,False,,Spring,12,2023,4
2024-03-10,10,10,3,1,2024,6,Sunday,10,70,True,,False,False,,Spring,12,2023,4
2024-03-11,11,11,3,1,2024,0,Monday,11,71,False,,False,False,,Spring,12,2023,4
2024-03-12,12,11,3,1,2024,1,Tuesday,11,72,False,,False,False,,Spring,12,2023,4
2024-03-13,13,11,3,1,2024,2,Wednesday,11,73,False,,False,False,,Spring,12,2023,4
2024-03-14,14,11,3,1,2024,3,Thursday,11,74,False,,False,False,,Spring,12,2023,4
2024-03-15,15,11,3,1,2024,4,Friday,11,75,False,,False,False,,Spring,12,2023,4
2024-03-16,16,11,3,1,2024,5,Saturday,11,76,True,,False,False,,Spring,12,2023,4
2024-03-17,17,11,3,1,2024,6,Sunday,11,77,True,,False,False,,Spring,12,2023,4
2024-03-18,18,12,3,1,2024,0,Monday,12,78,False,,False,False,,Spring,12,2023,4
2024-03-19,19,12,3,1,2024,1,Tuesday,12,79,False,,False,True,Holi,Spring,12,2023,4
2024-03-20,20,12,3,1,2024,2,Wednesday,12,80,False,,False,True,Holi,Spring,12,2023,4
2024-03-21,21,12,3,1,2024,3,Thursday,12,81,False,,False,True,Holi,Spring,12,2023,4
2024-03-22,22,12,3,1,2024,4,Friday,12,82,False,,False,True,Holi,Spring,12,2023,4
2024-03-23,23,12,3,1,2024,5,Saturday,12,83,True,,False,True,Holi,Spring,12,2023,4
2024-03-24,24,12,3,1,2024,6,Sunday,12,84,True,,False,True,Holi,Spring,12,2023,4
2024-03-25,25,13,3,1,2024,0,Monday,13,85,False,,False,True,Holi,Spring,12,2023,4
2024-03-26,26,13,3,1,2024,1,Tuesday,13,86,False,,False,False,,Spring,12,2023,4
2024-03-27,27,13,3,1,2024,2,Wednesday,13,87,False,,False,False,,Spring,12,2023,4
2024-03-28,28,13,3,1,2024,3,Thursday,13,88,False,,False,False,,Spring,12,2023,4
2024-03-29,29,13,3,1,2024,4,Friday,13,89,False,,False,False,,Spring,12,2023,4
2024-03-30,30,13,3,1,2024,5,Saturday,13,90,True,,False,False,,Spring,12,2023,4
2024-03-31,31,13,3,1,2024,6,Sunday,13,91,True,,False,False,,Spring,12,2023,4
2024-04-01,1,14,4,2,2024,0,Monday,14,92,False,,False,False,,Summer,1,2024,1
2024-04-02,2,14,4,2,2024,1,Tuesday,14,93,False,,False,False,,Summer,1,2024,1
2024-04-03,3,14,4,2,2024,2,Wednesday,14,94,False,,False,False,,Summer,1,2024,1
2024-04-04,4,14,4,2,2024,3,Thursday,14,95,False,,False,False,,Summer,1,2024,1
2024-04-05,5,14,4,2,2024,4,Friday,14,96,False,,False,True,Eid al-Fitr,Summer,1,2024,1
2024-04-06,6,14,4,2,2024,5,Saturday,14,97,True,,False,True,Eid al-Fitr,Summer,1,2024,1
2024-04-07,7,14,4,2,2024,6,Sunday,14,98,True,,False,True,Eid al-Fitr,Summer,1,2024,1
2024-04-08,8,15,4,2,2024,0,Monday,15,99,False,,False,True,Eid al-Fitr,Summer,1,2024,1
2024-04-09,9,15,4,2,2024,1,Tuesday,15,100,False,,False,True,Eid al-Fitr,Summer,1,2024,1
2024-04-10,10,15,4,2,2024,2,Wednesday,15,101,False,,False,True,Eid al-Fitr,Summer,1,2024,1
2024-04-11,11,15,4,2,2024,3,Thursday,15,102,False,,False,True,Eid al-Fitr,Summer,1,2024,1
2024-04-12,12,15,4,2,2024,4,Friday,15,103,False,,False,False,,Summer,1,2024,1
2024-04-13,13,15,4,2,2024,5,Saturday,15,104,True,,False,False,,Summer,1,2024,1
2024-04-14,14,15,4,2,2024,6,Sunday,15,105,True,,False,False,,Summer,1,2024,1
2024-04-15,15,16,4,2,2024,0,Monday,16,106,False,,False,False,,Summer,1,2024,1
2024-04-16,16,16,4,2,2024,1,Tuesday,16,107,False,,False,False,,Summer,1,2024,1
2024-04-17,17,16,4,2,2024,2,Wednesday,16,108,False,,False,False,,Summer,1,2024,1
2024-04-18,18,16,4,2,2024,3,Thursday,16,109,False,,False,False,,Summer,1,2024,1
2024-04-19,19,16,4,2,2024,4,Friday,16,110,False,,False,False,,Summer,1,2024,1
2024-04-20,20,16,4,2,2024,5,Saturday,16,111,True,,False,False,,Summer,1,2024,1
2024-04-21,21,16,4,2,2024,6,Sunday,16,112,True,,False,False,,Summer,1,2024,1
2024-04-22,22,17,4,2,2024,0,Monday,17,113,False,,False,False,,Summer,1,2024,1
2024-04-23,23,17,4,2,2024,1,Tuesday,17,114,False,,False,False,,Summer,1,2024,1
2024-04-24,24,17,4,2,2024,2,Wednesday,17,115,False,,False,False,,Summer,1,2024,1
2024-04-25,25,17,4,2,2024,3,Thursday,17,116,False,,False,False,,Summer,1,2024,1
2024-04-26,26,17,4,2,2024,4,Friday,17,117,False,,False,False,,Summer,1,2024,1
2024-04-27,27,17,4,2,2024,5,Saturday,17,118,True,,False,False,,Summer,1,2024,1
2024-04-28,28,17,4,2,2024,6,Sunday,17,119,True,,False,False,,Summer,1,2024,1
2024-04-29,29,18,4,2,2024,0,Monday,18,120,False,,False,False,,Summer,1,2024,1
2024-04-30,30,18,4,2,2024,1,Tuesday,18,121,False,,False,False,,Summer,1,2024,1
2024-05-01,1,18,5,2,2024,2,Wednesday,18,122,False,Labour Day,True,False,,Summer,2,2024,1
2024-05-02,2,18,5,2,2024,3,Thursday,18,123,False,,False,False,,Summer,2,2024,1
2024-05-03,3,18,5,2,2024,4,Friday,18,124,False,,False,False,,Summer,2,2024,1
2024-05-04,4,18,5,2,2024,5,Saturday,18,125,True,,False,False,,Summer,2,2024,1
2024-05-05,5,18,5,2,2024,6,Sunday,18,126,True,,False,False,,Summer,2,2024,1
2024-05-06,6,19,5,2,2024,0,Monday,19,127,False,,False,False,,Summer,2,2024,1
2024-05-07,7,19,5,2,2024,1,Tuesday,19,128,False,,False,False,,Summer,2,2024,1
2024-05-08,8,19,5,2,2024,2,Wednesday,19,129,False,,False,False,,Summer,2,2024,1
2024-05-09,9,19,5,2,2024,3,Thursday,19,130,False,,False,False,,Summer,2,2024,1
2024-05-10,10,19,5,2,2024,4,Friday,19,131,False,,False,False,,Summer,2,2024,1
2024-05-11,11,19,5,2,2024,5,Saturday,19,132,True,,False,False,,Summer,2,2024,1
2024-05-12,12,19,5,2,2024,6,Sunday,19,133,True,,False,False,,Summer,2,2024,1
2024-05-13,13,20,5,2,2024,0,Monday,20,134,False,,False,False,,Summer,2,2024,1
2024-05-14,14,20,5,2,2024,1,Tuesday,20,135,False,,False,False,,Summer,2,2024,1
2024-05-15,15,20,5,2,2024,2,Wednesday,20,136,False,,False,False,,Summer,2,2024,1
2024-05-16,16,20,5,2,2024,3,Thursday,20,137,False,,False,False,,Summer,2,2024,1
2024-05-17,17,20,5,2,2024,4,Friday,20,138,False,,False,False,,Summer,2,2024,1
2024-05-18,18,20,5,2,2024,5,Saturday,20,139,True,,False,False,,Summer,2,2024,1
2024-05-19,19,20,5,2,2024,6,Sunday,20,140,True,,False,False,,Summer,2,2024,1
2024-05-20,20,21,5,2,2024,0,Monday,21,141,False,,False,False,,Summer,2,2024,1
2024-05-21,21,21,5,2,2024,1,Tuesday,21,142,False,,False,False,,Summer,2,2024,1
2024-05-22,22,21,5,2,2024,2,Wednesday,21,143,False,,False,False,,Summer,2,2024,1
2024-05-23,23,21,5,2,2024,3,Thursday,21,144,False,,False,False,,Summer,2,2024,1
2024-05-24,24,21,5,2,2024,4,Friday,21,145,False,,False,False,,Summer,2,2024,1
2024-05-25,25,21,5,2,2024,5,Saturday,21,146,True,,False,False,,Summer,2,2024,1
2024-05-26,26,21,5,2,2024,6,Sunday,21,147,True,,False,False,,Summer,2,2024,1
2024-05-27,27,22,5,2,2024,0,Monday,22,148,False,,False,False,,Summer,2,2024,1
2024-05-28,28,22,5,2,2024,1,Tuesday,22,149,False,,False,False,,Summer,2,2024,1
2024-05-29,29,22,5,2,2024,2,Wednesday,22,150,False,,False,False,,Summer,2,2024,1
2024-05-30,30,22,5,2,2024,3,Thursday,22,151,False,,False,False,,Summer,2,2024,1
2024-05-31,31,22,5,2,2024,4,Friday,22,152,False,,False,False,,Summer,2,2024,1
2024-06-01,1,22,6,2,2024,5,Saturday,22,153,True,,False,False,,Summer,3,2024,1
2024-06-02,2,22,6,2,2024,6,Sunday,22,154,True,,False,False,,Summer,3,2024,1
2024-06-03,3,23,6,2,2024,0,Monday,23,155,False,,False,False,,Summer,3,2024,1
2024-06-04,4,23,6,2,2024,1,Tuesday,23,156,False,,False,False,,Summer,3,2024,1
2024-06-05,5,23,6,2,2024,2,Wednesday,23,157,False,,False,False,,Summer,3,2024,1
2024-06-06,6,23,6,2,2024,3,Thursday,23,158,False,,False,False,,Summer,3,2024,1
2024-06-07,7,23,6,2,2024,4,Friday,23,159,False,,False,False,,Summer,3,2024,1
2024-06-08,8,23,6,2,2024,5,Saturday,23,160,True,,False,False,,Summer,3,2024,1
2024-06-09,9,23,6,2,2024,6,Sunday,23,161,True,,False,False,,Summer,3,2024,1
2024-06-10,10,24,6,2,2024,0,Monday,24,162,False,,False,False,,Summer,3,2024,1
2024-06-11,11,24,6,2,2024,1,Tuesday,24,163,False,,False,False,,Summer,3,2024,1
2024-06-12,12,24,6,2,2024,2,Wednesday,24,164,False,,False,False,,Summer,3,2024,1
2024-06-13,13,24,6,2,2024,3,Thursday,24,165,False,,False,False,,Summer,3,2024,1
2024-06-14,14,24,6,2,2024,4,Friday,24,166,False,,False,False,,Summer,3,2024,1
2024-06-15,15,24,6,2,2024,5,Saturday,24,167,True,,False,False,,Summer,3,2024,1
2024-06-16,16,24,6,2,2024,6,Sunday,24,168,True,,False,False,,Summer,3,2024,1
2024-06-17,17,25,6,2,2024,0,Monday,25,169,False,,False,False,,Summer,3,2024,1
2024-06-18,18,25,6,2,2024,1,Tuesday,25,170,False,,False,False,,Summer,3,2024,1
2024-06-19,19,25,6,2,2024,2,Wednesday,25,171,False,,False,False,,Summer,3,2024,1
2024-06-20,20,25,6,2,2024,3,Thursday,25,172,False,,False,False,,Summer,3,2024,1
2024-06-21,21,25,6,2,2024,4,Friday,25,173,False,,False,False,,Summer,3,2024,1
2024-06-22,22,25,6,2,2024,5,Saturday,25,174,True,,False,False,,Summer,3,2024,1
2024-06-23,23,25,6,2,2024,6,Sunday,25,175,True,,False,False,,Summer,3,2024,1
2024-06-24,24,26,6,2,2024,0,Monday,26,176,False,,False,False,,Summer,3,2024,1
2024-06-25,25,26,6,2,2024,1,Tuesday,26,177,False,,False,False,,Summer,3,2024,1
2024-06-26,26,26,6,2,2024,2,Wednesday,26,178,False,,False,False,,Summer,3,2024,1
2024-06-27,27,26,6,2,2024,3,Thursday,26,179,False,,False,False,,Summer,3,2024,1
2024-06-28,28,26,6,2,2024,4,Friday,26,180,False,,False,False,,Summer,3,2024,1
2024-06-29,29,26,6,2,2024,5,Saturday,26,181,True,,False,False,,Summer,3,2024,1
2024-06-30,30,26,6,2,2024,6,Sunday,26,182,True,,False,False,,Summer,3,2024,1
2024-07-01,1,27,7,3,2024,0,Monday,27,183,False,,False,False,,Monsoon,4,2024,2
2024-07-02,2,27,7,3,2024,1,Tuesday,27,184,False,,False,False,,Monsoon,4,2024,2
2024-07-03,3,27,7,3,2024,2,Wednesday,27,185,False,,False,False,,Monsoon,4,2024,2
2024-07-04,4,27,7,3,2024,3,Thursday,27,186,False,,False,False,,Monsoon,4,2024,2
2024-07-05,5,27,7,3,2024,4,Friday,27,187,False,,False,False,,Monsoon,4,2024,2
2024-07-06,6,27,7,3,2024,5,Saturday,27,188,True,,False,False,,Monsoon,4,2024,2
2024-07-07,7,27,7,3,2024,6,Sunday,27,189,True,,False,False,,Monsoon,4,2024,2
2024-07-08,8,28,7,3,2024,0,Monday,28,190,False,,False,False,,Monsoon,4,2024,2
2024-07-09,9,28,7,3,2024,1,Tuesday,28,191,False,,False,False,,Monsoon,4,2024,2
2024-07-10,10,28,7,3,2024,2,Wednesday,28,192,False,,False,False,,Monsoon,4,2024,2
2024-07-11,11,28,7,3,2024,3,Thursday,28,193,False,,False,False,,Monsoon,4,2024,2
2024-07-12,12,28,7,3,2024,4,Friday,28,194,False,,False,False,,Monsoon,4,2024,2
2024-07-13,13,28,7,3,2024,5,Saturday,28,195,True,,False,False,,Monsoon,4,2024,2
2024-07-14,14,28,7,3,2024,6,Sunday,28,196,True,,False,False,,Monsoon,4,2024,2
2024-07-15,15,29,7,3,2024,0,Monday,29,197,False,,False,False,,Monsoon,4,2024,2
