trade_promo_id,retailer,product_id,region,start_date,end_date,planned_spend,actual_spend,expected_uplift,actual_uplift,margin,roi
TP000221,Metro Retail,P00074,Central,2024-12-06,2024-12-12,1248835.29,738361.4,0.301,0.34,0.3642,0.5997
TP000222,UrbanKart,P00026,North,2025-10-09,2025-10-17,387728.55,381129.94,0.0988,0.1058,0.3484,0.0842
TP000223,ValueBazaar,P00200,North,2025-01-03,2025-01-19,1284177.52,1459990.51,0.3702,0.5018,0.3096,0.7336
TP000224,UrbanKart,P00166,South,2025-06-12,2025-06-24,2114657.57,1847449.85,0.1326,0.0937,0.449,0.0993
TP000225,FreshMart,P00105,North,2023-08-15,2023-09-01,1709719.24,1814172.12,0.0576,0.1571,0.4467,0.3657
TP000226,Metro Retail,P00173,South,2023-11-04,2023-11-24,1067175.81,931018.44,0.1097,0.1018,0.4667,0.3153
TP000227,UrbanKart,P00010,South,2023-01-13,2023-01-21,1374753.37,1348015.41,0.2668,0.3444,0.374,0.2698
TP000228,Metro Retail,P00091,South,2025-07-20,2025-07-25,662286.11,734933.37,0.1558,0.1432,0.3162,0.2157
TP000229,Metro Retail,P00194,West,2023-12-26,2023-12-30,974200.52,927470.94,0.2299,0.2334,0.3082,0.2624
TP000230,UrbanKart,P00244,East,2023-10-18,2023-10-26,1568929.09,1765386.25,0.4082,0.3672,0.3075,0.5931
TP000231,FreshMart,P00075,North,2025-06-20,2025-06-28,1432390.8,1552962.84,0.1411,0.2661,0.4516,0.3081
TP000232,Metro Retail,P00024,South,2025-01-07,2025-01-24,1292728.71,1354615.79,0.1262,0.1377,0.438,0.1322
TP000233,ValueBazaar,P00027,North,2025-03-17,2025-04-02,551937.6,656937.93,0.1551,0.1895,0.3121,0.2272
TP000234,Metro Retail,P00175,East,2025-12-29,2025-12-31,1394060.67,1437757.42,0.2548,0.0688,0.3664,0.0645
TP000235,GreenGrocer,P00217,West,2024-01-21,2024-02-06,2168516.19,2301063.01,0.1216,0.0753,0.3048,0.0688
TP000236,QuickShop,P00002,West,2024-05-07,2024-05-27,789081.48,698936.21,0.1591,0.2369,0.2937,0.4576
TP000237,Metro Retail,P00136,North,2023-01-14,2023-01-29,530239.45,651668.13,0.2891,0.2526,0.5102,0.3938
TP000238,QuickShop,P00259,South,2023-08-11,2023-08-25,278538.01,321932.24,0.1428,0.1399,0.3184,0.2279
TP000239,Metro Retail,P00164,East,2024-10-21,2024-11-09,225782.88,234882.71,0.0608,0.0342,0.4232,0.0421
TP000240,ValueBazaar,P00191,Central,2023-07-22,2023-08-06,2181535.39,2322709.2,0.5035,0.3711,0.376,0.5473
TP000241,FreshMart,P00156,West,2023-05-09,2023-05-23,1408110.9,1121158.05,0.2445,0.236,0.3775,0.4071
TP000242,QuickShop,P00103,West,2023-09-14,2023-09-18,912654.6,981713.95,0.2198,0.2773,0.3772,0.3515
TP000243,GreenGrocer,P00022,North,2025-08-23,2025-09-04,703325.98,761669.34,0.4033,0.3518,0.4126,0.334
TP000244,GreenGrocer,P00139,South,2025-05-09,2025-05-21,1192766.65,1422741.67,0.1383,0.1193,0.4794,0.2124
TP000245,Metro Retail,P00106,East,2024-10-15,2024-11-02,470020.72,566060.37,0.2501,0.1027,0.4676,0.1899
TP000246,FreshMart,P00227,West,2025-04-22,2025-05-06,131963.54,141787.06,0.3422,0.4745,0.2994,0.597
TP000247,UrbanKart,P00230,East,2023-12-05,2023-12-16,213514.47,228102.75,0.0477,0.0406,0.2371,0.0313
TP000248,UrbanKart,P00200,West,2025-04-06,2025-04-10,829189.43,849572.69,0.5528,0.7528,0.3096,0.8729
TP000249,FreshMart,P00139,North,2023-08-09,2023-08-14,1509364.91,1233767.88,0.4035,0.4387,0.4794,0.6111
TP000250,UrbanKart,P00097,East,2024-03-09,2024-03-26,764945.48,654080.23,0.2674,0.1136,0.3534,0.1351
TP000251,ValueBazaar,P00087,South,2025-11-25,2025-12-10,1377979.03,1357812.65,0.064,0.0984,0.4024,0.2007
TP000252,QuickShop,P00251,West,2024-04-10,2024-04-15,596557.38,521703.07,0.3108,0.4049,0.3168,0.6094
TP000253,UrbanKart,P00106,North,2023-05-17,2023-05-23,1399123.58,1506627.72,0.0599,0.0667,0.4676,0.1439
TP000254,GreenGrocer,P00126,South,2023-02-08,2023-02-26,1374148.18,1853775.69,0.4168,0.2471,0.366,0.3663
TP000255,UrbanKart,P00038,Central,2024-07-06,2024-07-13,1294520.6,1337035.91,0.3255,0.2173,0.3875,0.3028
TP000256,FreshMart,P00257,South,2023-02-01,2023-02-12,1501682.42,1135984.9,0.4652,0.7052,0.2024,0.6188
TP000257,Metro Retail,P00195,North,2023-08-15,2023-08-23,612351.75,578321.01,0.3223,0.228,0.3037,0.3434
TP000258,UrbanKart,P00244,South,2023-02-24,2023-02-28,1052728.39,938650.74,0.0686,0.0548,0.3075,0.0574
TP000259,GreenGrocer,P00216,South,2025-08-09,2025-08-27,1268490.93,1190212.21,0.1043,0.0751,0.3156,0.1304
TP000260,UrbanKart,P00151,North,2025-07-21,2025-07-28,710466.71,634806.46,0.0854,0.0979,0.3611,0.1496
TP000261,GreenGrocer,P00022,Central,2025-09-02,2025-09-09,1016345.14,1030166.2,0.3169,0.1131,0.4126,0.2529
TP000262,Metro Retail,P00296,North,2023-05-09,2023-05-17,1342113.62,1417488.08,0.1404,0.122,0.4503,0.1637
TP000263,QuickShop,P00207,North,2025-08-06,2025-08-25,600153.58,650299.27,0.2494,0.3899,0.3064,0.4385
TP000264,GreenGrocer,P00267,North,2025-04-22,2025-05-04,1021047.42,1325086.45,0.4487,0.3403,0.3032,0.1771
TP000265,GreenGrocer,P00085,Central,2023-05-12,2023-05-28,1254883.04,1367767.12,0.35,0.5103,0.4566,0.4468
TP000266,ValueBazaar,P00015,Central,2025-06-25,2025-07-13,358689.51,409866.82,0.2914,0.287,0.4261,0.2945
TP000267,UrbanKart,P00016,East,2025-01-03,2025-01-10,1784874.01,1876183.4,0.2271,0.2905,0.4241,0.698
TP000268,FreshMart,P00273,East,2025-09-26,2025-10-16,818587.51,924577.12,0.128,0.099,0.5172,0.2292
TP000269,FreshMart,P00096,South,2025-08-15,2025-09-01,1316151.17,1069902.5,0.3288,0.312,0.3982,0.7172
TP000270,UrbanKart,P00222,East,2023-10-07,2023-10-20,1337779.29,1232095.09,0.4787,0.5938,0.3434,0.9241
TP000271,UrbanKart,P00147,West,2023-05-12,2023-05-31,1032984.23,1001394.68,0.2271,0.1008,0.4521,0.2815
TP000272,UrbanKart,P00226,North,2025-10-13,2025-10-31,207221.04,282682.7,0.1692,0.1912,0.2552,0.1146
TP000273,Metro Retail,P00051,North,2024-11-27,2024-12-13,475277.93,437877.05,0.3963,0.4924,0.2988,0.4356
TP000274,QuickShop,P00262,South,2023-05-24,2023-06-08,648826.94,751491.26,0.0682,0.1197,0.2169,0.0818
TP000275,FreshMart,P00167,East,2024-03-30,2024-04-04,271058.63,238160.92,0.3164,0.2719,0.4023,0.5124
TP000276,GreenGrocer,P00131,South,2024-10-01,2024-10-16,684780.28,712039.27,0.3634,0.1587,0.465,0.3495
TP000277,UrbanKart,P00098,West,2025-11-19,2025-12-02,606631.02,568541.16,0.0657,0.0443,0.3954,0.0969
TP000278,FreshMart,P00197,South,2024-06-07,2024-06-16,1748968.78,1627449.72,0.3978,0.5594,0.2995,0.4114
TP000279,GreenGrocer,P00122,Central,2023-07-15,2023-07-21,295774.22,310809.29,0.3022,0.4265,0.5068,0.6556
TP000280,UrbanKart,P00036,West,2024-07-14,2024-08-01,410667.65,452793.61,0.3075,0.3021,0.3075,0.2302
TP000281,QuickShop,P00289,North,2023-10-23,2023-11-06,1325988.75,1474929.28,0.3604,0.5233,0.4335,0.8655
TP000282,QuickShop,P00104,South,2023-11-06,2023-11-25,1189657.8,1116612.83,0.3347,0.3543,0.4146,0.564
TP000283,Metro Retail,P00294,North,2024-05-25,2024-06-06,897747.81,839891.95,0.4656,0.4151,0.5529,1.4277
TP000284,UrbanKart,P00236,Central,2024-06-13,2024-06-22,218833.56,247969.64,0.2326,0.1141,0.2774,0.144
TP000285,FreshMart,P00284,North,2024-03-17,2024-04-03,768112.58,817709.04,0.146,0.2858,0.5037,0.6713
TP000286,GreenGrocer,P00241,West,2024-05-14,2024-05-20,1688410.14,1783970.89,0.0577,0.0591,0.2888,0.0681
TP000287,GreenGrocer,P00241,East,2025-08-05,2025-08-17,827586.3,829526.89,0.2308,0.1471,0.2888,0.1782
