transaction_id,date,product_id,store_id,customer_id,units,regular_price,selling_price,discount_percentage,revenue,cost,gross_profit,promotion_id,channel
T0000000227,2023-03-25,P00236,S00060,C0020259,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000228,2023-03-25,P00236,S00060,C0019059,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000229,2023-03-25,P00236,S00060,C0015045,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000230,2023-03-25,P00236,S00060,C0011830,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000231,2023-03-25,P00236,S00060,C0011480,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000232,2023-03-25,P00236,S00060,C0015727,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000233,2023-03-25,P00236,S00060,C0011618,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000234,2023-03-25,P00236,S00060,C0024202,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000235,2023-03-25,P00236,S00060,C0016309,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000236,2023-03-25,P00236,S00060,C0004885,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000237,2023-03-25,P00236,S00060,C0022049,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000238,2023-03-25,P00236,S00060,C0000829,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000239,2023-03-25,P00236,S00060,C0015962,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000240,2023-03-25,P00236,S00060,C0028626,6,73.75,73.75,0.0,442.5,316.74,125.76,,E-commerce
T0000000241,2023-03-25,P00236,S00060,C0000858,5,73.75,73.75,0.0,368.75,263.95,104.8,,E-commerce
T0000000242,2023-03-25,P00236,S00060,C0003936,5,73.75,73.75,0.0,368.75,263.95,104.8,,E-commerce
T0000000243,2023-03-25,P00236,S00060,C0014937,5,73.75,73.75,0.0,368.75,263.95,104.8,,E-commerce
T0000000244,2023-03-25,P00236,S00060,C0019523,5,73.75,73.75,0.0,368.75,263.95,104.8,,E-commerce
T0000000245,2023-02-14,P00071,S00070,C0022977,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000246,2023-02-14,P00071,S00070,C0016095,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000247,2023-02-14,P00071,S00070,C0012341,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000248,2023-02-14,P00071,S00070,C0028910,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000249,2023-02-14,P00071,S00070,C0027968,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000250,2023-02-14,P00071,S00070,C0014079,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000251,2023-02-14,P00071,S00070,C0013763,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000252,2023-02-14,P00071,S00070,C0022194,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000253,2023-02-14,P00071,S00070,C0022358,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000254,2023-02-14,P00071,S00070,C0024866,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000255,2023-02-14,P00071,S00070,C0007973,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000256,2023-02-14,P00071,S00070,C0024383,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000257,2023-02-14,P00071,S00070,C0021070,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000258,2023-02-14,P00071,S00070,C0013208,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000259,2023-02-14,P00071,S00070,C0025633,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000260,2023-02-14,P00071,S00070,C0022565,6,45.98,45.98,0.0,275.88,177.06,98.82,,E-commerce
T0000000261,2023-02-14,P00071,S00070,C0025912,5,45.98,45.98,0.0,229.9,147.55,82.35,,E-commerce
T0000000262,2023-02-14,P00071,S00070,C0013560,5,45.98,45.98,0.0,229.9,147.55,82.35,,E-commerce
T0000000263,2023-02-14,P00071,S00070,C0027804,5,45.98,45.98,0.0,229.9,147.55,82.35,,E-commerce
T0000000264,2023-02-14,P00071,S00070,C0010089,5,45.98,45.98,0.0,229.9,147.55,82.35,,E-commerce
T0000000265,2023-02-14,P00071,S00070,C0021921,5,45.98,45.98,0.0,229.9,147.55,82.35,,E-commerce
T0000000266,2023-02-14,P00071,S00070,C0020203,5,45.98,45.98,0.0,229.9,147.55,82.35,,E-commerce
T0000000267,2023-02-14,P00071,S00070,C0009646,5,45.98,45.98,0.0,229.9,147.55,82.35,,E-commerce
T0000000268,2023-02-14,P00071,S00070,C0013718,5,45.98,45.98,0.0,229.9,147.55,82.35,,E-commerce
T0000000269,2023-02-14,P00071,S00070,C0009365,5,45.98,45.98,0.0,229.9,147.55,82.35,,E-commerce
T0000000270,2023-01-01,P00168,S00169,C0015733,1,223.64,223.64,0.0,223.64,106.87,116.77,,Supermarket
T0000000271,2023-01-01,P00168,S00169,C0017484,1,223.64,223.64,0.0,223.64,106.87,116.77,,Supermarket
T0000000272,2023-03-24,P00079,S00101,C0014858,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000273,2023-03-24,P00079,S00101,C0024001,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000274,2023-03-24,P00079,S00101,C0007748,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000275,2023-03-24,P00079,S00101,C0027837,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000276,2023-03-24,P00079,S00101,C0021860,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000277,2023-03-24,P00079,S00101,C0024677,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000278,2023-03-24,P00079,S00101,C0019466,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000279,2023-03-24,P00079,S00101,C0007904,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000280,2023-03-24,P00079,S00101,C0014869,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000281,2023-03-24,P00079,S00101,C0028637,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000282,2023-03-24,P00079,S00101,C0015797,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000283,2023-03-24,P00079,S00101,C0020740,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000284,2023-03-24,P00079,S00101,C0002266,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000285,2023-03-24,P00079,S00101,C0000854,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000286,2023-03-24,P00079,S00101,C0024137,4,41.63,41.63,0.0,166.52,97.96,68.56,,Supermarket
T0000000287,2023-03-24,P00079,S00101,C0015446,3,41.63,41.63,0.0,124.89,73.47,51.42,,Supermarket
T0000000288,2023-03-24,P00079,S00101,C0011817,3,41.63,41.63,0.0,124.89,73.47,51.42,,Supermarket
T0000000289,2023-03-05,P00129,S00173,C0026984,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000290,2023-03-05,P00129,S00173,C0012778,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000291,2023-03-05,P00129,S00173,C0022788,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000292,2023-03-05,P00129,S00173,C0013764,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000293,2023-03-05,P00129,S00173,C0019929,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000294,2023-03-05,P00129,S00173,C0029102,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000295,2023-03-05,P00129,S00173,C0029398,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000296,2023-03-05,P00129,S00173,C0005539,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000297,2023-03-05,P00129,S00173,C0009658,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000298,2023-03-05,P00129,S00173,C0003511,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000299,2023-03-05,P00129,S00173,C0015323,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000300,2023-03-05,P00129,S00173,C0006340,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000301,2023-03-05,P00129,S00173,C0018720,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000302,2023-03-05,P00129,S00173,C0008658,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000303,2023-03-05,P00129,S00173,C0025073,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000304,2023-03-05,P00129,S00173,C0017929,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000305,2023-03-05,P00129,S00173,C0015339,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000306,2023-03-05,P00129,S00173,C0027753,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000307,2023-03-05,P00129,S00173,C0021772,3,370.15,310.74,16.05,932.22,636.15,296.07,PR0038975,Hypermarket
T0000000308,2023-03-05,P00129,S00173,C0026851,2,370.15,310.74,16.05,621.48,424.1,197.38,PR0038975,Hypermarket
T0000000309,2023-03-05,P00129,S00173,C0028616,2,370.15,310.74,16.05,621.48,424.1,197.38,PR0038975,Hypermarket
T0000000310,2023-03-05,P00129,S00173,C0020182,2,370.15,310.74,16.05,621.48,424.1,197.38,PR0038975,Hypermarket
T0000000311,2023-03-05,P00129,S00173,C0016415,2,370.15,310.74,16.05,621.48,424.1,197.38,PR0038975,Hypermarket
T0000000312,2023-03-05,P00129,S00173,C0021284,2,370.15,310.74,16.05,621.48,424.1,197.38,PR0038975,Hypermarket
T0000000313,2023-03-05,P00129,S00173,C0006362,2,370.15,310.74,16.05,621.48,424.1,197.38,PR0038975,Hypermarket
T0000000314,2023-01-05,P00215,S00177,C0014163,4,41.21,41.21,0.0,164.84,119.32,45.52,,Supermarket
T0000000315,2023-01-05,P00215,S00177,C0012471,4,41.21,41.21,0.0,164.84,119.32,45.52,,Supermarket
T0000000316,2023-01-05,P00215,S00177,C0007968,4,41.21,41.21,0.0,164.84,119.32,45.52,,Supermarket
T0000000317,2023-01-05,P00215,S00177,C0012642,4,41.21,41.21,0.0,164.84,119.32,45.52,,Supermarket
T0000000318,2023-01-05,P00215,S00177,C0002281,4,41.21,41.21,0.0,164.84,119.32,45.52,,Supermarket
T0000000319,2023-01-05,P00215,S00177,C0021840,4,41.21,41.21,0.0,164.84,119.32,45.52,,Supermarket
T0000000320,2023-01-05,P00215,S00177,C0028575,4,41.21,41.21,0.0,164.84,119.32,45.52,,Supermarket
T0000000321,2023-01-05,P00215,S00177,C0028721,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000322,2023-01-05,P00215,S00177,C0018054,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000323,2023-01-05,P00215,S00177,C0029058,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000324,2023-01-05,P00215,S00177,C0003887,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000325,2023-01-05,P00215,S00177,C0016360,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000326,2023-01-05,P00215,S00177,C0013920,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000327,2023-01-05,P00215,S00177,C0005890,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000328,2023-01-05,P00215,S00177,C0009446,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000329,2023-01-05,P00215,S00177,C0003063,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000330,2023-01-05,P00215,S00177,C0020928,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000331,2023-01-05,P00215,S00177,C0020660,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000332,2023-01-05,P00215,S00177,C0022937,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000333,2023-01-05,P00215,S00177,C0004074,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000334,2023-01-05,P00215,S00177,C0021855,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000335,2023-01-05,P00215,S00177,C0020401,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000336,2023-01-05,P00215,S00177,C0011697,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000337,2023-01-05,P00215,S00177,C0000196,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000338,2023-01-05,P00215,S00177,C0005837,3,41.21,41.21,0.0,123.63,89.49,34.14,,Supermarket
T0000000339,2023-03-02,P00135,S00012,C0029226,2,227.47,227.47,0.0,454.94,273.66,181.28,,Supermarket
T0000000340,2023-03-02,P00135,S00012,C0000292,2,227.47,227.47,0.0,454.94,273.66,181.28,,Supermarket
T0000000341,2023-03-02,P00135,S00012,C0020387,2,227.47,227.47,0.0,454.94,273.66,181.28,,Supermarket
T0000000342,2023-03-02,P00135,S00012,C0004023,2,227.47,227.47,0.0,454.94,273.66,181.28,,Supermarket
T0000000343,2023-03-02,P00135,S00012,C0015832,2,227.47,227.47,0.0,454.94,273.66,181.28,,Supermarket
T0000000344,2023-03-02,P00135,S00012,C0015051,2,227.47,227.47,0.0,454.94,273.66,181.28,,Supermarket
T0000000345,2023-03-02,P00135,S00012,C0009505,2,227.47,227.47,0.0,454.94,273.66,181.28,,Supermarket
T0000000346,2023-03-02,P00135,S00012,C0004373,2,227.47,227.47,0.0,454.94,273.66,181.28,,Supermarket
T0000000347,2023-01-29,P00256,S00083,C0019260,1,63.52,63.52,0.0,63.52,41.51,22.01,,Convenience
T0000000348,2023-01-29,P00256,S00083,C0014056,1,63.52,63.52,0.0,63.52,41.51,22.01,,Convenience
T0000000349,2023-01-29,P00256,S00083,C0028039,1,63.52,63.52,0.0,63.52,41.51,22.01,,Convenience
T0000000350,2023-01-29,P00256,S00083,C0022650,1,63.52,63.52,0.0,63.52,41.51,22.01,,Convenience
T0000000351,2023-01-29,P00256,S00083,C0006142,1,63.52,63.52,0.0,63.52,41.51,22.01,,Convenience
T0000000352,2023-01-29,P00256,S00083,C0022385,1,63.52,63.52,0.0,63.52,41.51,22.01,,Convenience
T0000000353,2023-01-29,P00256,S00083,C0029318,1,63.52,63.52,0.0,63.52,41.51,22.01,,Convenience
T0000000354,2023-01-29,P00256,S00083,C0026290,1,63.52,63.52,0.0,63.52,41.51,22.01,,Convenience
T0000000355,2023-01-29,P00256,S00083,C0001943,1,63.52,63.52,0.0,63.52,41.51,22.01,,Convenience
T0000000356,2023-01-29,P00256,S00083,C0018815,1,63.52,63.52,0.0,63.52,41.51,22.01,,Convenience
T0000000357,2023-01-01,P00123,S00187,C0008990,6,369.51,369.51,0.0,2217.06,950.4,1266.66,,Wholesale
T0000000358,2023-01-01,P00123,S00187,C0014506,6,369.51,369.51,0.0,2217.06,950.4,1266.66,,Wholesale
T0000000359,2023-01-01,P00123,S00187,C0025542,6,369.51,369.51,0.0,2217.06,950.4,1266.66,,Wholesale
T0000000360,2023-01-01,P00123,S00187,C0014510,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000361,2023-01-01,P00123,S00187,C0018655,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000362,2023-01-01,P00123,S00187,C0020968,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000363,2023-01-01,P00123,S00187,C0006773,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000364,2023-01-01,P00123,S00187,C0000507,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000365,2023-01-01,P00123,S00187,C0005700,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000366,2023-01-01,P00123,S00187,C0010608,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000367,2023-01-01,P00123,S00187,C0008160,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000368,2023-01-01,P00123,S00187,C0014009,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000369,2023-01-01,P00123,S00187,C0002656,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000370,2023-01-01,P00123,S00187,C0014345,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000371,2023-01-01,P00123,S00187,C0026347,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000372,2023-01-01,P00123,S00187,C0004562,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000373,2023-01-01,P00123,S00187,C0008340,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000374,2023-01-01,P00123,S00187,C0028619,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000375,2023-01-01,P00123,S00187,C0017899,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000376,2023-01-01,P00123,S00187,C0027435,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000377,2023-01-01,P00123,S00187,C0024781,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000378,2023-01-01,P00123,S00187,C0018077,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000379,2023-01-01,P00123,S00187,C0003868,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000380,2023-01-01,P00123,S00187,C0013692,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000381,2023-01-01,P00123,S00187,C0016071,5,369.51,369.51,0.0,1847.55,792.0,1055.55,,Wholesale
T0000000382,2023-02-10,P00078,S00110,C0006053,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000383,2023-02-10,P00078,S00110,C0018790,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000384,2023-02-10,P00078,S00110,C0028098,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000385,2023-02-10,P00078,S00110,C0002969,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000386,2023-02-10,P00078,S00110,C0001028,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000387,2023-02-10,P00078,S00110,C0003900,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000388,2023-02-10,P00078,S00110,C0021793,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000389,2023-02-10,P00078,S00110,C0000072,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000390,2023-02-10,P00078,S00110,C0006489,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000391,2023-02-10,P00078,S00110,C0002902,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000392,2023-02-10,P00078,S00110,C0028366,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000393,2023-02-10,P00078,S00110,C0012533,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000394,2023-02-10,P00078,S00110,C0015588,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000395,2023-02-10,P00078,S00110,C0017192,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000396,2023-02-10,P00078,S00110,C0022604,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000397,2023-02-10,P00078,S00110,C0007802,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000398,2023-02-10,P00078,S00110,C0006448,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000399,2023-02-10,P00078,S00110,C0011417,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000400,2023-02-10,P00078,S00110,C0006885,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000401,2023-02-10,P00078,S00110,C0004911,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000402,2023-02-10,P00078,S00110,C0019792,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000403,2023-02-10,P00078,S00110,C0018915,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000404,2023-02-10,P00078,S00110,C0002349,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000405,2023-02-10,P00078,S00110,C0008068,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000406,2023-02-10,P00078,S00110,C0005585,9,28.63,28.63,0.0,257.67,172.53,85.14,,Wholesale
T0000000407,2023-03-08,P00101,S00115,C0023685,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000408,2023-03-08,P00101,S00115,C0021835,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000409,2023-03-08,P00101,S00115,C0017404,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000410,2023-03-08,P00101,S00115,C0001106,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000411,2023-03-08,P00101,S00115,C0027510,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000412,2023-03-08,P00101,S00115,C0027846,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000413,2023-03-08,P00101,S00115,C0023943,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000414,2023-03-08,P00101,S00115,C0010917,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000415,2023-03-08,P00101,S00115,C0015013,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000416,2023-03-08,P00101,S00115,C0002855,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000417,2023-03-08,P00101,S00115,C0014006,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000418,2023-03-08,P00101,S00115,C0001608,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000419,2023-03-08,P00101,S00115,C0008993,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000420,2023-03-08,P00101,S00115,C0019096,11,91.34,91.34,0.0,1004.74,583.99,420.75,,Hypermarket
T0000000421,2023-03-08,P00101,S00115,C0000689,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000422,2023-03-08,P00101,S00115,C0003093,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000423,2023-03-08,P00101,S00115,C0001253,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000424,2023-03-08,P00101,S00115,C0008098,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000425,2023-03-08,P00101,S00115,C0023352,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000426,2023-03-08,P00101,S00115,C0022061,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000427,2023-03-08,P00101,S00115,C0013333,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000428,2023-03-08,P00101,S00115,C0011289,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000429,2023-03-08,P00101,S00115,C0000125,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000430,2023-03-08,P00101,S00115,C0013248,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000431,2023-03-08,P00101,S00115,C0003790,10,91.34,91.34,0.0,913.4,530.9,382.5,,Hypermarket
T0000000432,2023-03-17,P00220,S00145,C0017672,3,231.6,231.6,0.0,694.8,493.29,201.51,,Hypermarket
T0000000433,2023-03-17,P00220,S00145,C0011060,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000434,2023-03-17,P00220,S00145,C0021082,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000435,2023-03-17,P00220,S00145,C0007159,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000436,2023-03-17,P00220,S00145,C0018219,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000437,2023-03-17,P00220,S00145,C0021619,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000438,2023-03-17,P00220,S00145,C0012349,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000439,2023-03-17,P00220,S00145,C0020062,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000440,2023-03-17,P00220,S00145,C0007117,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000441,2023-03-17,P00220,S00145,C0021464,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000442,2023-03-17,P00220,S00145,C0016182,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000443,2023-03-17,P00220,S00145,C0016159,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000444,2023-03-17,P00220,S00145,C0024433,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000445,2023-03-17,P00220,S00145,C0021863,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000446,2023-03-17,P00220,S00145,C0020084,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000447,2023-03-17,P00220,S00145,C0015172,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000448,2023-03-17,P00220,S00145,C0021832,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000449,2023-03-17,P00220,S00145,C0020268,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000450,2023-03-17,P00220,S00145,C0009720,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000451,2023-03-17,P00220,S00145,C0029175,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000452,2023-03-17,P00220,S00145,C0008880,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000453,2023-03-17,P00220,S00145,C0009581,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000454,2023-03-17,P00220,S00145,C0029044,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000455,2023-03-17,P00220,S00145,C0002897,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000456,2023-03-17,P00220,S00145,C0018624,2,231.6,231.6,0.0,463.2,328.86,134.34,,Hypermarket
T0000000457,2023-03-02,P00140,S00139,C0003371,5,286.36,286.36,0.0,1431.8,866.4,565.4,,Wholesale
