promotion_id,product_id,store_id,promotion_type,start_date,end_date,duration_days,discount_percentage,display_flag,bundle_flag,promotion_channel,region,promotion_units,promotion_spend
PR0000245,P00002,S00169,Buy One Get One,2023-08-21,2023-09-06,17,33.44,True,False,In-store,South,0,126906.21
PR0000246,P00002,S00169,Buy One Get One,2024-04-21,2024-04-30,10,15.46,False,False,In-store,South,0,113438.21
PR0000247,P00002,S00169,Coupon,2024-05-28,2024-06-11,15,29.56,False,False,In-store,South,0,127571.48
PR0000248,P00002,S00169,Display,2024-07-02,2024-07-11,10,11.07,True,False,Digital,South,0,206517.53
PR0000249,P00002,S00169,Buy One Get One,2024-07-22,2024-07-31,10,26.67,True,False,Digital,South,0,58803.51
PR0000250,P00002,S00169,Bundle,2024-09-01,2024-09-16,16,29.19,False,True,In-store,South,0,126664.19
PR0000251,P00002,S00169,Loyalty Offer,2024-10-29,2024-11-05,8,20.56,False,False,Digital,South,0,174687.88
PR0000252,P00002,S00169,Coupon,2025-01-02,2025-01-10,9,5.78,False,False,In-store,South,131,195170.91
PR0000253,P00002,S00169,Price Discount,2025-02-12,2025-03-02,19,19.44,False,False,In-store,South,1398,163971.43
PR0000254,P00002,S00169,Price Discount,2025-05-12,2025-06-01,21,7.75,False,False,Digital,South,1390,208128.39
PR0000255,P00002,S00169,Price Discount,2025-06-17,2025-06-27,11,36.32,False,False,In-store,South,1957,166775.67
PR0000256,P00002,S00001,Price Discount,2023-05-12,2023-05-23,12,9.01,False,False,In-store,Central,0,178801.17
PR0000257,P00002,S00001,Buy One Get One,2023-07-03,2023-07-18,16,38.53,True,False,In-store,Central,0,166208.19
PR0000258,P00002,S00001,Display,2023-07-23,2023-08-09,18,9.37,True,False,Both,Central,0,60004.42
PR0000259,P00002,S00001,Price Discount,2023-10-12,2023-10-18,7,26.28,False,False,Digital,Central,0,170354.45
PR0000260,P00002,S00001,Buy One Get One,2023-10-27,2023-11-03,8,20.52,False,False,In-store,Central,0,90773.46
PR0000261,P00002,S00001,Coupon,2024-02-09,2024-02-26,18,21.18,False,False,Digital,Central,0,142483.94
PR0000262,P00002,S00001,Price Discount,2024-10-22,2024-10-26,5,16.09,True,False,In-store,Central,0,135200.66
PR0000263,P00002,S00001,Price Discount,2025-01-13,2025-02-02,21,16.18,False,False,In-store,Central,443,53526.89
PR0000264,P00002,S00001,Bundle,2025-02-27,2025-03-16,18,8.0,False,True,Digital,Central,506,111654.44
PR0000265,P00002,S00001,Display,2025-05-30,2025-06-08,10,19.08,True,False,Digital,Central,505,102654.23
PR0000266,P00002,S00001,Price Discount,2025-06-12,2025-06-19,8,28.08,True,False,Digital,Central,664,197062.77
PR0000267,P00002,S00001,Display,2025-07-18,2025-08-06,20,27.39,True,False,In-store,Central,1146,46759.71
PR0000268,P00002,S00001,Bundle,2025-12-04,2025-12-20,17,6.95,False,True,In-store,Central,269,79971.06
PR0000269,P00002,S00079,Coupon,2023-01-22,2023-01-31,10,34.7,False,False,In-store,South,0,158096.83
PR0000270,P00002,S00079,Bundle,2023-02-12,2023-03-04,21,33.06,False,True,In-store,South,0,163227.9
PR0000271,P00002,S00079,Bundle,2023-03-23,2023-03-29,7,33.83,False,True,In-store,South,0,24066.97
PR0000272,P00002,S00079,Buy One Get One,2023-04-06,2023-04-13,8,26.33,False,False,In-store,South,0,196288.56
PR0000273,P00002,S00079,Price Discount,2023-04-22,2023-04-27,6,16.28,True,False,In-store,South,0,27849.28
PR0000274,P00002,S00079,Price Discount,2024-01-30,2024-02-11,13,30.91,False,False,Both,South,0,200458.22
PR0000275,P00002,S00079,Bundle,2024-03-18,2024-03-25,8,6.57,False,True,Both,South,0,165600.5
PR0000276,P00002,S00079,Buy One Get One,2024-05-10,2024-05-23,14,9.86,False,False,In-store,South,0,143157.31
PR0000277,P00002,S00079,Bundle,2024-06-03,2024-06-10,8,5.34,False,True,In-store,South,0,43895.83
PR0000278,P00002,S00079,Bundle,2024-08-03,2024-08-21,19,30.97,True,True,Both,South,0,35292.5
PR0000279,P00002,S00079,Price Discount,2024-10-16,2024-10-22,7,39.81,False,False,Digital,South,0,22304.51
PR0000280,P00002,S00079,Price Discount,2024-11-25,2024-11-29,5,19.9,False,False,Digital,South,0,37664.0
PR0000281,P00002,S00079,Loyalty Offer,2024-12-06,2024-12-20,15,34.7,False,False,Digital,South,5,27650.47
PR0000282,P00002,S00079,Buy One Get One,2025-01-07,2025-01-14,8,13.14,True,False,Both,South,72,40246.06
PR0000283,P00002,S00079,Display,2025-01-20,2025-01-24,5,27.08,True,False,Digital,South,66,107584.3
PR0000284,P00002,S00079,Price Discount,2025-02-07,2025-02-26,20,37.1,False,False,Both,South,744,111204.74
PR0000285,P00002,S00079,Bundle,2025-06-14,2025-06-29,16,8.61,False,True,Digital,South,262,24107.7
PR0000286,P00002,S00079,Buy One Get One,2025-07-29,2025-08-14,17,28.98,False,False,In-store,South,454,129252.71
PR0000287,P00002,S00173,Coupon,2023-01-01,2023-01-14,14,37.33,False,False,In-store,East,0,208014.59
PR0000288,P00002,S00173,Coupon,2023-01-31,2023-02-11,12,17.78,False,False,In-store,East,0,140749.64
PR0000289,P00002,S00173,Bundle,2023-05-26,2023-05-30,5,30.95,False,True,Digital,East,0,151843.04
PR0000290,P00002,S00173,Bundle,2023-07-27,2023-08-05,10,24.86,False,True,Digital,East,0,94664.99
PR0000291,P00002,S00173,Loyalty Offer,2023-08-24,2023-09-12,20,6.08,False,False,Digital,East,0,75122.34
PR0000292,P00002,S00173,Price Discount,2023-12-15,2023-12-19,5,39.06,False,False,Digital,East,0,132367.28
PR0000293,P00002,S00173,Price Discount,2024-01-28,2024-02-09,13,31.66,False,False,In-store,East,0,61701.99
PR0000294,P00002,S00173,Price Discount,2024-03-31,2024-04-19,20,35.4,False,False,Both,East,0,169749.1
PR0000295,P00002,S00173,Coupon,2024-05-26,2024-06-01,7,18.71,False,False,Digital,East,0,43466.74
PR0000296,P00002,S00173,Price Discount,2024-07-05,2024-07-13,9,22.08,False,False,Both,East,0,186707.0
PR0000297,P00002,S00173,Bundle,2024-08-23,2024-09-01,10,17.57,True,True,In-store,East,0,182937.91
PR0000298,P00002,S00173,Display,2024-10-15,2024-10-19,5,7.8,True,False,Both,East,0,216431.07
PR0000299,P00002,S00173,Buy One Get One,2024-11-10,2024-11-16,7,31.15,False,False,In-store,East,0,69467.8
PR0000300,P00002,S00173,Loyalty Offer,2025-01-07,2025-01-17,11,28.6,False,False,Digital,East,464,202576.17
PR0000301,P00002,S00173,Price Discount,2025-02-05,2025-02-11,7,35.84,True,False,Digital,East,899,15176.84
PR0000302,P00002,S00173,Bundle,2025-02-16,2025-02-28,13,7.97,False,True,Both,East,637,209154.36
PR0000303,P00002,S00173,Buy One Get One,2025-04-28,2025-05-05,8,6.51,False,False,Both,East,412,53105.65
PR0000304,P00002,S00173,Buy One Get One,2025-05-10,2025-05-21,12,31.74,False,False,Both,East,1296,202460.22
PR0000305,P00002,S00173,Price Discount,2025-06-07,2025-06-19,13,27.71,False,False,Both,East,1818,59402.45
PR0000306,P00002,S00173,Buy One Get One,2025-08-01,2025-08-05,5,38.58,False,False,Digital,East,1348,166400.06
PR0000307,P00002,S00173,Price Discount,2025-10-09,2025-10-29,21,16.52,False,False,Digital,East,1885,85388.61
PR0000308,P00002,S00163,Display,2023-01-14,2023-01-22,9,14.89,True,False,Digital,West,0,211863.12
PR0000309,P00002,S00163,Bundle,2023-01-23,2023-01-31,9,8.83,True,True,Both,West,0,195554.71
PR0000310,P00002,S00163,Loyalty Offer,2023-04-22,2023-04-30,9,25.64,False,False,Both,West,0,172872.57
PR0000311,P00002,S00163,Bundle,2023-05-08,2023-05-12,5,14.47,False,True,In-store,West,0,50008.6
PR0000312,P00002,S00163,Coupon,2023-06-10,2023-06-28,19,14.54,False,False,Both,West,0,216215.36
PR0000313,P00002,S00163,Bundle,2023-10-19,2023-10-31,13,6.42,False,True,In-store,West,0,51430.98
PR0000314,P00002,S00163,Loyalty Offer,2023-11-30,2023-12-07,8,29.01,False,False,Digital,West,0,176385.49
PR0000315,P00002,S00163,Display,2024-05-07,2024-05-27,21,15.12,True,False,Digital,West,0,85996.27
PR0000316,P00002,S00163,Loyalty Offer,2024-06-09,2024-06-27,19,8.78,False,False,In-store,West,0,53232.65
PR0000317,P00002,S00163,Price Discount,2024-08-23,2024-09-06,15,22.9,False,False,Digital,West,0,36886.13
PR0000318,P00002,S00163,Coupon,2024-09-12,2024-09-18,7,38.0,False,False,Both,West,0,73210.68
PR0000319,P00002,S00163,Bundle,2024-10-12,2024-10-26,15,10.43,False,True,Both,West,0,63246.7
PR0000320,P00002,S00163,Loyalty Offer,2025-01-06,2025-01-10,5,19.92,False,False,In-store,West,102,117686.1
PR0000321,P00002,S00163,Coupon,2025-02-14,2025-02-21,8,25.76,False,False,Both,West,170,30463.2
PR0000322,P00002,S00163,Buy One Get One,2025-03-07,2025-03-11,5,7.72,False,False,Both,West,294,200073.2
PR0000323,P00002,S00163,Display,2025-05-05,2025-05-18,14,21.76,True,False,Digital,West,1543,141043.22
PR0000324,P00002,S00163,Loyalty Offer,2025-06-02,2025-06-08,7,20.32,False,False,Both,West,462,85350.25
PR0000325,P00002,S00163,Price Discount,2025-07-25,2025-08-13,20,23.14,False,False,Both,West,1807,67536.48
PR0000326,P00002,S00163,Buy One Get One,2025-08-18,2025-08-30,13,21.78,False,False,Both,West,1398,54892.3
PR0000327,P00002,S00163,Price Discount,2025-11-30,2025-12-15,16,29.78,False,False,In-store,West,945,144121.75
PR0000328,P00002,S00193,Price Discount,2023-01-18,2023-02-03,17,30.02,False,False,Both,North,0,124652.29
PR0000329,P00002,S00193,Buy One Get One,2023-04-11,2023-04-18,8,17.88,False,False,In-store,North,0,93851.27
PR0000330,P00002,S00193,Bundle,2023-05-01,2023-05-10,10,8.79,False,True,In-store,North,0,137382.12
PR0000331,P00002,S00193,Price Discount,2023-09-16,2023-09-22,7,37.51,False,False,Digital,North,0,200216.28
PR0000332,P00002,S00193,Display,2023-12-15,2024-01-02,19,22.86,True,False,Both,North,0,198453.74
PR0000333,P00002,S00193,Bundle,2024-01-15,2024-01-29,15,35.05,False,True,In-store,North,0,113246.44
PR0000334,P00002,S00193,Price Discount,2024-02-22,2024-02-26,5,10.61,False,False,In-store,North,0,97432.89
PR0000335,P00002,S00193,Loyalty Offer,2024-06-30,2024-07-17,18,13.97,False,False,Both,North,0,74717.19
PR0000336,P00002,S00193,Display,2024-08-14,2024-08-27,14,27.16,True,False,Digital,North,0,77034.62
PR0000337,P00002,S00193,Price Discount,2024-11-05,2024-11-15,11,21.31,True,False,In-store,North,0,118581.4
PR0000338,P00002,S00193,Coupon,2024-12-10,2024-12-20,11,28.91,False,False,In-store,North,12,130192.32
PR0000339,P00002,S00193,Loyalty Offer,2025-03-21,2025-03-29,9,30.87,False,False,In-store,North,1143,190006.57
PR0000340,P00002,S00193,Buy One Get One,2025-04-20,2025-05-07,18,6.93,False,False,In-store,North,742,126798.63
PR0000341,P00002,S00193,Display,2025-05-23,2025-06-12,21,17.64,True,False,In-store,North,1403,173895.57
PR0000342,P00002,S00193,Bundle,2025-07-09,2025-07-20,12,30.2,False,True,Both,North,1275,158587.52
PR0000343,P00002,S00193,Bundle,2025-11-02,2025-11-06,5,17.32,False,True,Digital,North,147,175716.86
PR0000344,P00002,S00113,Coupon,2023-04-26,2023-05-15,20,35.34,False,False,Both,Central,0,39320.48
PR0000345,P00002,S00113,Loyalty Offer,2023-06-16,2023-06-30,15,37.61,False,False,Both,Central,0,213921.43
PR0000346,P00002,S00113,Coupon,2023-12-30,2024-01-10,12,38.91,False,False,Both,Central,0,93634.55
PR0000347,P00002,S00113,Price Discount,2024-06-30,2024-07-17,18,33.9,False,False,Digital,Central,0,103155.42
PR0000348,P00002,S00113,Buy One Get One,2024-09-20,2024-10-04,15,24.19,False,False,In-store,Central,0,39880.77
PR0000349,P00002,S00113,Price Discount,2024-12-16,2025-01-03,19,29.07,False,False,Both,Central,644,167868.05
PR0000350,P00002,S00113,Coupon,2025-09-11,2025-09-20,10,38.87,False,False,In-store,Central,1972,101293.45
PR0000351,P00002,S00113,Price Discount,2025-10-12,2025-10-19,8,39.53,True,False,Digital,Central,2779,109297.87
PR0000352,P00002,S00113,Price Discount,2025-12-09,2025-12-22,14,20.89,False,False,In-store,Central,890,83887.66
PR0000353,P00002,S00164,Bundle,2023-01-21,2023-01-29,9,17.55,False,True,Both,South,0,165055.35
PR0000354,P00002,S00164,Loyalty Offer,2023-04-30,2023-05-06,7,22.65,False,False,In-store,South,0,50506.63
PR0000355,P00002,S00164,Loyalty Offer,2023-06-18,2023-07-06,19,39.3,False,False,In-store,South,0,104762.13
PR0000356,P00002,S00164,Display,2023-07-12,2023-07-19,8,31.52,True,False,Both,South,0,188595.57
PR0000357,P00002,S00164,Loyalty Offer,2023-08-01,2023-08-09,9,33.37,False,False,Both,South,0,59281.27
PR0000358,P00002,S00164,Buy One Get One,2023-10-02,2023-10-09,8,18.58,False,False,Digital,South,0,43963.07
PR0000359,P00002,S00164,Loyalty Offer,2024-03-30,2024-04-09,11,13.17,True,False,Both,South,0,80147.91
PR0000360,P00002,S00164,Loyalty Offer,2024-05-16,2024-05-26,11,19.76,False,False,Both,South,0,78467.59
PR0000361,P00002,S00164,Display,2024-06-13,2024-07-02,20,18.85,True,False,Both,South,0,156697.63
PR0000362,P00002,S00164,Buy One Get One,2025-03-28,2025-04-06,10,18.84,False,False,Both,South,161,179216.97
PR0000363,P00002,S00164,Price Discount,2025-05-03,2025-05-20,18,20.0,False,False,In-store,South,719,206490.44
PR0000364,P00002,S00164,Price Discount,2025-07-25,2025-07-30,6,14.93,False,False,In-store,South,161,142941.42
PR0000365,P00002,S00164,Bundle,2025-10-21,2025-10-28,8,37.82,False,True,Both,South,303,53568.49
PR0000366,P00002,S00043,Display,2023-03-08,2023-03-19,12,15.0,True,False,In-store,West,0,135415.77
PR0000367,P00002,S00043,Price Discount,2023-03-22,2023-04-04,14,29.73,False,False,In-store,West,0,50432.44
PR0000368,P00002,S00043,Price Discount,2023-04-05,2023-04-16,12,7.16,True,False,Digital,West,0,183167.08
PR0000369,P00002,S00043,Bundle,2023-06-17,2023-07-07,21,25.13,False,True,Both,West,0,194600.87
PR0000370,P00002,S00043,Price Discount,2023-07-08,2023-07-23,16,37.84,True,False,Both,West,0,28775.46
PR0000371,P00002,S00043,Coupon,2023-08-09,2023-08-23,15,8.68,False,False,In-store,West,0,173826.17
PR0000372,P00002,S00043,Buy One Get One,2023-08-24,2023-08-31,8,25.85,False,False,In-store,West,0,35331.88
PR0000373,P00002,S00043,Buy One Get One,2023-10-12,2023-10-28,17,23.41,False,False,In-store,West,0,121134.24
PR0000374,P00002,S00043,Coupon,2024-01-01,2024-01-13,13,8.06,False,False,In-store,West,0,202578.57
PR0000375,P00002,S00043,Buy One Get One,2024-01-23,2024-02-02,11,7.79,False,False,In-store,West,0,141943.94
PR0000376,P00002,S00043,Display,2024-05-08,2024-05-20,13,33.44,True,False,In-store,West,0,218789.61
PR0000377,P00002,S00043,Bundle,2024-07-17,2024-07-31,15,11.59,False,True,Digital,West,0,184583.21
PR0000378,P00002,S00043,Coupon,2024-08-16,2024-08-20,5,11.39,False,False,Both,West,0,62940.06
PR0000379,P00002,S00043,Buy One Get One,2024-09-25,2024-10-05,11,35.33,False,False,Digital,West,0,75431.52
PR0000380,P00002,S00043,Display,2025-01-17,2025-01-24,8,6.81,True,False,In-store,West,645,181717.14
PR0000381,P00002,S00043,Price Discount,2025-05-07,2025-05-18,12,32.24,False,False,Digital,West,1890,60991.1
PR0000382,P00002,S00043,Coupon,2025-05-29,2025-06-08,11,8.97,False,False,Digital,West,1265,207590.93
PR0000383,P00002,S00043,Buy One Get One,2025-06-29,2025-07-15,17,22.72,False,False,In-store,West,2009,52381.75
PR0000384,P00002,S00043,Display,2025-07-19,2025-07-25,7,8.9,True,False,Both,West,628,115294.69
PR0000385,P00002,S00043,Bundle,2025-09-12,2025-09-17,6,18.88,False,True,Both,West,647,83291.96
PR0000386,P00002,S00043,Bundle,2025-10-06,2025-10-13,8,9.15,False,True,Digital,West,628,65676.1
PR0000387,P00002,S00043,Loyalty Offer,2025-12-13,2025-12-18,6,15.66,False,False,Both,West,581,19402.86
PR0000388,P00002,S00030,Price Discount,2023-03-03,2023-03-17,15,10.59,False,False,Both,North,0,123876.11
PR0000389,P00002,S00030,Loyalty Offer,2024-01-22,2024-02-08,18,34.42,False,False,In-store,North,0,91506.58
PR0000390,P00002,S00030,Price Discount,2024-02-20,2024-02-26,7,7.23,False,False,Both,North,0,21125.96
PR0000391,P00002,S00030,Bundle,2024-08-06,2024-08-12,7,38.97,False,True,Digital,North,0,126517.94
PR0000392,P00002,S00030,Loyalty Offer,2024-12-03,2024-12-22,20,37.52,False,False,Digital,North,58,62649.31
PR0000393,P00002,S00030,Display,2025-02-03,2025-02-19,17,39.65,True,False,Digital,North,1292,35081.18
PR0000394,P00002,S00030,Price Discount,2025-02-23,2025-03-02,8,28.8,False,False,Both,North,812,162589.36
PR0000395,P00002,S00030,Bundle,2025-03-03,2025-03-15,13,9.88,False,True,In-store,North,733,190510.55
PR0000396,P00002,S00030,Price Discount,2025-04-04,2025-04-12,9,25.76,False,False,In-store,North,883,155337.37
PR0000397,P00002,S00030,Price Discount,2025-04-13,2025-04-18,6,18.99,False,False,In-store,North,434,124579.55
PR0000398,P00002,S00030,Price Discount,2025-05-17,2025-06-04,19,23.36,False,False,In-store,North,1667,161780.63
PR0000399,P00002,S00030,Buy One Get One,2025-07-02,2025-07-20,19,26.6,False,False,Digital,North,2416,220120.31
PR0000400,P00002,S00030,Loyalty Offer,2025-07-24,2025-08-13,21,29.77,False,False,In-store,North,1901,49600.19
PR0000401,P00002,S00030,Price Discount,2025-08-15,2025-08-30,16,36.88,True,False,In-store,North,2886,185907.86
PR0000402,P00002,S00030,Coupon,2025-09-05,2025-09-23,19,7.08,False,False,In-store,North,540,214373.94
PR0000403,P00002,S00030,Price Discount,2025-10-28,2025-11-17,21,38.12,False,False,Both,North,2248,61624.38
PR0000404,P00002,S00099,Coupon,2023-01-15,2023-01-27,13,15.99,False,False,In-store,East,0,161552.77
PR0000405,P00002,S00099,Display,2023-02-17,2023-03-08,20,18.5,True,False,Both,East,0,73206.36
PR0000406,P00002,S00099,Price Discount,2023-04-23,2023-04-29,7,20.29,False,False,Digital,East,0,166000.32
PR0000407,P00002,S00099,Buy One Get One,2023-04-30,2023-05-11,12,17.5,False,False,In-store,East,0,99436.46
PR0000408,P00002,S00099,Price Discount,2023-06-18,2023-06-29,12,29.74,False,False,Both,East,0,203140.19
PR0000409,P00002,S00099,Bundle,2023-07-30,2023-08-16,18,24.48,False,True,Both,East,0,185881.93
PR0000410,P00002,S00099,Display,2023-09-04,2023-09-10,7,9.58,True,False,Digital,East,0,111512.87
PR0000411,P00002,S00099,Buy One Get One,2023-09-18,2023-10-03,16,37.09,False,False,Both,East,0,21525.17
PR0000412,P00002,S00099,Price Discount,2023-10-04,2023-10-18,15,23.83,False,False,Both,East,0,19558.94
PR0000413,P00002,S00099,Bundle,2023-11-13,2023-11-28,16,37.84,False,True,Digital,East,0,138217.09
PR0000414,P00002,S00099,Loyalty Offer,2023-12-17,2023-12-31,15,20.78,False,False,Digital,East,0,208186.27
PR0000415,P00002,S00099,Buy One Get One,2024-01-21,2024-02-05,16,23.26,True,False,In-store,East,0,147760.71
PR0000416,P00002,S00099,Coupon,2024-06-02,2024-06-09,8,24.05,False,False,Digital,East,0,68042.55
PR0000417,P00002,S00099,Display,2024-07-06,2024-07-11,6,32.53,True,False,In-store,East,0,191855.37
PR0000418,P00002,S00099,Display,2024-08-15,2024-08-29,15,27.27,True,False,Both,East,0,209820.79
PR0000419,P00002,S00099,Buy One Get One,2024-09-22,2024-09-30,9,22.7,False,False,In-store,East,0,22307.83
PR0000420,P00002,S00099,Price Discount,2024-11-17,2024-12-05,19,39.77,False,False,In-store,East,0,123301.22
PR0000421,P00002,S00099,Loyalty Offer,2024-12-06,2024-12-19,14,10.8,False,False,Both,East,9,50037.52
PR0000422,P00002,S00099,Bundle,2025-04-10,2025-04-26,17,39.3,False,True,In-store,East,2707,196528.74
PR0000423,P00002,S00099,Buy One Get One,2025-05-15,2025-05-29,15,35.87,False,False,Digital,East,3428,209932.49
PR0000424,P00002,S00099,Price Discount,2025-10-12,2025-10-31,20,19.4,True,False,Digital,East,974,171050.65
PR0000425,P00002,S00023,Loyalty Offer,2023-01-05,2023-01-14,10,5.87,False,False,In-store,North,0,133635.22
PR0000426,P00002,S00023,Price Discount,2023-03-15,2023-03-19,5,26.22,False,False,In-store,North,0,169492.61
PR0000427,P00002,S00023,Bundle,2023-03-27,2023-04-13,18,30.77,False,True,In-store,North,0,199065.74
PR0000428,P00002,S00023,Price Discount,2023-06-12,2023-06-25,14,34.41,False,False,Both,North,0,191190.31
PR0000429,P00002,S00023,Bundle,2023-12-03,2023-12-15,13,7.11,False,True,In-store,North,0,57895.91
PR0000430,P00002,S00023,Price Discount,2024-02-02,2024-02-11,10,28.06,False,False,Both,North,0,75534.56
PR0000431,P00002,S00023,Coupon,2024-03-03,2024-03-22,20,13.47,False,False,In-store,North,0,51775.72
PR0000432,P00002,S00023,Loyalty Offer,2024-04-09,2024-04-29,21,20.88,True,False,In-store,North,0,101661.78
PR0000433,P00002,S00023,Buy One Get One,2024-07-13,2024-07-28,16,39.56,False,False,In-store,North,0,145182.61
PR0000434,P00002,S00023,Coupon,2024-11-13,2024-12-03,21,21.31,False,False,Both,North,0,167531.32
PR0000435,P00002,S00023,Price Discount,2025-01-15,2025-01-24,10,15.37,False,False,In-store,North,508,183370.89
PR0000436,P00002,S00023,Bundle,2025-02-05,2025-02-21,17,34.82,False,True,In-store,North,2407,135215.33
PR0000437,P00002,S00023,Display,2025-04-05,2025-04-14,10,34.74,True,False,Digital,North,1955,117922.41
PR0000438,P00002,S00023,Price Discount,2025-05-16,2025-06-05,21,15.4,False,False,Digital,North,2331,121337.99
PR0000439,P00002,S00023,Loyalty Offer,2025-07-25,2025-08-02,9,34.16,False,False,Digital,North,1178,113884.62
PR0000440,P00002,S00023,Price Discount,2025-12-27,2025-12-31,5,37.77,False,False,In-store,North,703,18248.01
PR0000441,P00002,S00073,Price Discount,2023-02-06,2023-02-14,9,12.23,False,False,In-store,South,0,40586.56
PR0000442,P00002,S00073,Loyalty Offer,2023-03-18,2023-03-26,9,23.97,False,False,In-store,South,0,99622.0
PR0000443,P00002,S00073,Display,2023-04-13,2023-04-20,8,25.22,True,False,Digital,South,0,104072.68
PR0000444,P00002,S00073,Loyalty Offer,2023-06-23,2023-07-05,13,8.52,False,False,Both,South,0,139320.69
PR0000445,P00002,S00073,Bundle,2023-08-26,2023-09-08,14,21.72,True,True,Digital,South,0,196669.39
PR0000446,P00002,S00073,Display,2023-10-06,2023-10-22,17,25.24,True,False,Digital,South,0,79788.54
PR0000447,P00002,S00073,Display,2023-12-15,2023-12-30,16,38.35,True,False,In-store,South,0,40410.4
PR0000448,P00002,S00073,Price Discount,2024-04-12,2024-04-27,16,5.03,False,False,In-store,South,0,26915.62
PR0000449,P00002,S00073,Price Discount,2024-05-12,2024-05-29,18,31.17,False,False,Both,South,0,40064.32
PR0000450,P00002,S00073,Price Discount,2024-07-14,2024-07-26,13,25.94,False,False,In-store,South,0,165971.94
PR0000451,P00002,S00073,Coupon,2024-10-29,2024-11-17,20,5.55,False,False,Both,South,0,100220.75
PR0000452,P00002,S00073,Coupon,2025-02-15,2025-03-01,15,36.24,False,False,Both,South,227,27064.61
PR0000453,P00002,S00073,Bundle,2025-06-16,2025-07-05,20,23.14,False,True,Both,South,547,109011.97
PR0000454,P00002,S00073,Price Discount,2025-09-13,2025-09-23,11,6.15,False,False,Digital,South,80,62073.58
PR0000455,P00002,S00073,Price Discount,2025-11-20,2025-11-26,7,21.42,False,False,In-store,South,121,163273.72
PR0000456,P00002,S00073,Price Discount,2025-12-28,2025-12-31,4,26.58,False,False,In-store,South,66,37829.96
PR0000457,P00003,S00086,Bundle,2023-07-19,2023-07-23,5,13.82,False,True,Both,Central,213,203738.55
PR0000458,P00003,S00086,Bundle,2023-08-11,2023-08-19,9,25.76,True,True,In-store,Central,385,21277.14
PR0000459,P00003,S00086,Price Discount,2023-10-06,2023-10-20,15,31.92,False,False,Both,Central,538,208148.38
PR0000460,P00003,S00086,Display,2023-12-09,2023-12-16,8,8.35,True,False,In-store,Central,124,70771.2
PR0000461,P00003,S00086,Price Discount,2023-12-23,2024-01-03,12,14.19,False,False,Digital,Central,194,46411.2
PR0000462,P00003,S00086,Buy One Get One,2024-04-04,2024-04-14,11,13.86,False,False,Both,Central,640,39868.89
PR0000463,P00003,S00086,Price Discount,2024-06-22,2024-07-06,15,37.9,False,False,Digital,Central,1096,172334.16
PR0000464,P00003,S00086,Buy One Get One,2024-07-19,2024-07-27,9,5.47,False,False,Digital,Central,219,137521.6
PR0000465,P00003,S00086,Bundle,2024-09-02,2024-09-08,7,13.55,False,True,Digital,Central,282,103124.41
PR0000466,P00003,S00086,Buy One Get One,2025-05-20,2025-05-28,9,7.6,False,False,In-store,Central,172,120365.96
PR0000467,P00003,S00086,Loyalty Offer,2025-08-02,2025-08-12,11,32.33,False,False,Both,Central,387,206482.14
PR0000468,P00003,S00086,Coupon,2025-08-16,2025-08-24,9,8.75,False,False,In-store,Central,105,184444.22
PR0000469,P00003,S00086,Loyalty Offer,2025-08-29,2025-09-11,14,21.9,False,False,In-store,Central,221,26613.3
PR0000470,P00003,S00026,Price Discount,2023-01-26,2023-02-13,19,14.58,False,False,Digital,North,1373,49791.63
PR0000471,P00003,S00026,Price Discount,2023-03-20,2023-04-05,17,7.94,False,False,Both,North,1007,53378.13
PR0000472,P00003,S00026,Coupon,2023-05-03,2023-05-20,18,33.49,False,False,In-store,North,2548,90943.21
PR0000473,P00003,S00026,Buy One Get One,2023-05-21,2023-06-07,18,10.5,True,False,Both,North,1437,204723.29
PR0000474,P00003,S00026,Buy One Get One,2023-08-13,2023-08-27,15,33.2,False,False,In-store,North,1874,74022.36
PR0000475,P00003,S00026,Loyalty Offer,2023-09-07,2023-09-11,5,5.67,False,False,In-store,North,154,40024.97
PR0000476,P00003,S00026,Buy One Get One,2023-12-03,2023-12-10,8,32.65,False,False,In-store,North,316,86410.56
PR0000477,P00003,S00026,Price Discount,2024-02-01,2024-02-05,5,10.0,False,False,Digital,North,0,98310.9
PR0000478,P00003,S00026,Price Discount,2024-02-11,2024-02-23,13,36.55,False,False,In-store,North,0,42787.19
PR0000479,P00003,S00026,Bundle,2024-03-07,2024-03-13,7,27.11,False,True,Both,North,0,99391.89
PR0000480,P00003,S00026,Price Discount,2024-05-05,2024-05-13,9,22.98,False,False,In-store,North,633,60899.18
PR0000481,P00003,S00026,Bundle,2024-06-05,2024-06-16,12,37.36,False,True,In-store,North,1089,39844.67
PR0000482,P00003,S00026,Price Discount,2024-09-03,2024-09-12,10,31.78,False,False,In-store,North,418,56538.78
PR0000483,P00003,S00026,Price Discount,2024-12-02,2024-12-13,12,18.16,False,False,In-store,North,202,159218.25
PR0000484,P00003,S00026,Coupon,2024-12-28,2025-01-05,9,6.24,False,False,In-store,North,87,207341.54
PR0000485,P00003,S00026,Display,2025-03-30,2025-04-07,9,34.5,True,False,In-store,North,435,167052.29
PR0000486,P00003,S00026,Coupon,2025-04-21,2025-04-27,7,21.02,False,False,In-store,North,247,98700.14
PR0000487,P00003,S00026,Price Discount,2025-05-16,2025-05-20,5,29.99,False,False,In-store,North,384,111716.81
PR0000488,P00003,S00026,Coupon,2025-11-09,2025-11-24,16,32.2,False,False,In-store,North,355,203185.37
